order_id,order_date,customer_id,total_amount,order_status,timestamp
25056,2025-02-20,426,454.73,CANCELLED,2025-02-20T14:14:30.771-07:00
25057,2025-02-20,29123,656.76,SHIPPED,2025-02-20T14:14:30.771-07:00
25058,2025-02-20,13773,1458.27,CANCELLED,2025-02-20T14:14:30.771-07:00
25059,2025-02-20,22050,3491.33,DELIVERED,2025-02-20T14:14:30.771-07:00
25060,2025-02-20,352,414.88,SHIPPED,2025-02-20T14:14:30.771-07:00
25061,2025-02-20,19258,3348.42,SHIPPED,2025-02-20T14:14:30.771-07:00
25062,2025-02-20,18949,2296.48,DELIVERED,2025-02-20T14:14:30.771-07:00
25063,2025-02-20,27502,4648.11,DELIVERED,2025-02-20T14:14:30.771-07:00
25064,2025-02-20,20606,4976.65,PENDING,2025-02-20T14:14:30.771-07:00
25065,2025-02-20,15062,1051.44,CANCELLED,2025-02-20T14:14:30.771-07:00
25066,2025-02-20,28328,1908.87,DELIVERED,2025-02-20T14:14:30.771-07:00
25067,2025-02-20,4656,1000.19,CANCELLED,2025-02-20T14:14:30.771-07:00
25068,2025-02-20,10513,3121.41,SHIPPED,2025-02-20T14:14:30.771-07:00
25069,2025-02-20,14984,4359.59,CANCELLED,2025-02-20T14:14:30.771-07:00
25070,2025-02-20,10036,384.75,DELIVERED,2025-02-20T14:14:30.771-07:00
25071,2025-02-20,3179,4267.11,SHIPPED,2025-02-20T14:14:30.771-07:00
25072,2025-02-20,7630,1868.96,DELIVERED,2025-02-20T14:14:30.771-07:00
25073,2025-02-20,2630,3530.63,CANCELLED,2025-02-20T14:14:30.771-07:00
25074,2025-02-20,7837,3147.55,CANCELLED,2025-02-20T14:14:30.771-07:00
25075,2025-02-20,2888,4841.31,CANCELLED,2025-02-20T14:14:30.771-07:00
25076,2025-02-20,9181,3484.08,CANCELLED,2025-02-20T14:14:30.771-07:00
25077,2025-02-20,18528,1359.43,DELIVERED,2025-02-20T14:14:30.771-07:00
25078,2025-02-20,6357,973.44,DELIVERED,2025-02-20T14:14:30.771-07:00
25079,2025-02-20,4946,524.15,SHIPPED,2025-02-20T14:14:30.771-07:00
25080,2025-02-20,23294,766.47,SHIPPED,2025-02-20T14:14:30.771-07:00
25081,2025-02-20,12883,4685.07,SHIPPED,2025-02-20T14:14:30.771-07:00
25082,2025-02-20,15075,1101.85,SHIPPED,2025-02-20T14:14:30.771-07:00
25083,2025-02-20,28804,3971.85,PENDING,2025-02-20T14:14:30.771-07:00
25084,2025-02-20,2257,2027.63,CANCELLED,2025-02-20T14:14:30.771-07:00
25085,2025-02-20,5613,148.8,SHIPPED,2025-02-20T14:14:30.771-07:00
25086,2025-02-20,11500,1968.23,CANCELLED,2025-02-20T14:14:30.771-07:00
25087,2025-02-20,16085,3204.17,SHIPPED,2025-02-20T14:14:30.771-07:00
25088,2025-02-20,29976,1431.82,DELIVERED,2025-02-20T14:14:30.771-07:00
25089,2025-02-20,29960,224.03,SHIPPED,2025-02-20T14:14:30.771-07:00
25090,2025-02-20,29511,3071.26,PENDING,2025-02-20T14:14:30.771-07:00
25091,2025-02-20,21898,3344.59,PENDING,2025-02-20T14:14:30.771-07:00
25092,2025-02-20,16521,1255.21,DELIVERED,2025-02-20T14:14:30.771-07:00
25093,2025-02-20,3489,4118.32,SHIPPED,2025-02-20T14:14:30.771-07:00
25094,2025-02-20,13391,4433.21,PENDING,2025-02-20T14:14:30.771-07:00
25095,2025-02-20,18001,2570.15,PENDING,2025-02-20T14:14:30.771-07:00
25096,2025-02-20,2208,4834.88,DELIVERED,2025-02-20T14:14:30.771-07:00
25097,2025-02-20,9954,651.09,DELIVERED,2025-02-20T14:14:30.771-07:00
25098,2025-02-20,23464,2280.45,CANCELLED,2025-02-20T14:14:30.771-07:00
25099,2025-02-20,23746,4185.82,DELIVERED,2025-02-20T14:14:30.771-07:00
25100,2025-02-20,18567,4207.97,SHIPPED,2025-02-20T14:14:30.771-07:00
25101,2025-02-20,22362,2225.99,CANCELLED,2025-02-20T14:14:30.771-07:00
25102,2025-02-20,6107,1589.89,CANCELLED,2025-02-20T14:14:30.771-07:00
25103,2025-02-20,5132,1542.39,SHIPPED,2025-02-20T14:14:30.771-07:00
25104,2025-02-20,25317,376.9,PENDING,2025-02-20T14:14:30.771-07:00
25105,2025-02-20,23765,1745.96,PENDING,2025-02-20T14:14:30.771-07:00
25106,2025-02-20,26627,344.71,CANCELLED,2025-02-20T14:14:30.771-07:00
25107,2025-02-20,14023,2576.67,DELIVERED,2025-02-20T14:14:30.771-07:00
25108,2025-02-20,6940,793.51,SHIPPED,2025-02-20T14:14:30.771-07:00
25109,2025-02-20,15109,2949.82,CANCELLED,2025-02-20T14:14:30.771-07:00
25110,2025-02-20,26243,1372.62,SHIPPED,2025-02-20T14:14:30.771-07:00
25111,2025-02-20,8545,1392.53,PENDING,2025-02-20T14:14:30.771-07:00
25112,2025-02-20,20632,3555.16,DELIVERED,2025-02-20T14:14:30.771-07:00
25113,2025-02-20,17414,3710.0,PENDING,2025-02-20T14:14:30.771-07:00
25114,2025-02-20,1863,3820.51,DELIVERED,2025-02-20T14:14:30.771-07:00
25115,2025-02-20,15538,2650.42,DELIVERED,2025-02-20T14:14:30.771-07:00
25116,2025-02-20,26548,2407.02,CANCELLED,2025-02-20T14:14:30.771-07:00
25117,2025-02-20,23898,1860.31,DELIVERED,2025-02-20T14:14:30.771-07:00
25118,2025-02-20,21933,1393.14,DELIVERED,2025-02-20T14:14:30.771-07:00
25119,2025-02-20,10382,1744.09,PENDING,2025-02-20T14:14:30.771-07:00
25120,2025-02-20,15057,3631.07,CANCELLED,2025-02-20T14:14:30.771-07:00
25121,2025-02-20,17048,1391.13,CANCELLED,2025-02-20T14:14:30.771-07:00
25122,2025-02-20,18840,1665.58,CANCELLED,2025-02-20T14:14:30.771-07:00
25123,2025-02-20,12828,671.34,PENDING,2025-02-20T14:14:30.771-07:00
25124,2025-02-20,12585,3591.76,CANCELLED,2025-02-20T14:14:30.771-07:00
25125,2025-02-20,18029,1195.55,CANCELLED,2025-02-20T14:14:30.771-07:00
25126,2025-02-20,11429,2421.78,DELIVERED,2025-02-20T14:14:30.771-07:00
25127,2025-02-20,18862,2880.84,SHIPPED,2025-02-20T14:14:30.771-07:00
25128,2025-02-20,7046,3757.38,CANCELLED,2025-02-20T14:14:30.771-07:00
25129,2025-02-20,24828,3889.4,DELIVERED,2025-02-20T14:14:30.771-07:00
25130,2025-02-20,22272,411.98,SHIPPED,2025-02-20T14:14:30.771-07:00
25131,2025-02-20,23163,2329.89,DELIVERED,2025-02-20T14:14:30.771-07:00
25132,2025-02-20,6308,660.37,DELIVERED,2025-02-20T14:14:30.771-07:00
25133,2025-02-20,28427,4199.74,DELIVERED,2025-02-20T14:14:30.771-07:00
25134,2025-02-20,25558,1310.56,CANCELLED,2025-02-20T14:14:30.771-07:00
25135,2025-02-20,19236,4279.94,PENDING,2025-02-20T14:14:30.771-07:00
25136,2025-02-20,27234,1416.29,PENDING,2025-02-20T14:14:30.771-07:00
25137,2025-02-20,3530,3859.13,DELIVERED,2025-02-20T14:14:30.771-07:00
25138,2025-02-20,8755,371.04,DELIVERED,2025-02-20T14:14:30.771-07:00
25139,2025-02-20,15166,4936.4,DELIVERED,2025-02-20T14:14:30.771-07:00
25140,2025-02-20,1551,4918.09,PENDING,2025-02-20T14:14:30.771-07:00
25141,2025-02-20,2003,700.28,DELIVERED,2025-02-20T14:14:30.771-07:00
25142,2025-02-20,20706,807.74,SHIPPED,2025-02-20T14:14:30.771-07:00
25143,2025-02-20,25888,580.06,CANCELLED,2025-02-20T14:14:30.771-07:00
25144,2025-02-20,4029,2928.2,PENDING,2025-02-20T14:14:30.771-07:00
25145,2025-02-20,25933,3363.2,PENDING,2025-02-20T14:14:30.771-07:00
25146,2025-02-20,13533,91.61,CANCELLED,2025-02-20T14:14:30.771-07:00
25147,2025-02-20,835,4710.9,PENDING,2025-02-20T14:14:30.771-07:00
25148,2025-02-20,27325,3386.57,SHIPPED,2025-02-20T14:14:30.771-07:00
25149,2025-02-20,6439,2912.67,PENDING,2025-02-20T14:14:30.771-07:00
25150,2025-02-20,23057,1697.47,PENDING,2025-02-20T14:14:30.771-07:00
25151,2025-02-20,749,866.81,DELIVERED,2025-02-20T14:14:30.771-07:00
25152,2025-02-20,26449,3779.19,CANCELLED,2025-02-20T14:14:30.771-07:00
25153,2025-02-20,22556,1234.94,CANCELLED,2025-02-20T14:14:30.771-07:00
25154,2025-02-20,9146,4949.97,PENDING,2025-02-20T14:14:30.771-07:00
25155,2025-02-20,19554,4595.84,DELIVERED,2025-02-20T14:14:30.771-07:00
25156,2025-02-20,398,4637.11,CANCELLED,2025-02-20T14:14:30.771-07:00
25157,2025-02-20,21934,1823.92,CANCELLED,2025-02-20T14:14:30.771-07:00
25158,2025-02-20,18959,1176.84,PENDING,2025-02-20T14:14:30.771-07:00
25159,2025-02-20,18474,539.59,CANCELLED,2025-02-20T14:14:30.771-07:00
25160,2025-02-20,7225,2033.26,DELIVERED,2025-02-20T14:14:30.771-07:00
25161,2025-02-20,20844,4686.73,SHIPPED,2025-02-20T14:14:30.771-07:00
25162,2025-02-20,29232,2015.93,PENDING,2025-02-20T14:14:30.771-07:00
25163,2025-02-20,21193,3467.68,DELIVERED,2025-02-20T14:14:30.771-07:00
25164,2025-02-20,13065,3102.06,SHIPPED,2025-02-20T14:14:30.771-07:00
25165,2025-02-20,16703,4455.88,SHIPPED,2025-02-20T14:14:30.771-07:00
25166,2025-02-20,5,877.82,DELIVERED,2025-02-20T14:14:30.771-07:00
25167,2025-02-20,1445,361.16,PENDING,2025-02-20T14:14:30.771-07:00
25168,2025-02-20,16776,3221.49,SHIPPED,2025-02-20T14:14:30.771-07:00
25169,2025-02-20,1391,4122.44,SHIPPED,2025-02-20T14:14:30.771-07:00
25170,2025-02-20,10827,3097.78,PENDING,2025-02-20T14:14:30.771-07:00
25171,2025-02-20,22247,826.06,PENDING,2025-02-20T14:14:30.771-07:00
25172,2025-02-20,17548,128.55,SHIPPED,2025-02-20T14:14:30.771-07:00
25173,2025-02-20,17,1481.13,CANCELLED,2025-02-20T14:14:30.771-07:00
25174,2025-02-20,9805,832.41,SHIPPED,2025-02-20T14:14:30.771-07:00
25175,2025-02-20,23369,3351.76,PENDING,2025-02-20T14:14:30.771-07:00
25176,2025-02-20,20912,1008.25,DELIVERED,2025-02-20T14:14:30.771-07:00
25177,2025-02-20,12806,2990.51,SHIPPED,2025-02-20T14:14:30.771-07:00
25178,2025-02-20,23099,2145.62,DELIVERED,2025-02-20T14:14:30.771-07:00
25179,2025-02-20,21395,2237.73,PENDING,2025-02-20T14:14:30.771-07:00
25180,2025-02-20,18192,1863.97,CANCELLED,2025-02-20T14:14:30.771-07:00
25181,2025-02-20,3448,4163.42,SHIPPED,2025-02-20T14:14:30.771-07:00
25182,2025-02-20,29636,3553.32,DELIVERED,2025-02-20T14:14:30.771-07:00
25183,2025-02-20,18482,3414.62,PENDING,2025-02-20T14:14:30.771-07:00
25184,2025-02-20,15957,2830.56,PENDING,2025-02-20T14:14:30.771-07:00
25185,2025-02-20,14311,16.81,DELIVERED,2025-02-20T14:14:30.771-07:00
25186,2025-02-20,10804,395.02,DELIVERED,2025-02-20T14:14:30.771-07:00
25187,2025-02-20,243,1233.33,DELIVERED,2025-02-20T14:14:30.771-07:00
25188,2025-02-20,22969,3792.18,DELIVERED,2025-02-20T14:14:30.771-07:00
25189,2025-02-20,8841,3307.56,SHIPPED,2025-02-20T14:14:30.771-07:00
25190,2025-02-20,21171,2415.72,PENDING,2025-02-20T14:14:30.771-07:00
25191,2025-02-20,25534,1160.64,CANCELLED,2025-02-20T14:14:30.771-07:00
25192,2025-02-20,5429,3832.58,CANCELLED,2025-02-20T14:14:30.771-07:00
25193,2025-02-20,11652,870.94,PENDING,2025-02-20T14:14:30.771-07:00
25194,2025-02-20,12919,4707.64,DELIVERED,2025-02-20T14:14:30.771-07:00
25195,2025-02-20,18765,3711.09,PENDING,2025-02-20T14:14:30.771-07:00
25196,2025-02-20,4460,3350.26,DELIVERED,2025-02-20T14:14:30.771-07:00
25197,2025-02-20,17875,2446.56,PENDING,2025-02-20T14:14:30.771-07:00
25198,2025-02-20,9359,4947.32,PENDING,2025-02-20T14:14:30.771-07:00
25199,2025-02-20,29957,3308.94,PENDING,2025-02-20T14:14:30.771-07:00
25200,2025-02-20,24698,4588.8,PENDING,2025-02-20T14:14:30.771-07:00
25201,2025-02-20,9314,305.04,SHIPPED,2025-02-20T14:14:30.771-07:00
25202,2025-02-20,23409,4546.8,PENDING,2025-02-20T14:14:30.771-07:00
25203,2025-02-20,11056,4057.5,PENDING,2025-02-20T14:14:30.771-07:00
25204,2025-02-20,28316,426.21,SHIPPED,2025-02-20T14:14:30.771-07:00
25205,2025-02-20,4072,615.4,PENDING,2025-02-20T14:14:30.771-07:00
25206,2025-02-20,20719,2214.4,DELIVERED,2025-02-20T14:14:30.771-07:00
25207,2025-02-20,17629,3592.58,PENDING,2025-02-20T14:14:30.771-07:00
25208,2025-02-20,9651,4442.91,DELIVERED,2025-02-20T14:14:30.771-07:00
25209,2025-02-20,15520,971.55,CANCELLED,2025-02-20T14:14:30.771-07:00
25210,2025-02-20,10073,2375.95,CANCELLED,2025-02-20T14:14:30.771-07:00
25211,2025-02-20,833,1072.34,DELIVERED,2025-02-20T14:14:30.771-07:00
25212,2025-02-20,25370,3701.95,PENDING,2025-02-20T14:14:30.771-07:00
25213,2025-02-20,28445,4830.3,PENDING,2025-02-20T14:14:30.771-07:00
25214,2025-02-20,4902,4024.57,PENDING,2025-02-20T14:14:30.771-07:00
25215,2025-02-20,18023,4137.85,CANCELLED,2025-02-20T14:14:30.771-07:00
25216,2025-02-20,18607,1573.25,DELIVERED,2025-02-20T14:14:30.771-07:00
25217,2025-02-20,12147,1520.2,PENDING,2025-02-20T14:14:30.771-07:00
25218,2025-02-20,2898,1801.18,PENDING,2025-02-20T14:14:30.771-07:00
25219,2025-02-20,12212,2016.95,SHIPPED,2025-02-20T14:14:30.771-07:00
25220,2025-02-20,20520,1056.05,CANCELLED,2025-02-20T14:14:30.771-07:00
25221,2025-02-20,773,2640.04,SHIPPED,2025-02-20T14:14:30.771-07:00
25222,2025-02-20,19701,4437.34,CANCELLED,2025-02-20T14:14:30.771-07:00
25223,2025-02-20,3109,2147.02,DELIVERED,2025-02-20T14:14:30.771-07:00
25224,2025-02-20,23300,2170.85,PENDING,2025-02-20T14:14:30.771-07:00
25225,2025-02-20,15723,3868.23,DELIVERED,2025-02-20T14:14:30.771-07:00
25226,2025-02-20,9053,513.51,SHIPPED,2025-02-20T14:14:30.771-07:00
25227,2025-02-20,14879,3831.86,CANCELLED,2025-02-20T14:14:30.771-07:00
25228,2025-02-20,10414,1983.44,DELIVERED,2025-02-20T14:14:30.771-07:00
25229,2025-02-20,29628,144.19,PENDING,2025-02-20T14:14:30.771-07:00
25230,2025-02-20,5992,3647.93,DELIVERED,2025-02-20T14:14:30.771-07:00
25231,2025-02-20,27016,4041.82,SHIPPED,2025-02-20T14:14:30.771-07:00
25232,2025-02-20,6787,2705.11,PENDING,2025-02-20T14:14:30.771-07:00
25233,2025-02-20,11921,1767.72,SHIPPED,2025-02-20T14:14:30.771-07:00
25234,2025-02-20,27034,1.03,CANCELLED,2025-02-20T14:14:30.771-07:00
25235,2025-02-20,19181,4145.75,DELIVERED,2025-02-20T14:14:30.771-07:00
25236,2025-02-20,23829,3737.76,PENDING,2025-02-20T14:14:30.771-07:00
25237,2025-02-20,1023,214.92,SHIPPED,2025-02-20T14:14:30.771-07:00
25238,2025-02-20,21025,2845.75,SHIPPED,2025-02-20T14:14:30.771-07:00
25239,2025-02-20,20683,944.25,PENDING,2025-02-20T14:14:30.771-07:00
25240,2025-02-20,3135,3866.56,SHIPPED,2025-02-20T14:14:30.771-07:00
25241,2025-02-20,15347,4272.28,CANCELLED,2025-02-20T14:14:30.771-07:00
25242,2025-02-20,26771,1633.28,SHIPPED,2025-02-20T14:14:30.771-07:00
25243,2025-02-20,18955,4234.2,PENDING,2025-02-20T14:14:30.771-07:00
25244,2025-02-20,18372,2439.86,DELIVERED,2025-02-20T14:14:30.771-07:00
25245,2025-02-20,574,1034.43,CANCELLED,2025-02-20T14:14:30.771-07:00
25246,2025-02-20,16589,278.96,SHIPPED,2025-02-20T14:14:30.771-07:00
25247,2025-02-20,24638,2291.82,PENDING,2025-02-20T14:14:30.771-07:00
25248,2025-02-20,25562,2218.4,CANCELLED,2025-02-20T14:14:30.771-07:00
25249,2025-02-20,27837,4567.31,DELIVERED,2025-02-20T14:14:30.771-07:00
25250,2025-02-20,23087,1743.97,SHIPPED,2025-02-20T14:14:30.771-07:00
25251,2025-02-20,7690,3450.12,CANCELLED,2025-02-20T14:14:30.771-07:00
25252,2025-02-20,26733,2914.87,SHIPPED,2025-02-20T14:14:30.771-07:00
25253,2025-02-20,17723,1414.17,PENDING,2025-02-20T14:14:30.771-07:00
25254,2025-02-20,2479,98.22,PENDING,2025-02-20T14:14:30.771-07:00
25255,2025-02-20,6849,2734.97,PENDING,2025-02-20T14:14:30.771-07:00
25256,2025-02-20,9582,1396.65,PENDING,2025-02-20T14:14:30.771-07:00
25257,2025-02-20,8885,3554.33,PENDING,2025-02-20T14:14:30.771-07:00
25258,2025-02-20,20947,3224.58,SHIPPED,2025-02-20T14:14:30.771-07:00
25259,2025-02-20,15215,4789.93,SHIPPED,2025-02-20T14:14:30.771-07:00
25260,2025-02-20,21556,2652.54,PENDING,2025-02-20T14:14:30.771-07:00
25261,2025-02-20,27271,237.82,PENDING,2025-02-20T14:14:30.771-07:00
25262,2025-02-20,1792,3802.71,CANCELLED,2025-02-20T14:14:30.771-07:00
25263,2025-02-20,17158,3011.89,SHIPPED,2025-02-20T14:14:30.771-07:00
25264,2025-02-20,2005,373.49,DELIVERED,2025-02-20T14:14:30.771-07:00
25265,2025-02-20,23452,3820.66,DELIVERED,2025-02-20T14:14:30.771-07:00
25266,2025-02-20,12667,4004.29,PENDING,2025-02-20T14:14:30.771-07:00
25267,2025-02-20,27678,2500.95,DELIVERED,2025-02-20T14:14:30.771-07:00
25268,2025-02-20,4956,4554.71,PENDING,2025-02-20T14:14:30.771-07:00
25269,2025-02-20,27155,3339.18,DELIVERED,2025-02-20T14:14:30.771-07:00
25270,2025-02-20,25286,2663.86,DELIVERED,2025-02-20T14:14:30.771-07:00
25271,2025-02-20,22377,3958.64,CANCELLED,2025-02-20T14:14:30.771-07:00
25272,2025-02-20,7317,2367.77,PENDING,2025-02-20T14:14:30.771-07:00
25273,2025-02-20,10585,336.69,PENDING,2025-02-20T14:14:30.771-07:00
25274,2025-02-20,25809,4363.83,CANCELLED,2025-02-20T14:14:30.771-07:00
25275,2025-02-20,1988,4601.44,PENDING,2025-02-20T14:14:30.771-07:00
25276,2025-02-20,29494,1726.19,SHIPPED,2025-02-20T14:14:30.771-07:00
25277,2025-02-20,2294,1740.64,CANCELLED,2025-02-20T14:14:30.771-07:00
25278,2025-02-20,25425,4308.34,CANCELLED,2025-02-20T14:14:30.771-07:00
25279,2025-02-20,10044,2083.65,SHIPPED,2025-02-20T14:14:30.771-07:00
25280,2025-02-20,3724,3295.33,SHIPPED,2025-02-20T14:14:30.771-07:00
25281,2025-02-20,8965,877.24,DELIVERED,2025-02-20T14:14:30.771-07:00
25282,2025-02-20,11409,2921.53,SHIPPED,2025-02-20T14:14:30.771-07:00
25283,2025-02-20,14318,4544.73,DELIVERED,2025-02-20T14:14:30.771-07:00
25284,2025-02-20,25167,3636.33,DELIVERED,2025-02-20T14:14:30.771-07:00
25285,2025-02-20,16961,4179.7,PENDING,2025-02-20T14:14:30.771-07:00
25286,2025-02-20,15001,1218.19,PENDING,2025-02-20T14:14:30.771-07:00
25287,2025-02-20,7002,2307.3,PENDING,2025-02-20T14:14:30.771-07:00
25288,2025-02-20,17032,4713.86,SHIPPED,2025-02-20T14:14:30.771-07:00
25289,2025-02-20,8258,4598.1,CANCELLED,2025-02-20T14:14:30.771-07:00
25290,2025-02-20,17223,159.62,SHIPPED,2025-02-20T14:14:30.771-07:00
25291,2025-02-20,588,654.09,DELIVERED,2025-02-20T14:14:30.771-07:00
25292,2025-02-20,28522,572.16,DELIVERED,2025-02-20T14:14:30.771-07:00
25293,2025-02-20,6841,504.62,CANCELLED,2025-02-20T14:14:30.771-07:00
25294,2025-02-20,7095,1338.96,PENDING,2025-02-20T14:14:30.771-07:00
25295,2025-02-20,7938,2513.0,CANCELLED,2025-02-20T14:14:30.771-07:00
25296,2025-02-20,27879,3756.95,CANCELLED,2025-02-20T14:14:30.771-07:00
25297,2025-02-20,10954,1327.08,DELIVERED,2025-02-20T14:14:30.771-07:00
25298,2025-02-20,12294,3547.0,SHIPPED,2025-02-20T14:14:30.771-07:00
25299,2025-02-20,16788,2102.58,CANCELLED,2025-02-20T14:14:30.771-07:00
25300,2025-02-20,18008,2462.48,SHIPPED,2025-02-20T14:14:30.771-07:00
25301,2025-02-20,410,815.41,SHIPPED,2025-02-20T14:14:30.771-07:00
25302,2025-02-20,22669,1790.66,CANCELLED,2025-02-20T14:14:30.771-07:00
25303,2025-02-20,13265,3279.96,SHIPPED,2025-02-20T14:14:30.771-07:00
25304,2025-02-20,8001,2388.56,PENDING,2025-02-20T14:14:30.771-07:00
25305,2025-02-20,23463,3765.94,SHIPPED,2025-02-20T14:14:30.771-07:00
25306,2025-02-20,13333,71.74,SHIPPED,2025-02-20T14:14:30.771-07:00
25307,2025-02-20,4543,2487.46,PENDING,2025-02-20T14:14:30.771-07:00
25308,2025-02-20,23381,2431.21,CANCELLED,2025-02-20T14:14:30.771-07:00
25309,2025-02-20,5433,3812.6,PENDING,2025-02-20T14:14:30.771-07:00
25310,2025-02-20,178,1713.98,SHIPPED,2025-02-20T14:14:30.771-07:00
25311,2025-02-20,5524,1787.61,DELIVERED,2025-02-20T14:14:30.771-07:00
25312,2025-02-20,7701,3983.87,DELIVERED,2025-02-20T14:14:30.771-07:00
25313,2025-02-20,29817,2451.72,CANCELLED,2025-02-20T14:14:30.771-07:00
25314,2025-02-20,28964,232.0,PENDING,2025-02-20T14:14:30.771-07:00
25315,2025-02-20,6485,3129.2,SHIPPED,2025-02-20T14:14:30.771-07:00
25316,2025-02-20,5853,3425.99,DELIVERED,2025-02-20T14:14:30.771-07:00
25317,2025-02-20,20077,1909.33,DELIVERED,2025-02-20T14:14:30.771-07:00
25318,2025-02-20,16008,4298.67,SHIPPED,2025-02-20T14:14:30.771-07:00
25319,2025-02-20,9189,222.81,SHIPPED,2025-02-20T14:14:30.771-07:00
25320,2025-02-20,10987,3853.71,DELIVERED,2025-02-20T14:14:30.771-07:00
25321,2025-02-20,7361,4603.87,DELIVERED,2025-02-20T14:14:30.771-07:00
25322,2025-02-20,14612,2184.41,PENDING,2025-02-20T14:14:30.771-07:00
