order_id,order_date,customer_id,total_amount,order_status,timestamp
30028,2025-02-26,15005,2873.14,DELIVERED,2025-02-26T10:18:49.019-07:00
30029,2025-02-26,3344,1400.08,SHIPPED,2025-02-26T10:18:49.019-07:00
30030,2025-02-26,31577,3903.45,PENDING,2025-02-26T10:18:49.019-07:00
30031,2025-02-26,10322,1040.23,SHIPPED,2025-02-26T10:18:49.019-07:00
30032,2025-02-26,21523,4130.56,CANCELLED,2025-02-26T10:18:49.019-07:00
30033,2025-02-26,13289,3421.37,SHIPPED,2025-02-26T10:18:49.019-07:00
30034,2025-02-26,4768,4105.22,CANCELLED,2025-02-26T10:18:49.019-07:00
30035,2025-02-26,3780,3046.49,PENDING,2025-02-26T10:18:49.019-07:00
30036,2025-02-26,5921,4528.8,DELIVERED,2025-02-26T10:18:49.019-07:00
30037,2025-02-26,22677,4471.95,CANCELLED,2025-02-26T10:18:49.019-07:00
30038,2025-02-26,23662,2781.97,SHIPPED,2025-02-26T10:18:49.019-07:00
30039,2025-02-26,25888,3400.76,PENDING,2025-02-26T10:18:49.019-07:00
30040,2025-02-26,7305,659.63,DELIVERED,2025-02-26T10:18:49.019-07:00
30041,2025-02-26,34843,2706.28,CANCELLED,2025-02-26T10:18:49.019-07:00
30042,2025-02-26,5271,2129.82,SHIPPED,2025-02-26T10:18:49.019-07:00
30043,2025-02-26,12244,422.71,DELIVERED,2025-02-26T10:18:49.019-07:00
30044,2025-02-26,17436,265.96,PENDING,2025-02-26T10:18:49.019-07:00
30045,2025-02-26,8043,3.58,CANCELLED,2025-02-26T10:18:49.019-07:00
30046,2025-02-26,32584,397.3,CANCELLED,2025-02-26T10:18:49.019-07:00
30047,2025-02-26,20806,1881.96,SHIPPED,2025-02-26T10:18:49.019-07:00
30048,2025-02-26,916,447.79,PENDING,2025-02-26T10:18:49.019-07:00
30049,2025-02-26,6331,100.15,SHIPPED,2025-02-26T10:18:49.019-07:00
30050,2025-02-26,28024,4192.08,DELIVERED,2025-02-26T10:18:49.019-07:00
30051,2025-02-26,8866,477.58,SHIPPED,2025-02-26T10:18:49.019-07:00
30052,2025-02-26,2324,929.54,SHIPPED,2025-02-26T10:18:49.019-07:00
30053,2025-02-26,30355,1720.92,PENDING,2025-02-26T10:18:49.019-07:00
30054,2025-02-26,12647,1099.51,PENDING,2025-02-26T10:18:49.019-07:00
30055,2025-02-26,5554,2499.02,PENDING,2025-02-26T10:18:49.019-07:00
30056,2025-02-26,12018,745.1,DELIVERED,2025-02-26T10:18:49.019-07:00
30057,2025-02-26,9641,4172.24,CANCELLED,2025-02-26T10:18:49.019-07:00
30058,2025-02-26,6817,1302.37,DELIVERED,2025-02-26T10:18:49.019-07:00
30059,2025-02-26,5901,1336.84,PENDING,2025-02-26T10:18:49.019-07:00
30060,2025-02-26,25310,8.2,SHIPPED,2025-02-26T10:18:49.019-07:00
30061,2025-02-26,26275,3766.53,DELIVERED,2025-02-26T10:18:49.019-07:00
30062,2025-02-26,4908,3228.32,SHIPPED,2025-02-26T10:18:49.019-07:00
30063,2025-02-26,10583,999.64,SHIPPED,2025-02-26T10:18:49.019-07:00
30064,2025-02-26,31911,76.97,CANCELLED,2025-02-26T10:18:49.019-07:00
30065,2025-02-26,15626,373.7,CANCELLED,2025-02-26T10:18:49.019-07:00
30066,2025-02-26,31302,966.8,SHIPPED,2025-02-26T10:18:49.019-07:00
30067,2025-02-26,6424,4447.77,DELIVERED,2025-02-26T10:18:49.019-07:00
30068,2025-02-26,26710,1467.94,DELIVERED,2025-02-26T10:18:49.019-07:00
30069,2025-02-26,11829,3549.13,PENDING,2025-02-26T10:18:49.019-07:00
30070,2025-02-26,571,2120.9,CANCELLED,2025-02-26T10:18:49.019-07:00
30071,2025-02-26,20003,3712.82,CANCELLED,2025-02-26T10:18:49.019-07:00
30072,2025-02-26,13793,764.62,CANCELLED,2025-02-26T10:18:49.019-07:00
30073,2025-02-26,571,1966.96,DELIVERED,2025-02-26T10:18:49.019-07:00
30074,2025-02-26,1714,4133.33,CANCELLED,2025-02-26T10:18:49.019-07:00
30075,2025-02-26,25624,4602.02,CANCELLED,2025-02-26T10:18:49.019-07:00
30076,2025-02-26,30063,307.96,CANCELLED,2025-02-26T10:18:49.019-07:00
30077,2025-02-26,30744,468.49,PENDING,2025-02-26T10:18:49.019-07:00
30078,2025-02-26,9899,771.31,DELIVERED,2025-02-26T10:18:49.019-07:00
30079,2025-02-26,18822,4946.25,CANCELLED,2025-02-26T10:18:49.019-07:00
30080,2025-02-26,28878,1087.84,DELIVERED,2025-02-26T10:18:49.019-07:00
30081,2025-02-26,7209,3849.78,DELIVERED,2025-02-26T10:18:49.019-07:00
30082,2025-02-26,16351,84.55,DELIVERED,2025-02-26T10:18:49.019-07:00
30083,2025-02-26,32057,4705.53,CANCELLED,2025-02-26T10:18:49.019-07:00
30084,2025-02-26,234,1991.14,SHIPPED,2025-02-26T10:18:49.019-07:00
30085,2025-02-26,19351,183.8,CANCELLED,2025-02-26T10:18:49.019-07:00
30086,2025-02-26,18224,310.74,PENDING,2025-02-26T10:18:49.019-07:00
30087,2025-02-26,33035,1791.04,SHIPPED,2025-02-26T10:18:49.019-07:00
30088,2025-02-26,31161,4864.1,DELIVERED,2025-02-26T10:18:49.019-07:00
30089,2025-02-26,29624,3464.05,PENDING,2025-02-26T10:18:49.019-07:00
30090,2025-02-26,24709,1775.41,SHIPPED,2025-02-26T10:18:49.019-07:00
30091,2025-02-26,23305,4803.34,CANCELLED,2025-02-26T10:18:49.019-07:00
30092,2025-02-26,23517,3359.34,DELIVERED,2025-02-26T10:18:49.019-07:00
30093,2025-02-26,23342,284.4,CANCELLED,2025-02-26T10:18:49.019-07:00
30094,2025-02-26,21488,3113.63,SHIPPED,2025-02-26T10:18:49.019-07:00
30095,2025-02-26,3334,2369.58,DELIVERED,2025-02-26T10:18:49.019-07:00
30096,2025-02-26,16762,3667.02,CANCELLED,2025-02-26T10:18:49.019-07:00
30097,2025-02-26,22851,3348.41,CANCELLED,2025-02-26T10:18:49.019-07:00
30098,2025-02-26,10188,497.36,CANCELLED,2025-02-26T10:18:49.019-07:00
30099,2025-02-26,10894,2363.22,PENDING,2025-02-26T10:18:49.019-07:00
30100,2025-02-26,12395,2012.99,DELIVERED,2025-02-26T10:18:49.019-07:00
30101,2025-02-26,20477,1647.76,CANCELLED,2025-02-26T10:18:49.019-07:00
30102,2025-02-26,22018,1840.96,DELIVERED,2025-02-26T10:18:49.019-07:00
30103,2025-02-26,26395,4636.85,CANCELLED,2025-02-26T10:18:49.019-07:00
30104,2025-02-26,3634,3815.8,DELIVERED,2025-02-26T10:18:49.019-07:00
30105,2025-02-26,3213,2499.62,CANCELLED,2025-02-26T10:18:49.019-07:00
30106,2025-02-26,33849,18.03,CANCELLED,2025-02-26T10:18:49.019-07:00
30107,2025-02-26,32688,1701.29,SHIPPED,2025-02-26T10:18:49.019-07:00
30108,2025-02-26,15612,3748.11,CANCELLED,2025-02-26T10:18:49.019-07:00
30109,2025-02-26,28037,2205.62,CANCELLED,2025-02-26T10:18:49.019-07:00
30110,2025-02-26,26342,590.93,DELIVERED,2025-02-26T10:18:49.019-07:00
30111,2025-02-26,213,2075.43,PENDING,2025-02-26T10:18:49.019-07:00
30112,2025-02-26,8339,2904.43,DELIVERED,2025-02-26T10:18:49.019-07:00
30113,2025-02-26,25296,3691.43,DELIVERED,2025-02-26T10:18:49.019-07:00
30114,2025-02-26,20655,3718.65,CANCELLED,2025-02-26T10:18:49.019-07:00
30115,2025-02-26,22905,2959.76,PENDING,2025-02-26T10:18:49.019-07:00
30116,2025-02-26,24318,299.19,PENDING,2025-02-26T10:18:49.019-07:00
30117,2025-02-26,8555,2787.93,PENDING,2025-02-26T10:18:49.019-07:00
30118,2025-02-26,30318,1513.36,DELIVERED,2025-02-26T10:18:49.019-07:00
30119,2025-02-26,24349,1097.04,SHIPPED,2025-02-26T10:18:49.019-07:00
30120,2025-02-26,21977,1066.65,SHIPPED,2025-02-26T10:18:49.019-07:00
30121,2025-02-26,2311,3101.65,PENDING,2025-02-26T10:18:49.019-07:00
30122,2025-02-26,25082,3879.03,PENDING,2025-02-26T10:18:49.019-07:00
30123,2025-02-26,28434,146.45,DELIVERED,2025-02-26T10:18:49.019-07:00
30124,2025-02-26,33610,1651.65,PENDING,2025-02-26T10:18:49.019-07:00
30125,2025-02-26,25010,2916.44,PENDING,2025-02-26T10:18:49.019-07:00
30126,2025-02-26,28277,2982.95,CANCELLED,2025-02-26T10:18:49.019-07:00
30127,2025-02-26,1304,2220.88,CANCELLED,2025-02-26T10:18:49.019-07:00
30128,2025-02-26,9086,4225.48,CANCELLED,2025-02-26T10:18:49.019-07:00
30129,2025-02-26,33412,4519.27,SHIPPED,2025-02-26T10:18:49.019-07:00
30130,2025-02-26,16777,626.88,SHIPPED,2025-02-26T10:18:49.019-07:00
30131,2025-02-26,11235,1038.45,DELIVERED,2025-02-26T10:18:49.019-07:00
30132,2025-02-26,2629,4319.91,PENDING,2025-02-26T10:18:49.019-07:00
30133,2025-02-26,26154,1488.38,DELIVERED,2025-02-26T10:18:49.019-07:00
30134,2025-02-26,21452,3787.71,DELIVERED,2025-02-26T10:18:49.019-07:00
30135,2025-02-26,16480,4690.76,PENDING,2025-02-26T10:18:49.019-07:00
30136,2025-02-26,14806,2787.72,PENDING,2025-02-26T10:18:49.019-07:00
30137,2025-02-26,4946,466.46,DELIVERED,2025-02-26T10:18:49.019-07:00
30138,2025-02-26,8676,2519.18,CANCELLED,2025-02-26T10:18:49.019-07:00
30139,2025-02-26,30348,4715.15,PENDING,2025-02-26T10:18:49.019-07:00
30140,2025-02-26,9854,683.09,CANCELLED,2025-02-26T10:18:49.019-07:00
30141,2025-02-26,23071,1058.57,SHIPPED,2025-02-26T10:18:49.019-07:00
30142,2025-02-26,33197,3975.04,PENDING,2025-02-26T10:18:49.019-07:00
30143,2025-02-26,3358,3006.78,DELIVERED,2025-02-26T10:18:49.019-07:00
30144,2025-02-26,19525,1463.28,SHIPPED,2025-02-26T10:18:49.019-07:00
30145,2025-02-26,7130,1940.72,SHIPPED,2025-02-26T10:18:49.019-07:00
30146,2025-02-26,24556,4577.95,SHIPPED,2025-02-26T10:18:49.019-07:00
30147,2025-02-26,19123,1754.09,CANCELLED,2025-02-26T10:18:49.019-07:00
30148,2025-02-26,18254,2015.64,PENDING,2025-02-26T10:18:49.019-07:00
30149,2025-02-26,31755,3517.43,DELIVERED,2025-02-26T10:18:49.019-07:00
30150,2025-02-26,11112,3676.44,PENDING,2025-02-26T10:18:49.019-07:00
30151,2025-02-26,3631,4083.08,DELIVERED,2025-02-26T10:18:49.019-07:00
30152,2025-02-26,6818,1539.65,SHIPPED,2025-02-26T10:18:49.019-07:00
30153,2025-02-26,33198,523.99,PENDING,2025-02-26T10:18:49.019-07:00
30154,2025-02-26,32690,861.73,PENDING,2025-02-26T10:18:49.019-07:00
30155,2025-02-26,12573,4886.46,DELIVERED,2025-02-26T10:18:49.019-07:00
30156,2025-02-26,15925,4672.71,DELIVERED,2025-02-26T10:18:49.019-07:00
30157,2025-02-26,1589,2332.77,SHIPPED,2025-02-26T10:18:49.019-07:00
30158,2025-02-26,15540,2614.6,SHIPPED,2025-02-26T10:18:49.019-07:00
30159,2025-02-26,22,168.48,SHIPPED,2025-02-26T10:18:49.019-07:00
30160,2025-02-26,25178,3135.1,SHIPPED,2025-02-26T10:18:49.019-07:00
30161,2025-02-26,28918,3955.58,PENDING,2025-02-26T10:18:49.019-07:00
30162,2025-02-26,18051,1661.21,DELIVERED,2025-02-26T10:18:49.019-07:00
30163,2025-02-26,14321,2536.54,DELIVERED,2025-02-26T10:18:49.019-07:00
30164,2025-02-26,26391,4986.46,SHIPPED,2025-02-26T10:18:49.019-07:00
30165,2025-02-26,8443,2415.51,DELIVERED,2025-02-26T10:18:49.019-07:00
30166,2025-02-26,2233,470.99,DELIVERED,2025-02-26T10:18:49.019-07:00
30167,2025-02-26,33775,2550.5,SHIPPED,2025-02-26T10:18:49.019-07:00
30168,2025-02-26,32132,351.74,PENDING,2025-02-26T10:18:49.019-07:00
30169,2025-02-26,17060,1961.53,SHIPPED,2025-02-26T10:18:49.019-07:00
30170,2025-02-26,2778,4363.86,SHIPPED,2025-02-26T10:18:49.019-07:00
30171,2025-02-26,27396,2914.11,PENDING,2025-02-26T10:18:49.019-07:00
30172,2025-02-26,23202,3680.43,PENDING,2025-02-26T10:18:49.019-07:00
30173,2025-02-26,32363,782.51,DELIVERED,2025-02-26T10:18:49.019-07:00
30174,2025-02-26,18926,1982.65,PENDING,2025-02-26T10:18:49.019-07:00
30175,2025-02-26,5012,2104.69,CANCELLED,2025-02-26T10:18:49.019-07:00
30176,2025-02-26,5753,448.59,PENDING,2025-02-26T10:18:49.019-07:00
30177,2025-02-26,14424,4666.06,DELIVERED,2025-02-26T10:18:49.019-07:00
30178,2025-02-26,14131,1061.15,CANCELLED,2025-02-26T10:18:49.019-07:00
30179,2025-02-26,3951,3363.04,DELIVERED,2025-02-26T10:18:49.019-07:00
30180,2025-02-26,21181,1025.77,DELIVERED,2025-02-26T10:18:49.019-07:00
30181,2025-02-26,12424,1410.61,PENDING,2025-02-26T10:18:49.019-07:00
30182,2025-02-26,28243,4974.47,CANCELLED,2025-02-26T10:18:49.019-07:00
30183,2025-02-26,18326,2953.81,SHIPPED,2025-02-26T10:18:49.019-07:00
30184,2025-02-26,18407,4348.34,DELIVERED,2025-02-26T10:18:49.019-07:00
30185,2025-02-26,16469,1515.6,SHIPPED,2025-02-26T10:18:49.019-07:00
30186,2025-02-26,1813,1952.55,CANCELLED,2025-02-26T10:18:49.019-07:00
30187,2025-02-26,5767,1898.37,DELIVERED,2025-02-26T10:18:49.019-07:00
30188,2025-02-26,16768,3455.07,PENDING,2025-02-26T10:18:49.019-07:00
30189,2025-02-26,29220,3438.29,CANCELLED,2025-02-26T10:18:49.019-07:00
30190,2025-02-26,6437,2346.32,SHIPPED,2025-02-26T10:18:49.019-07:00
30191,2025-02-26,14339,448.67,DELIVERED,2025-02-26T10:18:49.019-07:00
30192,2025-02-26,11233,3929.23,PENDING,2025-02-26T10:18:49.019-07:00
30193,2025-02-26,25370,2163.39,CANCELLED,2025-02-26T10:18:49.019-07:00
30194,2025-02-26,18730,585.1,PENDING,2025-02-26T10:18:49.019-07:00
30195,2025-02-26,2494,3520.71,PENDING,2025-02-26T10:18:49.019-07:00
30196,2025-02-26,11629,4167.55,DELIVERED,2025-02-26T10:18:49.019-07:00
30197,2025-02-26,22023,3474.36,PENDING,2025-02-26T10:18:49.019-07:00
30198,2025-02-26,620,948.75,PENDING,2025-02-26T10:18:49.019-07:00
30199,2025-02-26,25426,1725.3,DELIVERED,2025-02-26T10:18:49.019-07:00
30200,2025-02-26,34670,1769.52,CANCELLED,2025-02-26T10:18:49.019-07:00
30201,2025-02-26,3623,3556.46,PENDING,2025-02-26T10:18:49.019-07:00
30202,2025-02-26,3639,4731.17,PENDING,2025-02-26T10:18:49.019-07:00
30203,2025-02-26,10824,3685.63,CANCELLED,2025-02-26T10:18:49.019-07:00
30204,2025-02-26,25063,2403.9,SHIPPED,2025-02-26T10:18:49.019-07:00
30205,2025-02-26,10546,4717.8,CANCELLED,2025-02-26T10:18:49.019-07:00
30206,2025-02-26,33482,1504.54,DELIVERED,2025-02-26T10:18:49.019-07:00
30207,2025-02-26,26771,3199.46,SHIPPED,2025-02-26T10:18:49.019-07:00
30208,2025-02-26,27958,1275.55,SHIPPED,2025-02-26T10:18:49.019-07:00
30209,2025-02-26,5090,1643.24,SHIPPED,2025-02-26T10:18:49.019-07:00
30210,2025-02-26,13122,330.13,DELIVERED,2025-02-26T10:18:49.019-07:00
30211,2025-02-26,13644,1285.53,PENDING,2025-02-26T10:18:49.019-07:00
30212,2025-02-26,6016,4644.47,PENDING,2025-02-26T10:18:49.019-07:00
30213,2025-02-26,20581,4907.15,CANCELLED,2025-02-26T10:18:49.019-07:00
30214,2025-02-26,23599,3814.89,CANCELLED,2025-02-26T10:18:49.019-07:00
30215,2025-02-26,23711,47.62,PENDING,2025-02-26T10:18:49.019-07:00
30216,2025-02-26,8701,3633.05,PENDING,2025-02-26T10:18:49.019-07:00
30217,2025-02-26,867,3391.57,DELIVERED,2025-02-26T10:18:49.019-07:00
30218,2025-02-26,22107,214.16,PENDING,2025-02-26T10:18:49.019-07:00
30219,2025-02-26,882,738.26,PENDING,2025-02-26T10:18:49.019-07:00
30220,2025-02-26,3698,627.76,PENDING,2025-02-26T10:18:49.019-07:00
30221,2025-02-26,2950,1080.83,PENDING,2025-02-26T10:18:49.019-07:00
30222,2025-02-26,22902,1817.17,CANCELLED,2025-02-26T10:18:49.019-07:00
30223,2025-02-26,24111,1933.69,PENDING,2025-02-26T10:18:49.019-07:00
30224,2025-02-26,5297,275.26,PENDING,2025-02-26T10:18:49.019-07:00
30225,2025-02-26,19938,3419.68,PENDING,2025-02-26T10:18:49.019-07:00
30226,2025-02-26,700,268.05,PENDING,2025-02-26T10:18:49.019-07:00
30227,2025-02-26,21895,205.94,PENDING,2025-02-26T10:18:49.019-07:00
30228,2025-02-26,10054,4470.63,SHIPPED,2025-02-26T10:18:49.019-07:00
30229,2025-02-26,12305,4552.67,DELIVERED,2025-02-26T10:18:49.019-07:00
30230,2025-02-26,31574,2880.05,PENDING,2025-02-26T10:18:49.019-07:00
30231,2025-02-26,7394,4747.16,DELIVERED,2025-02-26T10:18:49.019-07:00
30232,2025-02-26,34246,4842.28,SHIPPED,2025-02-26T10:18:49.019-07:00
30233,2025-02-26,2429,3907.51,PENDING,2025-02-26T10:18:49.019-07:00
30234,2025-02-26,26908,4097.37,DELIVERED,2025-02-26T10:18:49.019-07:00
30235,2025-02-26,1396,4633.9,PENDING,2025-02-26T10:18:49.019-07:00
30236,2025-02-26,2196,450.43,DELIVERED,2025-02-26T10:18:49.019-07:00
30237,2025-02-26,9447,2018.6,SHIPPED,2025-02-26T10:18:49.019-07:00
30238,2025-02-26,10400,2439.45,DELIVERED,2025-02-26T10:18:49.019-07:00
30239,2025-02-26,18534,798.02,CANCELLED,2025-02-26T10:18:49.019-07:00
30240,2025-02-26,27353,1861.77,SHIPPED,2025-02-26T10:18:49.019-07:00
30241,2025-02-26,6207,3941.27,CANCELLED,2025-02-26T10:18:49.019-07:00
30242,2025-02-26,26306,3873.08,PENDING,2025-02-26T10:18:49.019-07:00
30243,2025-02-26,25740,799.25,CANCELLED,2025-02-26T10:18:49.019-07:00
30244,2025-02-26,21126,2546.42,DELIVERED,2025-02-26T10:18:49.019-07:00
30245,2025-02-26,34805,4730.13,PENDING,2025-02-26T10:18:49.019-07:00
30246,2025-02-26,33672,3537.35,DELIVERED,2025-02-26T10:18:49.019-07:00
30247,2025-02-26,13838,1828.49,PENDING,2025-02-26T10:18:49.019-07:00
30248,2025-02-26,10618,906.43,PENDING,2025-02-26T10:18:49.019-07:00
30249,2025-02-26,21453,3396.52,PENDING,2025-02-26T10:18:49.019-07:00
30250,2025-02-26,701,2770.32,SHIPPED,2025-02-26T10:18:49.019-07:00
30251,2025-02-26,4360,2375.81,DELIVERED,2025-02-26T10:18:49.019-07:00
30252,2025-02-26,28070,2551.83,CANCELLED,2025-02-26T10:18:49.019-07:00
30253,2025-02-26,31266,2548.97,SHIPPED,2025-02-26T10:18:49.019-07:00
30254,2025-02-26,11149,4167.3,PENDING,2025-02-26T10:18:49.019-07:00
30255,2025-02-26,23797,3671.46,SHIPPED,2025-02-26T10:18:49.019-07:00
30256,2025-02-26,21544,1625.64,DELIVERED,2025-02-26T10:18:49.019-07:00
30257,2025-02-26,22354,3367.8,SHIPPED,2025-02-26T10:18:49.019-07:00
30258,2025-02-26,27709,2351.42,CANCELLED,2025-02-26T10:18:49.019-07:00
30259,2025-02-26,7360,1445.78,PENDING,2025-02-26T10:18:49.019-07:00
30260,2025-02-26,27876,87.91,PENDING,2025-02-26T10:18:49.019-07:00
30261,2025-02-26,20946,416.35,CANCELLED,2025-02-26T10:18:49.019-07:00
30262,2025-02-26,3140,3666.41,PENDING,2025-02-26T10:18:49.019-07:00
30263,2025-02-26,17134,3116.89,DELIVERED,2025-02-26T10:18:49.019-07:00
30264,2025-02-26,25114,1105.42,DELIVERED,2025-02-26T10:18:49.019-07:00
30265,2025-02-26,7214,2097.69,CANCELLED,2025-02-26T10:18:49.019-07:00
30266,2025-02-26,5175,2615.53,CANCELLED,2025-02-26T10:18:49.019-07:00
30267,2025-02-26,15147,1741.79,SHIPPED,2025-02-26T10:18:49.019-07:00
30268,2025-02-26,31571,4454.73,SHIPPED,2025-02-26T10:18:49.019-07:00
30269,2025-02-26,21464,3445.57,DELIVERED,2025-02-26T10:18:49.019-07:00
30270,2025-02-26,7633,2843.87,CANCELLED,2025-02-26T10:18:49.019-07:00
30271,2025-02-26,33840,725.49,CANCELLED,2025-02-26T10:18:49.019-07:00
30272,2025-02-26,4776,3448.31,CANCELLED,2025-02-26T10:18:49.019-07:00
30273,2025-02-26,14631,287.11,DELIVERED,2025-02-26T10:18:49.019-07:00
30274,2025-02-26,28450,1272.57,PENDING,2025-02-26T10:18:49.019-07:00
30275,2025-02-26,21854,2736.52,CANCELLED,2025-02-26T10:18:49.019-07:00
30276,2025-02-26,19295,4491.84,SHIPPED,2025-02-26T10:18:49.019-07:00
30277,2025-02-26,28130,1163.38,PENDING,2025-02-26T10:18:49.019-07:00
30278,2025-02-26,12675,1101.49,DELIVERED,2025-02-26T10:18:49.019-07:00
30279,2025-02-26,23118,3157.74,DELIVERED,2025-02-26T10:18:49.019-07:00
30280,2025-02-26,22476,2484.94,DELIVERED,2025-02-26T10:18:49.019-07:00
30281,2025-02-26,14791,1480.16,SHIPPED,2025-02-26T10:18:49.019-07:00
30282,2025-02-26,9020,144.22,CANCELLED,2025-02-26T10:18:49.019-07:00
30283,2025-02-26,18773,1339.49,PENDING,2025-02-26T10:18:49.019-07:00
30284,2025-02-26,18517,2025.3,CANCELLED,2025-02-26T10:18:49.019-07:00
30285,2025-02-26,7109,3347.12,CANCELLED,2025-02-26T10:18:49.019-07:00
30286,2025-02-26,31118,110.01,CANCELLED,2025-02-26T10:18:49.019-07:00
30287,2025-02-26,24555,4389.55,CANCELLED,2025-02-26T10:18:49.019-07:00
30288,2025-02-26,34435,2109.46,PENDING,2025-02-26T10:18:49.019-07:00
30289,2025-02-26,34475,2725.42,SHIPPED,2025-02-26T10:18:49.019-07:00
30290,2025-02-26,34039,61.41,DELIVERED,2025-02-26T10:18:49.019-07:00
30291,2025-02-26,13471,416.56,SHIPPED,2025-02-26T10:18:49.019-07:00
30292,2025-02-26,1684,1762.28,SHIPPED,2025-02-26T10:18:49.019-07:00
30293,2025-02-26,2102,2501.91,DELIVERED,2025-02-26T10:18:49.019-07:00
30294,2025-02-26,26814,1649.64,DELIVERED,2025-02-26T10:18:49.019-07:00
30295,2025-02-26,24620,909.96,SHIPPED,2025-02-26T10:18:49.019-07:00
30296,2025-02-26,856,3253.28,PENDING,2025-02-26T10:18:49.019-07:00
30297,2025-02-26,21967,3460.92,CANCELLED,2025-02-26T10:18:49.019-07:00
30298,2025-02-26,18224,3579.23,DELIVERED,2025-02-26T10:18:49.019-07:00
30299,2025-02-26,1604,2157.33,CANCELLED,2025-02-26T10:18:49.019-07:00
30300,2025-02-26,28188,200.53,PENDING,2025-02-26T10:18:49.019-07:00
30301,2025-02-26,16928,3813.72,PENDING,2025-02-26T10:18:49.019-07:00
30302,2025-02-26,30929,3002.25,SHIPPED,2025-02-26T10:18:49.019-07:00
30303,2025-02-26,2927,4850.45,PENDING,2025-02-26T10:18:49.019-07:00
30304,2025-02-26,26516,2445.9,SHIPPED,2025-02-26T10:18:49.019-07:00
30305,2025-02-26,25142,2208.95,PENDING,2025-02-26T10:18:49.019-07:00
30306,2025-02-26,10993,3269.81,CANCELLED,2025-02-26T10:18:49.019-07:00
30307,2025-02-26,5752,4930.08,DELIVERED,2025-02-26T10:18:49.019-07:00
30308,2025-02-26,3699,4937.5,PENDING,2025-02-26T10:18:49.019-07:00
30309,2025-02-26,29749,3735.42,SHIPPED,2025-02-26T10:18:49.019-07:00
30310,2025-02-26,12728,1508.45,CANCELLED,2025-02-26T10:18:49.019-07:00
30311,2025-02-26,18141,4940.43,SHIPPED,2025-02-26T10:18:49.019-07:00
30312,2025-02-26,7181,4079.12,DELIVERED,2025-02-26T10:18:49.019-07:00
30313,2025-02-26,27606,937.48,DELIVERED,2025-02-26T10:18:49.019-07:00
30314,2025-02-26,22530,3961.76,CANCELLED,2025-02-26T10:18:49.019-07:00
30315,2025-02-26,31023,1988.44,DELIVERED,2025-02-26T10:18:49.019-07:00
30316,2025-02-26,5622,4440.04,CANCELLED,2025-02-26T10:18:49.019-07:00
30317,2025-02-26,3654,1462.82,DELIVERED,2025-02-26T10:18:49.019-07:00
30318,2025-02-26,34191,4333.66,SHIPPED,2025-02-26T10:18:49.019-07:00
30319,2025-02-26,11622,1438.06,PENDING,2025-02-26T10:18:49.019-07:00
30320,2025-02-26,19367,2617.23,DELIVERED,2025-02-26T10:18:49.019-07:00
30321,2025-02-26,22609,1394.17,PENDING,2025-02-26T10:18:49.019-07:00
30322,2025-02-26,15627,597.97,CANCELLED,2025-02-26T10:18:49.019-07:00
