order_item_id,order_id,product_id,quantity,unit_price,timestamp
25053,27901,17532,3,267.19,2025-02-20T14:14:29.818-07:00
25054,6118,20215,8,56.94,2025-02-20T14:14:29.818-07:00
25055,29844,13628,6,254.24,2025-02-20T14:14:29.818-07:00
25056,26272,9236,9,337.27,2025-02-20T14:14:29.818-07:00
25057,11714,7036,3,95.54,2025-02-20T14:14:29.818-07:00
25058,14974,16242,9,390.84,2025-02-20T14:14:29.818-07:00
25059,4146,2773,1,407.42,2025-02-20T14:14:29.818-07:00
25060,1499,28952,5,217.21,2025-02-20T14:14:29.818-07:00
25061,6834,21668,2,361.61,2025-02-20T14:14:29.818-07:00
25062,29942,22004,7,223.91,2025-02-20T14:14:29.818-07:00
25063,1560,8190,2,232.1,2025-02-20T14:14:29.818-07:00
25064,24433,11011,8,318.8,2025-02-20T14:14:29.818-07:00
25065,15921,20782,5,99.54,2025-02-20T14:14:29.818-07:00
25066,23164,10308,8,169.13,2025-02-20T14:14:29.818-07:00
25067,14774,4845,10,258.66,2025-02-20T14:14:29.818-07:00
25068,5164,26978,7,426.94,2025-02-20T14:14:29.818-07:00
25069,24778,8138,3,185.62,2025-02-20T14:14:29.818-07:00
25070,14398,1814,3,55.47,2025-02-20T14:14:29.818-07:00
25071,12002,3291,3,73.79,2025-02-20T14:14:29.818-07:00
25072,16446,11073,8,319.17,2025-02-20T14:14:29.818-07:00
25073,13627,16461,8,61.6,2025-02-20T14:14:29.818-07:00
25074,2712,1146,6,436.12,2025-02-20T14:14:29.818-07:00
25075,1945,4999,2,221.42,2025-02-20T14:14:29.818-07:00
25076,22201,28147,4,388.67,2025-02-20T14:14:29.818-07:00
25077,29601,23625,2,336.95,2025-02-20T14:14:29.818-07:00
25078,8422,24105,3,16.99,2025-02-20T14:14:29.818-07:00
25079,13235,8957,7,465.5,2025-02-20T14:14:29.818-07:00
25080,3446,15707,10,419.64,2025-02-20T14:14:29.818-07:00
25081,2442,1824,8,103.95,2025-02-20T14:14:29.818-07:00
25082,25029,1441,9,242.45,2025-02-20T14:14:29.818-07:00
25083,7858,1638,10,262.54,2025-02-20T14:14:29.818-07:00
25084,14975,1589,10,336.81,2025-02-20T14:14:29.818-07:00
25085,16038,9823,2,179.83,2025-02-20T14:14:29.818-07:00
25086,19947,3615,3,186.41,2025-02-20T14:14:29.818-07:00
25087,14577,4007,8,471.81,2025-02-20T14:14:29.818-07:00
25088,19625,12898,6,276.61,2025-02-20T14:14:29.818-07:00
25089,5031,13743,10,469.76,2025-02-20T14:14:29.818-07:00
25090,4134,3187,4,191.66,2025-02-20T14:14:29.818-07:00
25091,28341,14997,1,352.98,2025-02-20T14:14:29.818-07:00
25092,11150,5740,1,349.34,2025-02-20T14:14:29.818-07:00
25093,8090,17891,2,440.41,2025-02-20T14:14:29.818-07:00
25094,19980,2962,4,239.87,2025-02-20T14:14:29.818-07:00
25095,25129,10323,10,14.6,2025-02-20T14:14:29.818-07:00
25096,25128,23751,4,294.79,2025-02-20T14:14:29.818-07:00
25097,661,5061,4,327.69,2025-02-20T14:14:29.818-07:00
25098,21794,301,3,393.82,2025-02-20T14:14:29.818-07:00
25099,3107,1797,10,20.75,2025-02-20T14:14:29.818-07:00
25100,22250,4790,2,216.69,2025-02-20T14:14:29.818-07:00
25101,26731,3364,3,231.69,2025-02-20T14:14:29.818-07:00
25102,19120,21694,5,33.56,2025-02-20T14:14:29.818-07:00
25103,8938,24408,3,405.73,2025-02-20T14:14:29.818-07:00
25104,9710,9112,3,111.43,2025-02-20T14:14:29.818-07:00
25105,2070,3828,10,420.67,2025-02-20T14:14:29.818-07:00
25106,13394,23083,1,235.65,2025-02-20T14:14:29.818-07:00
25107,3756,5126,6,496.43,2025-02-20T14:14:29.818-07:00
25108,8728,17476,6,278.19,2025-02-20T14:14:29.818-07:00
25109,10077,21692,5,252.79,2025-02-20T14:14:29.818-07:00
25110,12405,18918,7,221.21,2025-02-20T14:14:29.818-07:00
25111,22578,23632,5,473.24,2025-02-20T14:14:29.818-07:00
25112,7698,29081,6,204.51,2025-02-20T14:14:29.818-07:00
25113,8788,16027,8,294.15,2025-02-20T14:14:29.818-07:00
25114,5210,388,8,34.35,2025-02-20T14:14:29.818-07:00
25115,16667,16775,1,450.86,2025-02-20T14:14:29.818-07:00
25116,10849,11926,5,23.96,2025-02-20T14:14:29.818-07:00
25117,3763,26146,1,162.1,2025-02-20T14:14:29.818-07:00
25118,28333,10364,5,298.63,2025-02-20T14:14:29.818-07:00
25119,8335,15897,9,134.73,2025-02-20T14:14:29.818-07:00
25120,13441,22095,7,327.87,2025-02-20T14:14:29.818-07:00
25121,1537,2990,6,314.29,2025-02-20T14:14:29.818-07:00
25122,24698,4028,9,180.14,2025-02-20T14:14:29.818-07:00
25123,17907,28955,4,404.54,2025-02-20T14:14:29.818-07:00
25124,19359,8255,4,387.5,2025-02-20T14:14:29.818-07:00
25125,1684,28222,5,165.32,2025-02-20T14:14:29.818-07:00
25126,28927,25907,2,64.79,2025-02-20T14:14:29.818-07:00
25127,16882,23980,7,426.16,2025-02-20T14:14:29.818-07:00
25128,15181,19156,8,139.29,2025-02-20T14:14:29.818-07:00
25129,22747,7467,1,299.97,2025-02-20T14:14:29.818-07:00
25130,14372,18326,3,118.58,2025-02-20T14:14:29.818-07:00
25131,911,26495,8,88.14,2025-02-20T14:14:29.818-07:00
25132,6168,10290,8,28.48,2025-02-20T14:14:29.818-07:00
25133,22981,24483,1,417.82,2025-02-20T14:14:29.818-07:00
25134,761,27576,6,82.86,2025-02-20T14:14:29.818-07:00
25135,15065,26151,7,466.49,2025-02-20T14:14:29.818-07:00
25136,10726,18970,9,474.69,2025-02-20T14:14:29.818-07:00
25137,29732,4971,6,279.4,2025-02-20T14:14:29.818-07:00
25138,19115,2748,3,330.6,2025-02-20T14:14:29.818-07:00
25139,2065,12177,9,25.11,2025-02-20T14:14:29.818-07:00
25140,14809,10855,4,392.51,2025-02-20T14:14:29.818-07:00
25141,27225,20643,1,288.77,2025-02-20T14:14:29.818-07:00
25142,4264,24234,3,443.77,2025-02-20T14:14:29.818-07:00
25143,25125,21168,9,87.57,2025-02-20T14:14:29.818-07:00
25144,6231,12335,7,8.92,2025-02-20T14:14:29.818-07:00
25145,15953,19088,3,243.71,2025-02-20T14:14:29.818-07:00
25146,29422,14420,4,496.02,2025-02-20T14:14:29.818-07:00
25147,26595,21133,8,230.81,2025-02-20T14:14:29.818-07:00
25148,6535,23355,9,308.83,2025-02-20T14:14:29.818-07:00
25149,16162,2358,2,51.59,2025-02-20T14:14:29.818-07:00
25150,17502,13205,7,300.95,2025-02-20T14:14:29.818-07:00
25151,1671,16036,1,188.09,2025-02-20T14:14:29.818-07:00
25152,12858,17859,7,321.94,2025-02-20T14:14:29.818-07:00
25153,29604,6517,6,448.68,2025-02-20T14:14:29.818-07:00
25154,21913,28946,7,343.16,2025-02-20T14:14:29.818-07:00
25155,18949,28116,4,252.16,2025-02-20T14:14:29.818-07:00
25156,25599,1900,5,276.55,2025-02-20T14:14:29.818-07:00
25157,19946,22672,7,98.34,2025-02-20T14:14:29.818-07:00
25158,25137,3236,8,163.18,2025-02-20T14:14:29.818-07:00
25159,8884,9257,6,41.93,2025-02-20T14:14:29.818-07:00
25160,5048,12199,9,282.87,2025-02-20T14:14:29.818-07:00
25161,18366,29568,8,208.66,2025-02-20T14:14:29.818-07:00
25162,26047,1394,6,102.28,2025-02-20T14:14:29.818-07:00
25163,21220,7316,4,466.56,2025-02-20T14:14:29.818-07:00
25164,19708,4790,10,224.24,2025-02-20T14:14:29.818-07:00
25165,19054,16296,6,459.48,2025-02-20T14:14:29.818-07:00
25166,15150,23182,7,468.97,2025-02-20T14:14:29.818-07:00
25167,4392,28598,9,284.22,2025-02-20T14:14:29.818-07:00
25168,21288,21161,1,80.13,2025-02-20T14:14:29.818-07:00
25169,5565,1980,4,195.94,2025-02-20T14:14:29.818-07:00
25170,28917,5740,7,257.8,2025-02-20T14:14:29.818-07:00
25171,6562,22017,1,110.02,2025-02-20T14:14:29.818-07:00
25172,9665,19643,8,493.09,2025-02-20T14:14:29.818-07:00
25173,18273,5077,8,280.05,2025-02-20T14:14:29.818-07:00
25174,16329,3319,2,360.57,2025-02-20T14:14:29.818-07:00
25175,4925,28573,4,336.86,2025-02-20T14:14:29.818-07:00
25176,26342,13285,8,245.11,2025-02-20T14:14:29.818-07:00
25177,27364,26690,3,41.4,2025-02-20T14:14:29.818-07:00
25178,20218,24110,8,266.93,2025-02-20T14:14:29.818-07:00
25179,14477,6493,4,222.47,2025-02-20T14:14:29.818-07:00
25180,15056,1769,4,102.57,2025-02-20T14:14:29.818-07:00
25181,17822,6493,9,27.56,2025-02-20T14:14:29.818-07:00
25182,11519,2969,9,69.62,2025-02-20T14:14:29.818-07:00
25183,5083,15320,4,132.38,2025-02-20T14:14:29.818-07:00
25184,21525,14007,9,65.5,2025-02-20T14:14:29.818-07:00
25185,345,23511,4,209.98,2025-02-20T14:14:29.818-07:00
25186,5084,20732,7,232.22,2025-02-20T14:14:29.818-07:00
25187,20867,2211,6,381.08,2025-02-20T14:14:29.818-07:00
25188,19818,24723,10,272.67,2025-02-20T14:14:29.818-07:00
25189,24393,18863,4,371.03,2025-02-20T14:14:29.818-07:00
25190,6258,12658,3,171.85,2025-02-20T14:14:29.818-07:00
25191,1413,17006,3,491.03,2025-02-20T14:14:29.818-07:00
25192,25577,6831,1,409.73,2025-02-20T14:14:29.818-07:00
25193,14784,16553,9,410.99,2025-02-20T14:14:29.818-07:00
25194,8535,16161,6,104.22,2025-02-20T14:14:29.818-07:00
25195,21236,690,9,399.48,2025-02-20T14:14:29.818-07:00
25196,17849,8500,8,324.82,2025-02-20T14:14:29.818-07:00
25197,27650,20207,5,488.89,2025-02-20T14:14:29.818-07:00
25198,24182,8692,7,128.62,2025-02-20T14:14:29.818-07:00
25199,19178,93,10,419.4,2025-02-20T14:14:29.818-07:00
25200,18844,3053,2,198.43,2025-02-20T14:14:29.818-07:00
25201,10983,2386,6,55.15,2025-02-20T14:14:29.818-07:00
25202,8799,16918,3,71.17,2025-02-20T14:14:29.818-07:00
25203,9432,2196,3,421.66,2025-02-20T14:14:29.818-07:00
25204,3448,1879,10,338.55,2025-02-20T14:14:29.818-07:00
25205,12839,19925,10,464.43,2025-02-20T14:14:29.818-07:00
25206,29687,23845,10,317.41,2025-02-20T14:14:29.818-07:00
25207,25450,21090,4,281.76,2025-02-20T14:14:29.818-07:00
25208,25313,23463,1,479.02,2025-02-20T14:14:29.818-07:00
25209,23669,3641,8,327.6,2025-02-20T14:14:29.818-07:00
25210,27551,25941,8,410.51,2025-02-20T14:14:29.818-07:00
25211,6113,23331,9,242.33,2025-02-20T14:14:29.818-07:00
25212,27449,6449,8,277.55,2025-02-20T14:14:29.818-07:00
25213,27852,21758,1,111.09,2025-02-20T14:14:29.818-07:00
25214,15114,13417,6,348.38,2025-02-20T14:14:29.818-07:00
25215,8847,29201,6,110.02,2025-02-20T14:14:29.818-07:00
25216,12766,21750,10,487.34,2025-02-20T14:14:29.818-07:00
25217,1678,6717,10,94.27,2025-02-20T14:14:29.818-07:00
25218,6866,25312,6,305.45,2025-02-20T14:14:29.818-07:00
25219,7957,20901,1,184.18,2025-02-20T14:14:29.818-07:00
25220,7195,6236,6,367.92,2025-02-20T14:14:29.818-07:00
25221,10213,12843,2,139.95,2025-02-20T14:14:29.818-07:00
25222,3378,24086,2,202.62,2025-02-20T14:14:29.818-07:00
25223,691,6059,7,465.07,2025-02-20T14:14:29.818-07:00
25224,242,2065,3,399.79,2025-02-20T14:14:29.818-07:00
25225,25948,14315,3,194.03,2025-02-20T14:14:29.818-07:00
25226,14565,25268,9,428.77,2025-02-20T14:14:29.818-07:00
25227,7733,3146,4,168.97,2025-02-20T14:14:29.818-07:00
25228,22376,16902,2,419.03,2025-02-20T14:14:29.818-07:00
25229,21841,22208,8,240.84,2025-02-20T14:14:29.818-07:00
25230,1148,22909,3,398.83,2025-02-20T14:14:29.818-07:00
25231,16236,25240,4,16.0,2025-02-20T14:14:29.818-07:00
25232,4193,1354,4,415.83,2025-02-20T14:14:29.818-07:00
25233,18697,11024,2,449.42,2025-02-20T14:14:29.818-07:00
25234,15114,8013,6,427.11,2025-02-20T14:14:29.818-07:00
25235,14721,20963,4,259.98,2025-02-20T14:14:29.818-07:00
25236,9097,1000,2,181.86,2025-02-20T14:14:29.818-07:00
25237,20261,1120,9,305.94,2025-02-20T14:14:29.818-07:00
25238,26007,28968,2,175.75,2025-02-20T14:14:29.818-07:00
25239,24739,11158,10,321.77,2025-02-20T14:14:29.818-07:00
25240,23398,18744,7,452.84,2025-02-20T14:14:29.818-07:00
25241,2706,13793,4,436.16,2025-02-20T14:14:29.818-07:00
25242,27525,6385,8,98.09,2025-02-20T14:14:29.818-07:00
25243,15873,5650,3,6.24,2025-02-20T14:14:29.818-07:00
25244,9895,442,5,39.41,2025-02-20T14:14:29.818-07:00
25245,1925,15477,9,446.4,2025-02-20T14:14:29.818-07:00
25246,18556,13274,2,399.2,2025-02-20T14:14:29.818-07:00
25247,26812,12416,4,165.76,2025-02-20T14:14:29.818-07:00
25248,25635,24276,8,457.38,2025-02-20T14:14:29.818-07:00
25249,3380,1003,3,339.48,2025-02-20T14:14:29.818-07:00
25250,28281,10980,4,213.08,2025-02-20T14:14:29.818-07:00
25251,5943,22391,4,54.1,2025-02-20T14:14:29.818-07:00
25252,24335,198,1,116.91,2025-02-20T14:14:29.818-07:00
25253,14292,23973,7,365.93,2025-02-20T14:14:29.818-07:00
25254,18670,27821,9,255.8,2025-02-20T14:14:29.818-07:00
25255,28865,5116,9,142.95,2025-02-20T14:14:29.818-07:00
25256,27861,25354,3,353.55,2025-02-20T14:14:29.818-07:00
25257,7669,27710,9,160.38,2025-02-20T14:14:29.818-07:00
25258,3892,22953,7,38.46,2025-02-20T14:14:29.818-07:00
25259,4080,12067,10,201.01,2025-02-20T14:14:29.818-07:00
25260,2700,19136,7,284.62,2025-02-20T14:14:29.818-07:00
25261,9314,12836,3,250.76,2025-02-20T14:14:29.818-07:00
25262,665,13173,6,85.49,2025-02-20T14:14:29.818-07:00
25263,24684,15254,2,375.69,2025-02-20T14:14:29.818-07:00
25264,5488,7852,10,298.73,2025-02-20T14:14:29.818-07:00
25265,22749,7000,9,36.69,2025-02-20T14:14:29.818-07:00
25266,21312,14320,5,336.92,2025-02-20T14:14:29.818-07:00
25267,19934,17924,7,353.34,2025-02-20T14:14:29.818-07:00
25268,20670,5066,6,217.49,2025-02-20T14:14:29.818-07:00
25269,16738,22379,6,207.28,2025-02-20T14:14:29.818-07:00
25270,17909,20058,7,11.29,2025-02-20T14:14:29.818-07:00
25271,7469,16977,3,300.99,2025-02-20T14:14:29.818-07:00
25272,17819,18359,2,79.98,2025-02-20T14:14:29.818-07:00
25273,22497,14802,9,450.39,2025-02-20T14:14:29.818-07:00
25274,21611,9172,10,127.78,2025-02-20T14:14:29.818-07:00
25275,24400,11037,1,386.58,2025-02-20T14:14:29.818-07:00
25276,3306,966,10,338.84,2025-02-20T14:14:29.818-07:00
25277,3430,5060,5,248.62,2025-02-20T14:14:29.818-07:00
25278,27594,4925,4,461.87,2025-02-20T14:14:29.818-07:00
25279,13731,14250,4,492.01,2025-02-20T14:14:29.818-07:00
25280,14972,14986,1,64.14,2025-02-20T14:14:29.818-07:00
25281,1977,26575,5,464.42,2025-02-20T14:14:29.818-07:00
25282,1754,11936,2,151.18,2025-02-20T14:14:29.818-07:00
25283,2180,5969,7,77.55,2025-02-20T14:14:29.818-07:00
25284,11583,8124,10,405.93,2025-02-20T14:14:29.818-07:00
25285,8952,5308,5,99.91,2025-02-20T14:14:29.818-07:00
25286,8101,7072,8,156.09,2025-02-20T14:14:29.818-07:00
25287,16591,7323,5,155.33,2025-02-20T14:14:29.818-07:00
25288,26617,8840,9,281.38,2025-02-20T14:14:29.818-07:00
25289,11839,4413,10,47.31,2025-02-20T14:14:29.818-07:00
25290,22762,8130,6,449.28,2025-02-20T14:14:29.818-07:00
25291,4105,21739,1,220.81,2025-02-20T14:14:29.818-07:00
25292,8336,21263,9,257.3,2025-02-20T14:14:29.818-07:00
25293,4685,25366,1,493.26,2025-02-20T14:14:29.818-07:00
25294,23778,20000,6,93.0,2025-02-20T14:14:29.818-07:00
25295,3625,21020,10,340.26,2025-02-20T14:14:29.818-07:00
25296,9452,12234,3,464.3,2025-02-20T14:14:29.818-07:00
25297,3701,23878,5,268.72,2025-02-20T14:14:29.818-07:00
25298,8719,28451,6,68.82,2025-02-20T14:14:29.818-07:00
25299,18536,14298,7,450.48,2025-02-20T14:14:29.818-07:00
25300,29319,28125,9,271.44,2025-02-20T14:14:29.818-07:00
25301,10522,9557,7,447.69,2025-02-20T14:14:29.818-07:00
25302,12493,14092,1,342.42,2025-02-20T14:14:29.818-07:00
25303,22859,13149,1,277.75,2025-02-20T14:14:29.818-07:00
25304,2060,2396,5,6.21,2025-02-20T14:14:29.818-07:00
25305,10597,26793,10,296.53,2025-02-20T14:14:29.818-07:00
25306,4731,9621,1,396.73,2025-02-20T14:14:29.818-07:00
25307,21311,1960,6,230.85,2025-02-20T14:14:29.818-07:00
25308,15464,28383,10,135.22,2025-02-20T14:14:29.818-07:00
25309,5012,17728,4,303.3,2025-02-20T14:14:29.818-07:00
25310,13793,18692,6,342.9,2025-02-20T14:14:29.818-07:00
25311,6861,7771,2,284.8,2025-02-20T14:14:29.818-07:00
25312,20054,1592,5,445.7,2025-02-20T14:14:29.818-07:00
25313,5926,8224,6,309.83,2025-02-20T14:14:29.818-07:00
25314,8741,1144,5,234.21,2025-02-20T14:14:29.818-07:00
25315,19013,8713,8,285.71,2025-02-20T14:14:29.818-07:00
25316,23293,25648,6,413.6,2025-02-20T14:14:29.818-07:00
25317,1722,2077,6,323.42,2025-02-20T14:14:29.818-07:00
25318,26636,27529,7,388.9,2025-02-20T14:14:29.818-07:00
25319,15668,8941,9,83.7,2025-02-20T14:14:29.818-07:00
25320,8169,7415,2,478.65,2025-02-20T14:14:29.818-07:00
25321,4388,18319,5,62.65,2025-02-20T14:14:29.818-07:00
25322,17233,12949,6,17.57,2025-02-20T14:14:29.818-07:00
25323,8088,23969,1,463.81,2025-02-20T14:14:29.818-07:00
25324,11401,6833,6,185.74,2025-02-20T14:14:29.818-07:00
25325,23553,25884,3,8.28,2025-02-20T14:14:29.818-07:00
25326,17399,22385,1,455.48,2025-02-20T14:14:29.818-07:00
25327,13641,7220,5,464.82,2025-02-20T14:14:29.818-07:00
25328,23333,20426,4,195.69,2025-02-20T14:14:29.818-07:00
25329,25933,6621,3,185.44,2025-02-20T14:14:29.818-07:00
25330,321,22618,3,15.08,2025-02-20T14:14:29.818-07:00
25331,23075,8226,5,302.29,2025-02-20T14:14:29.818-07:00
25332,2017,23533,10,198.15,2025-02-20T14:14:29.818-07:00
25333,15167,11304,7,333.95,2025-02-20T14:14:29.818-07:00
25334,16094,14019,6,451.65,2025-02-20T14:14:29.818-07:00
25335,17694,7374,4,43.72,2025-02-20T14:14:29.818-07:00
25336,21581,10355,7,489.8,2025-02-20T14:14:29.818-07:00
25337,23070,20303,8,160.01,2025-02-20T14:14:29.818-07:00
25338,29016,5478,8,294.05,2025-02-20T14:14:29.818-07:00
25339,22561,4526,4,322.53,2025-02-20T14:14:29.818-07:00
25340,17854,21267,6,437.05,2025-02-20T14:14:29.818-07:00
25341,27178,9681,5,227.54,2025-02-20T14:14:29.818-07:00
25342,23647,3340,1,354.13,2025-02-20T14:14:29.818-07:00
25343,4499,17006,8,245.32,2025-02-20T14:14:29.818-07:00
25344,5309,27943,4,151.32,2025-02-20T14:14:29.818-07:00
25345,10931,25690,4,297.71,2025-02-20T14:14:29.818-07:00
25346,16817,28880,6,353.71,2025-02-20T14:14:29.818-07:00
25347,20749,24140,1,438.54,2025-02-20T14:14:29.818-07:00
25348,1228,7677,4,160.26,2025-02-20T14:14:29.818-07:00
25349,22667,5951,2,440.14,2025-02-20T14:14:29.818-07:00
25350,11926,9158,3,11.41,2025-02-20T14:14:29.818-07:00
25351,313,18539,3,382.76,2025-02-20T14:14:29.818-07:00
25352,22166,537,6,246.21,2025-02-20T14:14:29.818-07:00
25353,6500,15991,1,224.16,2025-02-20T14:14:29.818-07:00
25354,16660,21161,7,481.37,2025-02-20T14:14:29.818-07:00
25355,19049,12769,2,77.27,2025-02-20T14:14:29.818-07:00
25356,1700,16629,9,134.67,2025-02-20T14:14:29.818-07:00
25357,895,14307,6,84.77,2025-02-20T14:14:29.818-07:00
25358,28513,4888,3,262.74,2025-02-20T14:14:29.818-07:00
25359,14167,17170,2,304.16,2025-02-20T14:14:29.818-07:00
25360,1900,11888,1,213.21,2025-02-20T14:14:29.818-07:00
25361,4269,7042,7,382.95,2025-02-20T14:14:29.818-07:00
25362,1212,3491,9,184.98,2025-02-20T14:14:29.818-07:00
25363,9018,21373,9,364.63,2025-02-20T14:14:29.818-07:00
25364,13663,2686,8,247.07,2025-02-20T14:14:29.818-07:00
25365,24605,6115,6,252.0,2025-02-20T14:14:29.818-07:00
25366,11838,9671,1,230.93,2025-02-20T14:14:29.818-07:00
25367,9509,21487,5,230.07,2025-02-20T14:14:29.818-07:00
25368,29217,28971,9,58.87,2025-02-20T14:14:29.818-07:00
25369,28359,26325,3,219.53,2025-02-20T14:14:29.818-07:00
25370,29346,22233,7,339.46,2025-02-20T14:14:29.818-07:00
25371,8516,23401,6,166.62,2025-02-20T14:14:29.818-07:00
25372,19563,21612,7,419.14,2025-02-20T14:14:29.818-07:00
25373,8615,20937,10,434.85,2025-02-20T14:14:29.818-07:00
25374,21868,15423,6,58.37,2025-02-20T14:14:29.818-07:00
25375,15013,2367,3,494.34,2025-02-20T14:14:29.818-07:00
25376,17956,12751,7,491.5,2025-02-20T14:14:29.818-07:00
25377,20807,18034,10,241.39,2025-02-20T14:14:29.818-07:00
25378,4418,6642,3,346.58,2025-02-20T14:14:29.818-07:00
25379,27141,9863,5,155.19,2025-02-20T14:14:29.818-07:00
25380,25658,28637,8,42.44,2025-02-20T14:14:29.818-07:00
25381,11446,7502,5,183.65,2025-02-20T14:14:29.818-07:00
25382,3931,13149,9,45.0,2025-02-20T14:14:29.818-07:00
25383,4733,4565,1,207.34,2025-02-20T14:14:29.818-07:00
25384,9529,26332,8,363.02,2025-02-20T14:14:29.818-07:00
25385,27400,23651,8,26.95,2025-02-20T14:14:29.818-07:00
25386,6849,10698,2,156.07,2025-02-20T14:14:29.818-07:00
25387,28451,20195,2,386.09,2025-02-20T14:14:29.818-07:00
25388,17880,13094,6,138.18,2025-02-20T14:14:29.818-07:00
25389,6775,14187,4,340.78,2025-02-20T14:14:29.818-07:00
25390,312,27448,1,264.04,2025-02-20T14:14:29.818-07:00
25391,17699,29418,2,40.36,2025-02-20T14:14:29.818-07:00
25392,28185,4157,5,243.25,2025-02-20T14:14:29.818-07:00
25393,21371,24517,3,260.57,2025-02-20T14:14:29.818-07:00
25394,21562,2796,6,285.78,2025-02-20T14:14:29.818-07:00
25395,20009,15967,10,251.1,2025-02-20T14:14:29.818-07:00
25396,16397,23912,2,113.05,2025-02-20T14:14:29.818-07:00
25397,28215,495,7,387.38,2025-02-20T14:14:29.818-07:00
25398,8176,24579,6,240.9,2025-02-20T14:14:29.818-07:00
25399,29181,18128,1,461.05,2025-02-20T14:14:29.818-07:00
25400,6681,270,4,223.54,2025-02-20T14:14:29.818-07:00
25401,6748,18892,10,50.35,2025-02-20T14:14:29.818-07:00
25402,24127,16640,10,427.1,2025-02-20T14:14:29.818-07:00
25403,21226,17725,6,119.79,2025-02-20T14:14:29.818-07:00
25404,14648,25773,5,321.35,2025-02-20T14:14:29.818-07:00
25405,2746,1960,8,322.16,2025-02-20T14:14:29.818-07:00
25406,626,14830,4,169.68,2025-02-20T14:14:29.818-07:00
25407,17657,25641,3,478.91,2025-02-20T14:14:29.818-07:00
25408,29402,12494,9,335.83,2025-02-20T14:14:29.818-07:00
25409,6758,910,7,322.62,2025-02-20T14:14:29.818-07:00
25410,13388,21386,10,439.39,2025-02-20T14:14:29.818-07:00
