order_item_id,order_id,product_id,quantity,unit_price
25201,10983,2386,6,55.15
25202,8799,16918,3,71.17
25203,9432,2196,3,421.66
25204,3448,1879,10,338.55
25205,12839,19925,10,464.43
25206,29687,23845,10,317.41
25207,25450,21090,4,281.76
25208,25313,23463,1,479.02
25209,23669,3641,8,327.6
25210,27551,25941,8,410.51
25211,6113,23331,9,242.33
25212,27449,6449,8,277.55
25213,27852,21758,1,111.09
25214,15114,13417,6,348.38
25215,8847,29201,6,110.02
25216,12766,21750,10,487.34
25217,1678,6717,10,94.27
25218,6866,25312,6,305.45
25219,7957,20901,1,184.18
25220,7195,6236,6,367.92
25221,10213,12843,2,139.95
25222,3378,24086,2,202.62
25223,691,6059,7,465.07
25224,242,2065,3,399.79
25225,25948,14315,3,194.03
25226,14565,25268,9,428.77
25227,7733,3146,4,168.97
25228,22376,16902,2,419.03
25229,21841,22208,8,240.84
25230,1148,22909,3,398.83
25231,16236,25240,4,16.0
25232,4193,1354,4,415.83
25233,18697,11024,2,449.42
25234,15114,8013,6,427.11
25235,14721,20963,4,259.98
25236,9097,1000,2,181.86
25237,20261,1120,9,305.94
25238,26007,28968,2,175.75
25239,24739,11158,10,321.77
25240,23398,18744,7,452.84
25241,2706,13793,4,436.16
25242,27525,6385,8,98.09
25243,15873,5650,3,6.24
25244,9895,442,5,39.41
25245,1925,15477,9,446.4
25246,18556,13274,2,399.2
25247,26812,12416,4,165.76
25248,25635,24276,8,457.38
25249,3380,1003,3,339.48
25250,28281,10980,4,213.08
25251,5943,22391,4,54.1
25252,24335,198,1,116.91
25253,14292,23973,7,365.93
25254,18670,27821,9,255.8
25255,28865,5116,9,142.95
25256,27861,25354,3,353.55
25257,7669,27710,9,160.38
25258,3892,22953,7,38.46
25259,4080,12067,10,201.01
25260,2700,19136,7,284.62
25261,9314,12836,3,250.76
25262,665,13173,6,85.49
25263,24684,15254,2,375.69
25264,5488,7852,10,298.73
25265,22749,7000,9,36.69
25266,21312,14320,5,336.92
25267,19934,17924,7,353.34
25268,20670,5066,6,217.49
25269,16738,22379,6,207.28
25270,17909,20058,7,11.29
25271,7469,16977,3,300.99
25272,17819,18359,2,79.98
25273,22497,14802,9,450.39
25274,21611,9172,10,127.78
25275,24400,11037,1,386.58
25276,3306,966,10,338.84
25277,3430,5060,5,248.62
25278,27594,4925,4,461.87
25279,13731,14250,4,492.01
25280,14972,14986,1,64.14
25281,1977,26575,5,464.42
25282,1754,11936,2,151.18
25283,2180,5969,7,77.55
25284,11583,8124,10,405.93
25285,8952,5308,5,99.91
25286,8101,7072,8,156.09
25287,16591,7323,5,155.33
25288,26617,8840,9,281.38
25289,11839,4413,10,47.31
25290,22762,8130,6,449.28
25291,4105,21739,1,220.81
25292,8336,21263,9,257.3
25293,4685,25366,1,493.26
25294,23778,20000,6,93.0
25295,3625,21020,10,340.26
25296,9452,12234,3,464.3
25297,3701,23878,5,268.72
25298,8719,28451,6,68.82
25299,18536,14298,7,450.48
25300,29319,28125,9,271.44
25301,10522,9557,7,447.69
25302,12493,14092,1,342.42
25303,22859,13149,1,277.75
25304,2060,2396,5,6.21
25305,10597,26793,10,296.53
25306,4731,9621,1,396.73
25307,21311,1960,6,230.85
25308,15464,28383,10,135.22
25309,5012,17728,4,303.3
25310,13793,18692,6,342.9
25311,6861,7771,2,284.8
25312,20054,1592,5,445.7
25313,5926,8224,6,309.83
25314,8741,1144,5,234.21
25315,19013,8713,8,285.71
25316,23293,25648,6,413.6
25317,1722,2077,6,323.42
25318,26636,27529,7,388.9
25319,15668,8941,9,83.7
25320,8169,7415,2,478.65
25321,4388,18319,5,62.65
25322,17233,12949,6,17.57
25323,8088,23969,1,463.81
25324,11401,6833,6,185.74
25325,23553,25884,3,8.28
25326,17399,22385,1,455.48
25327,13641,7220,5,464.82
25328,23333,20426,4,195.69
25329,25933,6621,3,185.44
25330,321,22618,3,15.08
25331,23075,8226,5,302.29
25332,2017,23533,10,198.15
25333,15167,11304,7,333.95
25334,16094,14019,6,451.65
25335,17694,7374,4,43.72
25336,21581,10355,7,489.8
25337,23070,20303,8,160.01
25338,29016,5478,8,294.05
25339,22561,4526,4,322.53
25340,17854,21267,6,437.05
25341,27178,9681,5,227.54
25342,23647,3340,1,354.13
25343,4499,17006,8,245.32
25344,5309,27943,4,151.32
25345,10931,25690,4,297.71
25346,16817,28880,6,353.71
25347,20749,24140,1,438.54
25348,1228,7677,4,160.26
25349,22667,5951,2,440.14
25350,11926,9158,3,11.41
25351,313,18539,3,382.76
25352,22166,537,6,246.21
25353,6500,15991,1,224.16
25354,16660,21161,7,481.37
25355,19049,12769,2,77.27
25356,1700,16629,9,134.67
25357,895,14307,6,84.77
25358,28513,4888,3,262.74
25359,14167,17170,2,304.16
25360,1900,11888,1,213.21
25361,4269,7042,7,382.95
25362,1212,3491,9,184.98
25363,9018,21373,9,364.63
25364,13663,2686,8,247.07
25365,24605,6115,6,252.0
25366,11838,9671,1,230.93
25367,9509,21487,5,230.07
25368,29217,28971,9,58.87
25369,28359,26325,3,219.53
25370,29346,22233,7,339.46
25371,8516,23401,6,166.62
25372,19563,21612,7,419.14
25373,8615,20937,10,434.85
25374,21868,15423,6,58.37
25375,15013,2367,3,494.34
25376,17956,12751,7,491.5
25377,20807,18034,10,241.39
25378,4418,6642,3,346.58
25379,27141,9863,5,155.19
25380,25658,28637,8,42.44
25381,11446,7502,5,183.65
25382,3931,13149,9,45.0
25383,4733,4565,1,207.34
25384,9529,26332,8,363.02
25385,27400,23651,8,26.95
25386,6849,10698,2,156.07
25387,28451,20195,2,386.09
25388,17880,13094,6,138.18
25389,6775,14187,4,340.78
25390,312,27448,1,264.04
25391,17699,29418,2,40.36
25392,28185,4157,5,243.25
25393,21371,24517,3,260.57
25394,21562,2796,6,285.78
25395,20009,15967,10,251.1
25396,16397,23912,2,113.05
25397,28215,495,7,387.38
25398,8176,24579,6,240.9
25399,29181,18128,1,461.05
25400,6681,270,4,223.54
25401,6748,18892,10,50.35
25402,24127,16640,10,427.1
25403,21226,17725,6,119.79
25404,14648,25773,5,321.35
25405,2746,1960,8,322.16
25406,626,14830,4,169.68
25407,17657,25641,3,478.91
25408,29402,12494,9,335.83
25409,6758,910,7,322.62
25410,13388,21386,10,439.39
25411,3493,26595,5,361.07
25412,349,662,5,146.53
25413,23435,9599,10,128.39
25414,1423,2226,9,131.02
25415,18799,15115,5,331.53
25416,25784,14663,10,130.08
25417,13505,28276,5,245.37
25418,27562,259,4,320.77
25419,1216,23691,2,342.55
25420,2642,1858,9,371.62
25421,6446,11136,5,22.74
25422,4445,28903,6,194.88
25423,1723,22755,10,417.23
25424,27944,8079,3,20.51
25425,19203,678,2,478.29
25426,9119,10028,8,15.25
25427,13087,4008,1,99.18
25428,14998,14864,8,471.79
25429,10730,27991,8,174.44
25430,11905,27746,3,76.03
25431,25686,24897,3,467.85
25432,12567,172,2,118.02
25433,14041,21202,8,432.43
25434,5210,27234,4,357.03
25435,24607,21603,5,114.86
25436,24262,21239,7,355.39
25437,24614,9611,3,294.34
25438,27034,22913,2,455.89
25439,18081,7109,7,435.38
25440,1613,18229,1,259.29
25441,4220,15018,5,212.46
25442,12460,13187,2,468.09
25443,29990,17229,4,486.41
25444,852,4414,10,257.9
25445,17699,5254,10,27.22
25446,9285,20445,3,180.78
25447,630,6610,7,34.27
25448,13112,8762,5,37.3
25449,23593,20467,5,350.55
25450,2773,1050,5,322.43
25451,1079,8201,6,108.5
25452,15861,15203,5,474.73
25453,17660,25845,2,486.86
25454,1633,28599,4,94.44
25455,2,29241,7,282.66
25456,29312,24259,5,200.83
25457,12041,17904,8,340.84
25458,7982,1921,10,189.78
25459,10525,3923,4,461.63
25460,13272,11463,2,315.05
25461,12116,13344,7,429.69
25462,11946,4585,4,343.07
25463,4232,10891,7,497.87
25464,29558,8387,1,63.24
25465,16181,10816,10,158.65
25466,1263,26785,9,271.46
25467,26605,22731,3,333.56
25468,18308,21648,1,37.3
25469,13326,2702,8,222.86
25470,27655,7755,3,298.19
25471,18435,14881,10,49.74
25472,20840,27020,8,103.07
25473,2341,4024,8,324.1
25474,15512,17368,1,337.88
25475,20396,17971,9,453.1
25476,1185,14714,8,278.91
25477,12477,16053,5,334.69
25478,15040,27017,8,456.83
25479,15350,8823,4,222.63
25480,15539,11977,2,436.93
25481,10451,21321,1,229.08
25482,26168,3757,10,198.33
25483,16190,17596,2,306.27
25484,10654,12480,6,479.0
25485,11326,7687,3,266.43
25486,11681,24879,3,273.73
25487,23293,26578,2,341.76
25488,6956,12288,8,156.37
25489,12544,13129,6,18.91
25490,22759,17681,3,196.63
25491,3353,4088,4,420.98
25492,23468,14162,8,65.35
25493,12429,16249,2,465.05
25494,29068,13860,1,215.78
25495,3893,26082,5,476.73
25496,24882,14792,4,363.37
25497,5027,28279,4,9.33
25498,21999,173,9,232.45
25499,29868,1965,7,364.03
25500,24318,6336,7,117.37
25501,13747,7502,3,290.53
25502,25792,11001,3,333.21
25503,6289,2058,10,301.16
25504,20777,9521,6,424.75
25505,25445,17753,9,468.05
25506,12321,21248,8,378.42
25507,14596,16235,2,325.38
25508,28093,4623,2,80.79
25509,10109,27449,8,426.88
25510,8896,5983,4,234.27
25511,6253,22938,7,431.8
25512,23036,2950,8,130.86
25513,29647,14873,7,98.22
25514,6014,13175,1,366.99
25515,25832,20592,6,472.81
25516,2486,29069,3,75.01
25517,28016,5264,2,324.69
25518,10732,21789,3,303.82
25519,10768,10070,8,477.23
25520,19097,9247,3,46.07
25521,15200,28566,5,18.14
25522,26826,29137,5,311.98
25523,24924,26880,8,203.86
25524,3008,25563,10,28.8
25525,629,13679,8,417.65
25526,9038,5403,10,152.38
25527,25875,17763,5,371.99
25528,3754,22648,6,175.12
25529,24099,16698,3,259.79
25530,2223,13164,8,82.93
25531,8380,19948,10,290.8
25532,13522,29471,2,481.47
25533,22190,6933,5,435.05
25534,5239,15615,9,202.35
25535,14741,2728,6,270.75
25536,27238,27026,10,250.91
25537,21524,29839,1,63.74
25538,23258,7036,7,260.82
25539,27871,16532,1,475.51
25540,15862,21265,3,451.94
25541,4599,2005,6,16.67
25542,8340,27224,2,253.82
25543,15951,18383,2,425.06
25544,22715,5858,5,191.87
25545,12152,18534,6,168.36
25546,25998,24211,2,160.41
25547,11860,22063,4,9.28
25548,4035,2414,8,360.18
25549,18644,25582,3,434.86
25550,11339,20532,8,243.93
25551,14719,3742,1,237.94
25552,9269,2410,8,162.9
25553,15386,20014,3,57.42
25554,15841,9021,4,47.13
25555,23055,6205,2,290.6
25556,3737,2668,6,152.52
25557,25560,19181,7,10.82
25558,10189,24103,7,497.09
25559,20037,4171,10,250.55
25560,14855,14219,7,73.44
25561,9381,27466,5,17.76
25562,18813,7808,2,115.74
25563,25661,21477,6,455.54
25564,16676,8126,1,68.29
25565,19508,16555,4,56.92
25566,13364,17052,9,124.43
25567,17721,20562,7,456.2
25568,26100,4235,9,247.44
25569,20379,6177,10,434.64
25570,28276,26629,7,449.12
25571,20798,4264,6,173.85
25572,2425,29603,7,85.83
25573,29649,8741,5,402.23
25574,8879,19068,9,216.57
25575,29916,28227,5,89.05
25576,27534,29462,2,290.47
25577,2781,9676,6,80.56
25578,14686,2035,1,207.5
25579,21268,15680,5,396.2
25580,3625,19749,7,105.49
25581,4035,27336,4,366.2
25582,7783,21134,8,391.01
25583,21270,12401,4,119.31
25584,15375,26267,1,214.34
25585,16702,6892,9,269.93
25586,6693,18893,3,191.62
25587,1225,21636,3,61.53
25588,27948,1097,4,359.62
25589,18024,14351,7,269.95
25590,2665,12297,3,478.81
25591,24968,15097,10,498.97
25592,7399,6985,4,141.94
25593,18619,16117,4,270.65
25594,201,20966,7,96.99
25595,19253,260,5,90.11
25596,27511,11048,8,160.56
25597,340,8644,7,320.35
25598,4916,7606,9,53.03
25599,23002,20229,3,178.06
25600,17460,6447,9,338.95
25601,18175,27533,4,75.54
25602,2730,17107,1,431.13
25603,11741,16166,6,455.16
25604,29116,2634,8,360.62
25605,21906,3059,9,204.85
25606,927,8502,8,349.4
25607,13639,28061,2,67.72
25608,24231,19740,3,412.43
25609,14728,20869,2,170.36
25610,17336,23638,9,197.1
25611,11639,19662,1,193.3
25612,10474,17162,1,88.62
25613,21527,7038,5,494.64
25614,13068,3269,9,443.22
25615,3222,23095,10,130.0
25616,18377,416,5,388.36
25617,26958,1465,10,317.0
25618,10263,19647,1,139.91
25619,24012,9933,8,332.86
25620,12719,12966,8,175.37
25621,29613,1019,2,301.02
25622,10323,4447,6,32.51
25623,26208,4147,8,66.69
25624,16373,6012,3,411.21
25625,5027,21510,6,170.4
25626,27524,14759,2,88.03
25627,10427,17441,10,10.87
25628,4078,14281,5,259.23
25629,14042,7365,10,379.76
25630,14696,12400,5,129.76
25631,13400,10486,2,44.43
25632,19581,3411,9,146.91
25633,2185,15354,10,204.93
25634,8781,22445,2,222.43
25635,5681,7866,4,399.02
25636,19306,16255,6,5.2
25637,1049,5774,1,34.99
25638,4701,19187,2,16.82
25639,3092,22796,10,142.47
25640,16678,8751,4,320.11
25641,7476,29484,5,497.18
25642,21987,9976,1,12.33
25643,27288,281,7,431.32
25644,20162,18286,8,377.33
25645,23518,11266,4,75.89
25646,16384,24694,9,71.37
25647,26686,20698,9,13.4
25648,21778,18792,3,331.2
25649,10243,20139,3,84.35
25650,7865,10050,2,346.93
25651,6445,24648,1,325.44
25652,17029,29013,1,338.84
25653,10053,21172,10,425.32
25654,23452,23119,2,114.4
25655,20907,28405,2,8.17
25656,27455,11011,1,347.63
25657,6281,6858,1,267.91
25658,5266,13517,8,499.83
25659,23183,2315,6,222.72
25660,14581,20980,9,84.06
25661,6563,7860,5,392.3
25662,2174,20029,4,129.61
25663,20188,5687,6,252.22
25664,16981,24104,6,258.41
25665,19595,23745,1,286.11
25666,13427,26273,7,21.59
25667,22056,3422,5,95.83
25668,19332,2617,1,480.91
25669,13344,1170,7,108.43
25670,25033,2102,9,258.74
25671,12467,9442,4,55.45
25672,3589,28827,9,130.49
25673,1620,2026,9,343.32
25674,24136,26298,6,242.73
25675,27595,19201,8,197.03
25676,5328,27828,10,249.4
25677,23969,20923,1,244.22
25678,15814,14319,10,213.91
25679,1918,6685,5,415.63
25680,2405,2647,3,430.98
25681,1102,1535,7,344.66
25682,7427,17082,5,497.12
25683,2167,26687,8,300.31
25684,11728,5983,8,309.54
25685,27497,23587,7,60.38
25686,26991,4320,6,457.78
25687,19991,23578,4,22.91
25688,5304,28648,3,31.98
25689,19172,11669,9,112.94
25690,560,14377,4,423.49
25691,15640,19352,7,321.18
25692,27924,3310,7,74.09
25693,29996,9750,3,75.05
25694,24263,13606,3,375.1
25695,2445,27370,8,213.66
25696,10078,29363,4,75.87
25697,5203,2932,3,202.37
25698,19962,2906,8,100.45
25699,7186,4178,10,202.8
25700,29295,5125,7,270.62
25701,3978,20783,10,329.8
25702,17111,25859,1,350.0
25703,27760,12803,10,473.04
25704,26793,3983,7,490.75
25705,4611,20691,4,370.7
25706,20409,25629,10,382.13
25707,17745,26006,9,246.63
25708,2424,750,8,58.05
25709,20326,21740,1,242.05
25710,11113,19004,1,187.4
25711,14355,27570,3,399.14
25712,20144,89,4,488.66
25713,5609,16166,10,74.81
25714,17732,14662,6,266.02
25715,23909,554,10,326.97
25716,8667,18454,9,300.12
25717,4981,9011,2,311.65
25718,21009,10886,9,489.9
25719,9237,17977,2,256.47
25720,28960,29574,1,247.89
25721,25072,23810,5,475.54
25722,21849,25017,3,217.53
25723,21512,28717,9,238.07
25724,24497,18292,7,195.63
25725,16234,2583,9,152.31
25726,2511,1941,10,234.96
25727,6425,26920,5,397.17
25728,4389,26440,5,492.45
25729,17722,10188,9,156.2
25730,4577,26989,7,6.12
25731,18928,2665,5,291.83
25732,12907,23699,8,22.44
25733,19370,13391,2,431.02
25734,12876,27926,7,335.57
25735,22092,6427,10,253.08
25736,1726,23681,2,15.87
25737,22404,14484,1,495.56
25738,16969,26046,10,314.65
25739,20335,13102,5,472.8
25740,6168,5063,4,350.54
25741,24572,7396,8,173.55
25742,24736,9423,7,124.45
25743,24906,9697,4,299.65
25744,23566,18932,5,155.22
25745,22978,12375,2,230.75
25746,16443,11680,8,147.63
25747,11112,3944,9,492.17
25748,23466,2708,3,373.99
25749,27963,27914,4,490.9
25750,11185,8575,2,204.69
25751,15539,6088,4,353.81
25752,25108,348,3,151.89
25753,1263,19563,1,264.44
25754,25942,13180,4,18.29
25755,24755,17777,10,364.01
25756,6842,17588,10,47.13
25757,16210,28000,2,86.04
25758,16153,6368,5,459.16
25759,7470,27458,3,263.42
25760,17631,18346,2,333.63
25761,5797,22519,8,298.44
25762,28176,26800,4,94.48
25763,22581,15380,8,442.62
25764,19025,4597,4,351.2
25765,17300,10077,5,257.71
25766,16530,23939,5,146.98
25767,12859,7388,8,70.47
25768,3096,24451,10,40.19
25769,20227,17944,2,260.05
25770,13579,13777,2,334.67
25771,1302,1768,4,7.99
25772,11598,9429,6,337.96
25773,10185,8146,5,231.89
25774,9044,2687,1,496.4
25775,7818,3562,8,295.49
25776,21422,5386,3,163.84
25777,7932,10137,4,50.63
25778,28373,7189,5,140.63
25779,29282,21701,3,65.98
25780,18032,16335,7,388.25
25781,4979,12705,7,350.4
25782,18425,5349,9,92.43
25783,9468,2159,7,60.1
25784,18203,22533,4,73.8
25785,18168,2743,5,179.78
25786,8772,11688,3,87.07
25787,3806,23339,6,232.5
25788,1656,8907,7,57.87
25789,20092,24867,10,466.39
25790,26739,20159,1,9.11
25791,663,20311,3,284.94
25792,8246,25291,5,135.25
25793,27501,26921,1,496.08
25794,1837,6899,6,423.13
25795,9500,5959,3,426.89
25796,11988,16085,4,409.47
25797,2072,20330,9,397.07
25798,24582,20353,7,197.72
25799,28284,26661,7,424.5
25800,4726,14034,3,185.73
25801,24198,9121,2,365.92
25802,5543,14792,7,34.95
25803,20837,21255,6,173.93
25804,15404,15938,10,125.67
25805,10594,12433,1,494.53
25806,23191,3739,10,355.94
25807,2174,26737,2,65.89
25808,11284,9098,8,281.35
25809,10382,24824,7,61.58
25810,2380,6388,2,145.64
25811,9859,20728,8,56.19
25812,11801,6517,2,295.11
25813,11658,27659,9,191.29
25814,16662,22812,9,479.61
25815,7537,22457,9,61.77
25816,14893,7327,10,367.89
25817,5227,28501,7,443.08
25818,4148,16920,3,476.8
25819,20856,23686,1,237.1
25820,21942,4968,9,263.86
25821,7435,24564,9,96.61
25822,16064,10137,1,246.98
25823,11395,20473,3,97.39
25824,29736,29565,1,318.68
25825,13273,1974,1,124.39
25826,8403,12591,1,417.87
25827,24060,19665,5,287.34
25828,2687,17037,5,92.16
25829,29624,12106,2,408.87
25830,1770,20005,10,208.15
25831,20200,3825,2,420.44
25832,16423,5431,6,398.73
25833,25595,15431,2,115.06
25834,25862,15802,6,479.96
25835,5450,5391,3,115.85
25836,7986,390,4,467.41
25837,25600,7857,4,248.04
25838,2182,2657,7,190.31
25839,21320,8655,5,130.28
25840,21972,21170,8,227.15
25841,27583,29891,10,407.88
25842,15917,23673,6,364.95
25843,19782,314,4,237.91
25844,23765,11067,2,82.9
25845,22345,16677,6,343.56
25846,19068,17240,8,336.89
25847,29560,19693,4,290.07
25848,11527,25158,9,94.44
25849,27059,3981,4,289.95
25850,7001,12597,2,147.88
25851,20303,24961,3,184.77
25852,26330,15556,9,119.77
25853,18273,4197,2,483.33
25854,9826,24526,5,323.3
25855,10549,7362,10,483.62
25856,4462,9481,2,186.67
25857,21127,14620,7,60.41
25858,23990,17481,1,14.06
25859,318,10859,3,184.54
25860,13157,26490,10,343.86
25861,17171,17434,4,406.68
25862,21098,3573,2,338.44
25863,6600,888,9,415.24
25864,9266,12582,1,210.32
25865,3947,11592,4,36.08
25866,21106,5618,2,314.56
25867,28448,9005,5,490.78
25868,27372,450,6,335.53
25869,10028,9470,2,444.22
25870,21062,29098,9,233.5
25871,27757,28875,2,54.39
25872,14620,17929,5,51.53
25873,28485,12,9,482.33
25874,6126,4250,6,117.43
25875,17737,3270,6,79.41
25876,19616,21074,4,119.96
25877,21786,11861,7,191.32
25878,3667,8256,9,436.56
25879,20998,4702,3,144.79
25880,8073,4120,9,478.78
25881,24188,15871,5,125.11
25882,4609,16192,7,312.6
25883,2313,15910,8,307.8
25884,21577,9708,9,59.62
25885,5406,2394,3,191.19
25886,11736,15639,1,447.65
25887,26948,17731,9,450.21
25888,27780,10333,1,318.68
25889,13915,29633,5,440.36
25890,24572,6665,10,167.94
25891,910,7293,4,366.92
25892,10168,16640,7,411.13
25893,28025,10401,3,430.6
25894,2334,29340,6,476.26
25895,9973,308,4,130.23
25896,26890,4698,3,345.08
25897,26480,21647,6,325.11
25898,16482,12652,8,13.31
25899,10147,24283,8,241.4
25900,28594,24524,10,31.32
25901,18343,28405,10,164.98
25902,487,6135,9,203.79
25903,27682,13794,1,324.37
25904,4592,15193,8,62.61
25905,1851,5280,7,48.02
25906,11823,26910,6,177.72
25907,7119,21970,9,156.55
25908,5221,12376,9,429.32
25909,17962,7143,6,206.09
25910,6343,20079,4,426.3
25911,1005,28695,9,417.21
25912,3604,1734,8,180.3
25913,3399,15240,7,379.7
25914,18545,3892,5,463.27
25915,9031,23450,9,21.16
25916,7702,29448,2,370.61
25917,6546,12287,4,109.12
25918,23790,17848,4,343.94
25919,19317,10278,1,41.8
25920,14650,12027,1,307.69
25921,8892,22547,1,207.0
25922,28673,23842,9,288.39
25923,1919,15844,1,201.03
25924,29875,23873,4,112.52
25925,2456,2588,9,20.4
25926,17958,28685,6,348.81
25927,4362,3415,2,95.34
25928,23250,20274,7,236.58
25929,26910,2272,1,128.72
25930,29718,1169,5,150.32
25931,3767,29715,6,490.79
25932,19296,14864,4,211.25
25933,29236,3214,4,243.49
25934,6091,1475,10,329.1
