product_id,product_name,category,price
30405,Product 30405,Home Decor,936.9
30406,Product 30406,Wearables,304.18
30407,Product 30407,Electronics,686.25
30408,Product 30408,Sports,39.46
30409,Product 30409,Sports,865.43
30410,Product 30410,Wearables,71.91
30411,Product 30411,Electronics,864.2
30412,Product 30412,Wearables,187.92
30413,Product 30413,Sports,851.94
30414,Product 30414,Home Decor,396.95
30415,Product 30415,Electronics,690.7
30416,Product 30416,Kitchen,855.85
30417,Product 30417,Kitchen,542.64
30418,Product 30418,Wearables,410.0
30419,Product 30419,Sports,733.34
30420,Product 30420,Electronics,15.31
30421,Product 30421,Home Decor,441.09
30422,Product 30422,Kitchen,481.18
30423,Product 30423,Sports,18.79
30424,Product 30424,Kitchen,106.77
30425,Product 30425,Kitchen,668.24
30426,Product 30426,Home Decor,661.1
30427,Product 30427,Electronics,651.43
30428,Product 30428,Home Decor,193.97
30429,Product 30429,Sports,128.11
30430,Product 30430,Kitchen,120.42
30431,Product 30431,Home Decor,182.27
30432,Product 30432,Sports,615.06
30433,Product 30433,Wearables,843.84
30434,Product 30434,Sports,247.34
30435,Product 30435,Wearables,28.83
30436,Product 30436,Kitchen,999.65
30437,Product 30437,Wearables,563.77
30438,Product 30438,Electronics,556.93
30439,Product 30439,Home Decor,170.38
30440,Product 30440,Wearables,284.1
30441,Product 30441,Home Decor,865.84
30442,Product 30442,Kitchen,712.84
30443,Product 30443,Sports,243.1
30444,Product 30444,Wearables,641.56
30445,Product 30445,Sports,994.4
30446,Product 30446,Home Decor,668.64
30447,Product 30447,Electronics,957.56
30448,Product 30448,Home Decor,180.34
30449,Product 30449,Wearables,672.62
30450,Product 30450,Sports,994.72
30451,Product 30451,Sports,857.88
30452,Product 30452,Sports,868.92
30453,Product 30453,Electronics,689.25
30454,Product 30454,Home Decor,782.67
30455,Product 30455,Electronics,316.69
30456,Product 30456,Sports,874.57
30457,Product 30457,Electronics,511.2
30458,Product 30458,Electronics,997.3
30459,Product 30459,Electronics,272.99
30460,Product 30460,Electronics,875.75
30461,Product 30461,Electronics,991.12
30462,Product 30462,Sports,799.5
30463,Product 30463,Kitchen,594.14
30464,Product 30464,Wearables,230.7
30465,Product 30465,Kitchen,86.63
30466,Product 30466,Sports,395.68
30467,Product 30467,Electronics,316.49
30468,Product 30468,Kitchen,779.65
30469,Product 30469,Home Decor,591.26
30470,Product 30470,Home Decor,800.69
30471,Product 30471,Wearables,704.98
30472,Product 30472,Wearables,936.96
30473,Product 30473,Electronics,57.8
30474,Product 30474,Electronics,704.22
30475,Product 30475,Electronics,598.52
30476,Product 30476,Wearables,435.16
30477,Product 30477,Kitchen,544.03
30478,Product 30478,Wearables,822.56
30479,Product 30479,Home Decor,577.92
30480,Product 30480,Home Decor,865.35
30481,Product 30481,Home Decor,19.55
30482,Product 30482,Wearables,39.47
30483,Product 30483,Kitchen,536.52
30484,Product 30484,Wearables,452.56
30485,Product 30485,Electronics,390.4
30486,Product 30486,Sports,358.79
30487,Product 30487,Kitchen,945.85
30488,Product 30488,Home Decor,447.38
30489,Product 30489,Electronics,707.14
30490,Product 30490,Wearables,827.65
30491,Product 30491,Home Decor,260.91
30492,Product 30492,Kitchen,710.0
30493,Product 30493,Home Decor,888.38
30494,Product 30494,Electronics,114.94
30495,Product 30495,Electronics,482.15
30496,Product 30496,Electronics,839.29
30497,Product 30497,Kitchen,702.2
30498,Product 30498,Sports,135.81
30499,Product 30499,Electronics,732.23
30500,Product 30500,Electronics,648.02
30501,Product 30501,Wearables,87.91
30502,Product 30502,Home Decor,808.14
30503,Product 30503,Home Decor,564.94
30504,Product 30504,Sports,398.7
30505,Product 30505,Wearables,994.95
30506,Product 30506,Kitchen,247.54
30507,Product 30507,Home Decor,139.34
30508,Product 30508,Kitchen,916.84
30509,Product 30509,Wearables,656.98
30510,Product 30510,Wearables,94.32
30511,Product 30511,Sports,752.18
30512,Product 30512,Electronics,975.68
30513,Product 30513,Home Decor,115.93
30514,Product 30514,Home Decor,918.25
30515,Product 30515,Electronics,146.01
30516,Product 30516,Home Decor,676.35
30517,Product 30517,Home Decor,35.4
30518,Product 30518,Home Decor,381.31
30519,Product 30519,Wearables,31.29
30520,Product 30520,Sports,343.44
30521,Product 30521,Wearables,227.83
30522,Product 30522,Sports,233.71
30523,Product 30523,Home Decor,698.64
30524,Product 30524,Wearables,601.48
30525,Product 30525,Sports,992.63
30526,Product 30526,Home Decor,959.38
30527,Product 30527,Kitchen,38.69
30528,Product 30528,Electronics,811.14
30529,Product 30529,Sports,271.14
30530,Product 30530,Electronics,333.56
30531,Product 30531,Wearables,873.31
30532,Product 30532,Home Decor,628.61
30533,Product 30533,Wearables,882.38
30534,Product 30534,Home Decor,653.47
30535,Product 30535,Home Decor,764.8
30536,Product 30536,Sports,514.0
30537,Product 30537,Kitchen,994.14
30538,Product 30538,Wearables,98.52
30539,Product 30539,Wearables,334.86
30540,Product 30540,Sports,666.34
30541,Product 30541,Home Decor,572.73
30542,Product 30542,Home Decor,956.03
30543,Product 30543,Home Decor,387.67
30544,Product 30544,Sports,672.97
30545,Product 30545,Kitchen,185.4
30546,Product 30546,Sports,29.53
30547,Product 30547,Sports,184.14
30548,Product 30548,Wearables,325.23
30549,Product 30549,Sports,85.39
30550,Product 30550,Home Decor,729.87
30551,Product 30551,Wearables,283.5
30552,Product 30552,Electronics,92.97
30553,Product 30553,Home Decor,639.93
30554,Product 30554,Wearables,191.71
30555,Product 30555,Electronics,94.13
30556,Product 30556,Sports,593.6
30557,Product 30557,Kitchen,961.33
30558,Product 30558,Wearables,34.37
30559,Product 30559,Wearables,722.83
30560,Product 30560,Sports,937.83
30561,Product 30561,Home Decor,814.56
30562,Product 30562,Sports,913.14
30563,Product 30563,Wearables,832.69
30564,Product 30564,Sports,729.16
30565,Product 30565,Sports,322.07
30566,Product 30566,Sports,62.91
30567,Product 30567,Wearables,407.45
30568,Product 30568,Sports,805.69
30569,Product 30569,Sports,602.76
30570,Product 30570,Wearables,573.9
30571,Product 30571,Wearables,601.21
30572,Product 30572,Electronics,244.53
30573,Product 30573,Sports,319.92
30574,Product 30574,Wearables,448.27
30575,Product 30575,Kitchen,196.23
30576,Product 30576,Sports,173.12
30577,Product 30577,Sports,471.36
30578,Product 30578,Electronics,231.42
30579,Product 30579,Wearables,516.81
30580,Product 30580,Electronics,180.22
30581,Product 30581,Home Decor,583.48
30582,Product 30582,Kitchen,330.83
30583,Product 30583,Electronics,711.95
30584,Product 30584,Home Decor,51.93
30585,Product 30585,Sports,963.17
30586,Product 30586,Home Decor,525.68
30587,Product 30587,Sports,695.46
30588,Product 30588,Wearables,128.14
30589,Product 30589,Wearables,113.21
30590,Product 30590,Wearables,975.8
30591,Product 30591,Electronics,381.92
30592,Product 30592,Home Decor,846.37
30593,Product 30593,Wearables,898.73
30594,Product 30594,Wearables,111.55
30595,Product 30595,Home Decor,199.16
30596,Product 30596,Kitchen,103.57
30597,Product 30597,Sports,749.19
30598,Product 30598,Sports,155.08
30599,Product 30599,Wearables,314.27
30600,Product 30600,Sports,409.65
30601,Product 30601,Electronics,98.32
30602,Product 30602,Kitchen,971.29
30603,Product 30603,Sports,914.05
30604,Product 30604,Sports,902.31
30605,Product 30605,Wearables,312.72
30606,Product 30606,Electronics,326.11
30607,Product 30607,Home Decor,124.0
30608,Product 30608,Home Decor,842.38
30609,Product 30609,Wearables,12.33
30610,Product 30610,Electronics,415.02
30611,Product 30611,Kitchen,80.97
30612,Product 30612,Home Decor,95.58
30613,Product 30613,Kitchen,623.65
30614,Product 30614,Sports,892.89
30615,Product 30615,Wearables,498.74
30616,Product 30616,Home Decor,466.46
30617,Product 30617,Sports,786.34
30618,Product 30618,Electronics,738.34
30619,Product 30619,Electronics,912.1
30620,Product 30620,Wearables,446.19
30621,Product 30621,Sports,871.91
30622,Product 30622,Wearables,428.79
30623,Product 30623,Wearables,239.38
30624,Product 30624,Kitchen,45.29
30625,Product 30625,Electronics,697.58
30626,Product 30626,Wearables,961.05
30627,Product 30627,Electronics,324.0
30628,Product 30628,Home Decor,208.26
30629,Product 30629,Wearables,425.21
30630,Product 30630,Electronics,612.19
30631,Product 30631,Sports,202.22
30632,Product 30632,Home Decor,725.47
30633,Product 30633,Kitchen,833.35
30634,Product 30634,Electronics,356.86
30635,Product 30635,Kitchen,366.61
30636,Product 30636,Sports,551.25
30637,Product 30637,Sports,61.98
30638,Product 30638,Home Decor,512.16
30639,Product 30639,Electronics,9.03
30640,Product 30640,Sports,297.68
30641,Product 30641,Electronics,712.35
30642,Product 30642,Electronics,8.83
30643,Product 30643,Electronics,255.68
30644,Product 30644,Sports,889.95
30645,Product 30645,Sports,484.91
30646,Product 30646,Kitchen,235.85
30647,Product 30647,Wearables,614.48
30648,Product 30648,Electronics,960.32
30649,Product 30649,Wearables,612.16
30650,Product 30650,Kitchen,291.27
30651,Product 30651,Sports,593.81
30652,Product 30652,Kitchen,147.26
30653,Product 30653,Electronics,590.57
30654,Product 30654,Wearables,365.83
30655,Product 30655,Sports,884.27
30656,Product 30656,Kitchen,412.56
30657,Product 30657,Electronics,806.55
30658,Product 30658,Home Decor,185.83
30659,Product 30659,Home Decor,288.03
30660,Product 30660,Wearables,200.76
30661,Product 30661,Home Decor,956.42
30662,Product 30662,Wearables,813.41
30663,Product 30663,Electronics,49.32
30664,Product 30664,Home Decor,159.91
30665,Product 30665,Kitchen,561.64
30666,Product 30666,Electronics,533.41
30667,Product 30667,Electronics,887.78
30668,Product 30668,Wearables,365.22
30669,Product 30669,Home Decor,601.66
30670,Product 30670,Kitchen,455.96
30671,Product 30671,Wearables,151.08
30672,Product 30672,Wearables,981.36
30673,Product 30673,Electronics,612.71
30674,Product 30674,Sports,245.8
30675,Product 30675,Kitchen,893.37
30676,Product 30676,Home Decor,195.93
30677,Product 30677,Kitchen,98.08
30678,Product 30678,Home Decor,536.59
30679,Product 30679,Wearables,542.64
30680,Product 30680,Wearables,520.22
30681,Product 30681,Home Decor,104.21
30682,Product 30682,Kitchen,303.84
30683,Product 30683,Sports,232.24
30684,Product 30684,Kitchen,287.61
30685,Product 30685,Home Decor,597.15
30686,Product 30686,Home Decor,778.9
30687,Product 30687,Electronics,529.48
30688,Product 30688,Wearables,733.76
30689,Product 30689,Sports,420.09
30690,Product 30690,Electronics,830.83
30691,Product 30691,Sports,920.57
30692,Product 30692,Home Decor,733.43
30693,Product 30693,Electronics,11.39
30694,Product 30694,Kitchen,790.17
30695,Product 30695,Wearables,241.23
30696,Product 30696,Electronics,227.22
30697,Product 30697,Kitchen,202.95
30698,Product 30698,Wearables,43.51
30699,Product 30699,Wearables,34.23
30700,Product 30700,Wearables,882.26
30701,Product 30701,Electronics,892.09
30702,Product 30702,Home Decor,588.31
30703,Product 30703,Sports,17.6
30704,Product 30704,Sports,595.91
30705,Product 30705,Electronics,442.27
30706,Product 30706,Wearables,946.63
30707,Product 30707,Home Decor,957.24
30708,Product 30708,Sports,725.07
30709,Product 30709,Sports,434.33
30710,Product 30710,Wearables,876.03
30711,Product 30711,Home Decor,844.67
30712,Product 30712,Electronics,151.11
30713,Product 30713,Home Decor,99.71
30714,Product 30714,Home Decor,479.16
30715,Product 30715,Electronics,476.08
30716,Product 30716,Wearables,402.91
30717,Product 30717,Electronics,780.51
30718,Product 30718,Home Decor,508.41
30719,Product 30719,Electronics,136.48
30720,Product 30720,Wearables,303.33
30721,Product 30721,Home Decor,271.35
30722,Product 30722,Home Decor,424.09
30723,Product 30723,Kitchen,743.35
30724,Product 30724,Electronics,846.1
30725,Product 30725,Electronics,50.32
30726,Product 30726,Home Decor,654.53
30727,Product 30727,Sports,911.88
30728,Product 30728,Home Decor,377.85
30729,Product 30729,Kitchen,603.06
30730,Product 30730,Sports,781.28
30731,Product 30731,Wearables,346.47
30732,Product 30732,Sports,770.5
30733,Product 30733,Wearables,143.21
30734,Product 30734,Home Decor,936.12
30735,Product 30735,Home Decor,265.88
30736,Product 30736,Sports,995.52
30737,Product 30737,Home Decor,260.27
30738,Product 30738,Wearables,106.55
30739,Product 30739,Kitchen,379.95
30740,Product 30740,Sports,420.04
30741,Product 30741,Kitchen,110.9
30742,Product 30742,Wearables,930.03
30743,Product 30743,Wearables,157.48
30744,Product 30744,Home Decor,361.44
30745,Product 30745,Home Decor,396.75
30746,Product 30746,Electronics,614.22
30747,Product 30747,Home Decor,346.13
30748,Product 30748,Wearables,71.54
30749,Product 30749,Sports,13.22
30750,Product 30750,Home Decor,390.63
30751,Product 30751,Electronics,925.31
30752,Product 30752,Wearables,711.78
30753,Product 30753,Sports,333.35
30754,Product 30754,Electronics,914.63
30755,Product 30755,Electronics,611.0
30756,Product 30756,Electronics,129.94
30757,Product 30757,Kitchen,946.1
30758,Product 30758,Home Decor,267.61
30759,Product 30759,Electronics,440.79
30760,Product 30760,Wearables,277.22
30761,Product 30761,Sports,842.35
30762,Product 30762,Kitchen,216.96
30763,Product 30763,Wearables,860.01
30764,Product 30764,Electronics,556.33
30765,Product 30765,Sports,478.31
30766,Product 30766,Electronics,472.42
30767,Product 30767,Electronics,728.77
30768,Product 30768,Electronics,501.95
30769,Product 30769,Kitchen,106.21
30770,Product 30770,Home Decor,142.21
