order_id,customer_id,order_date,total_amount,order_status
25717,26875,2025-02-20,1600.39,SHIPPED
25719,26792,2025-02-20,1710.9,PENDING
25721,28293,2025-02-20,2018.67,DELIVERED
25724,26386,2025-02-20,2879.45,PENDING
25727,25632,2025-02-20,4702.69,DELIVERED
25738,28269,2025-02-20,3297.38,DELIVERED
25743,25283,2025-02-20,4515.25,PENDING
25753,25740,2025-02-20,601.48,DELIVERED
25778,28887,2025-02-20,3024.78,SHIPPED
25806,29867,2025-02-20,3268.07,DELIVERED
25816,25854,2025-02-20,4141.7,DELIVERED
25830,25296,2025-02-20,1080.16,SHIPPED
25833,28794,2025-02-20,4903.41,DELIVERED
25835,29858,2025-02-20,1258.34,SHIPPED
25839,26200,2025-02-20,3315.08,DELIVERED
25847,28648,2025-02-20,2480.67,SHIPPED
25849,25250,2025-02-20,3408.4,DELIVERED
25857,29709,2025-02-20,3380.58,SHIPPED
25874,25336,2025-02-20,1389.48,PENDING
25880,28019,2025-02-20,4533.37,PENDING
25891,28536,2025-02-20,4401.44,PENDING
25897,27996,2025-02-20,841.73,DELIVERED
25898,25447,2025-02-20,2877.16,SHIPPED
25923,28777,2025-02-20,4867.92,PENDING
25937,27951,2025-02-20,3872.94,DELIVERED
25942,28121,2025-02-20,1624.78,SHIPPED
25955,28613,2025-02-20,3672.99,SHIPPED
25987,25121,2025-02-20,3244.84,SHIPPED
25989,29197,2025-02-20,4414.84,PENDING
25993,25752,2025-02-20,2227.28,PENDING
26003,27481,2025-02-20,2136.61,PENDING
26005,28393,2025-02-20,292.4,PENDING
26013,26403,2025-02-20,2284.0,SHIPPED
26015,25785,2025-02-20,418.9,SHIPPED
26016,29251,2025-02-20,3542.18,PENDING
26020,27025,2025-02-20,453.79,PENDING
26023,26148,2025-02-20,3374.1,SHIPPED
26045,29135,2025-02-20,3835.17,PENDING
26048,25092,2025-02-20,2119.71,PENDING
26053,27561,2025-02-20,1022.71,PENDING
26055,27023,2025-02-20,3044.7,SHIPPED
26066,25240,2025-02-20,2189.07,DELIVERED
26067,26758,2025-02-20,2815.46,PENDING
26085,28601,2025-02-20,2477.18,PENDING
26086,28607,2025-02-20,3820.79,PENDING
26101,29092,2025-02-20,1216.35,SHIPPED
26102,26481,2025-02-20,2206.66,PENDING
26112,27558,2025-02-20,313.51,PENDING
26130,28160,2025-02-20,1262.17,PENDING
26134,29800,2025-02-20,401.23,DELIVERED
26143,27501,2025-02-20,2373.33,DELIVERED
26144,26267,2025-02-20,3483.56,PENDING
26147,26100,2025-02-20,3561.66,PENDING
26154,25992,2025-02-20,2805.84,PENDING
26158,29043,2025-02-20,1192.93,DELIVERED
26172,27914,2025-02-20,1523.52,SHIPPED
26175,26566,2025-02-20,3702.65,PENDING
26185,26434,2025-02-20,2767.92,DELIVERED
26187,29741,2025-02-20,4480.15,PENDING
26207,27445,2025-02-20,1428.66,DELIVERED
26219,26405,2025-02-20,4166.85,PENDING
26222,27174,2025-02-20,911.22,DELIVERED
26228,28845,2025-02-20,4252.47,DELIVERED
26234,27212,2025-02-20,2068.48,DELIVERED
26251,25637,2025-02-20,897.57,DELIVERED
26260,27139,2025-02-20,3239.16,SHIPPED
26262,28686,2025-02-20,2072.83,PENDING
26265,25077,2025-02-20,2243.93,PENDING
26288,26775,2025-02-20,607.72,PENDING
26292,29835,2025-02-20,3484.14,DELIVERED
26293,29553,2025-02-20,1549.1,PENDING
26300,27850,2025-02-20,2567.87,SHIPPED
26314,26124,2025-02-20,3739.7,DELIVERED
26319,25782,2025-02-20,2501.51,DELIVERED
26355,27913,2025-02-20,2985.35,DELIVERED
26360,28622,2025-02-20,2160.05,PENDING
26365,25605,2025-02-20,1221.71,SHIPPED
26368,26601,2025-02-20,1572.16,DELIVERED
26376,25501,2025-02-20,1822.73,PENDING
26377,26620,2025-02-20,2177.9,DELIVERED
26381,28819,2025-02-20,2857.17,PENDING
26386,25021,2025-02-20,3011.28,DELIVERED
26397,25978,2025-02-20,3266.92,SHIPPED
26401,28441,2025-02-20,2319.08,PENDING
26424,26673,2025-02-20,3924.06,DELIVERED
26426,28449,2025-02-20,1396.3,DELIVERED
26446,25341,2025-02-20,317.37,SHIPPED
26451,29783,2025-02-20,703.52,PENDING
26484,25199,2025-02-20,4027.17,SHIPPED
26486,28810,2025-02-20,3990.3,SHIPPED
26493,29483,2025-02-20,2854.99,DELIVERED
26494,29432,2025-02-20,4675.94,SHIPPED
26509,29879,2025-02-20,273.48,SHIPPED
26511,29313,2025-02-20,1639.06,SHIPPED
26514,29022,2025-02-20,1937.4,PENDING
26535,26350,2025-02-20,3500.04,SHIPPED
26537,29487,2025-02-20,818.19,PENDING
26541,25307,2025-02-20,4662.05,PENDING
26552,28484,2025-02-20,2994.52,SHIPPED
26553,25351,2025-02-20,1369.26,DELIVERED
26556,25619,2025-02-20,4528.33,SHIPPED
26561,29450,2025-02-20,4385.77,DELIVERED
26570,26367,2025-02-20,1833.72,DELIVERED
26581,29060,2025-02-20,4344.33,DELIVERED
26589,25268,2025-02-20,4910.58,PENDING
26595,25575,2025-02-20,2004.01,SHIPPED
26624,26491,2025-02-20,161.13,SHIPPED
26638,27294,2025-02-20,3009.13,SHIPPED
26657,28256,2025-02-20,624.78,SHIPPED
26658,29868,2025-02-20,1468.01,DELIVERED
26662,29196,2025-02-20,181.02,SHIPPED
26677,29244,2025-02-20,3780.91,SHIPPED
26688,25480,2025-02-20,1457.37,SHIPPED
26691,27880,2025-02-20,4444.1,DELIVERED
26692,26017,2025-02-20,1849.92,PENDING
26700,29508,2025-02-20,922.66,DELIVERED
26702,26438,2025-02-20,1266.41,DELIVERED
26703,29208,2025-02-20,1104.6,SHIPPED
26710,26789,2025-02-20,2425.75,DELIVERED
26712,28178,2025-02-20,2370.23,PENDING
26718,25196,2025-02-20,3750.24,DELIVERED
26730,28503,2025-02-20,2453.22,SHIPPED
26731,25368,2025-02-20,1771.04,SHIPPED
26737,27793,2025-02-20,2662.57,DELIVERED
26740,29978,2025-02-20,3153.86,SHIPPED
26750,28330,2025-02-20,49.78,DELIVERED
26751,25910,2025-02-20,2719.7,PENDING
26756,28774,2025-02-20,1949.17,SHIPPED
26764,28241,2025-02-20,2295.98,SHIPPED
26775,28905,2025-02-20,3856.23,SHIPPED
26779,25573,2025-02-20,4333.52,PENDING
26788,29756,2025-02-20,2400.62,SHIPPED
26790,28604,2025-02-20,4476.46,PENDING
26792,29429,2025-02-20,4934.53,PENDING
26794,29812,2025-02-20,1540.72,PENDING
26795,29930,2025-02-20,2181.17,SHIPPED
26799,25554,2025-02-20,3023.6,DELIVERED
26808,25031,2025-02-20,2298.58,PENDING
26822,25288,2025-02-20,3352.57,DELIVERED
26824,27920,2025-02-20,2787.77,DELIVERED
26829,25997,2025-02-20,2651.79,PENDING
26830,25843,2025-02-20,952.85,PENDING
26865,28934,2025-02-20,1409.95,DELIVERED
26876,28069,2025-02-20,846.1,PENDING
26889,28299,2025-02-20,3233.16,PENDING
26891,25425,2025-02-20,4524.56,DELIVERED
26909,26486,2025-02-20,435.59,DELIVERED
26922,25764,2025-02-20,2503.19,SHIPPED
26935,28774,2025-02-20,3880.04,PENDING
26937,29920,2025-02-20,980.33,PENDING
26939,26541,2025-02-20,4954.09,SHIPPED
26941,25804,2025-02-20,2001.16,SHIPPED
26950,26358,2025-02-20,2628.75,DELIVERED
26952,27278,2025-02-20,4610.42,PENDING
26954,27229,2025-02-20,1192.07,SHIPPED
26956,25934,2025-02-20,4064.76,DELIVERED
26964,25423,2025-02-20,1713.93,PENDING
26977,29856,2025-02-20,1515.1,PENDING
26984,28463,2025-02-20,4243.16,PENDING
26988,28610,2025-02-20,2689.76,DELIVERED
26994,27702,2025-02-20,2671.93,SHIPPED
26996,28535,2025-02-20,2142.15,SHIPPED
26999,29519,2025-02-20,2331.89,SHIPPED
27014,26496,2025-02-20,4144.71,DELIVERED
27031,29079,2025-02-20,4649.73,SHIPPED
27034,29790,2025-02-20,3690.04,DELIVERED
27037,28498,2025-02-20,3508.9,DELIVERED
27041,28273,2025-02-20,1733.42,SHIPPED
27042,27662,2025-02-20,2976.08,SHIPPED
27046,26057,2025-02-20,4741.0,SHIPPED
27060,29162,2025-02-20,201.3,SHIPPED
27074,26919,2025-02-20,4936.08,SHIPPED
27075,26420,2025-02-20,4436.3,SHIPPED
27092,25744,2025-02-20,4664.51,SHIPPED
27093,27576,2025-02-20,876.41,PENDING
27105,25242,2025-02-20,3709.2,PENDING
27156,29675,2025-02-20,3549.24,PENDING
27164,28592,2025-02-20,4166.24,SHIPPED
27165,27774,2025-02-20,4623.39,DELIVERED
27183,26914,2025-02-20,3503.55,DELIVERED
27184,26374,2025-02-20,4831.1,SHIPPED
27196,28731,2025-02-20,4449.03,SHIPPED
27198,27316,2025-02-20,2982.49,DELIVERED
27207,26052,2025-02-20,3317.44,DELIVERED
27208,25819,2025-02-20,3737.74,PENDING
27209,29361,2025-02-20,4459.36,PENDING
27227,27775,2025-02-20,1557.63,PENDING
27231,29043,2025-02-20,4916.67,DELIVERED
27237,28790,2025-02-20,2621.87,DELIVERED
27239,25315,2025-02-20,832.9,SHIPPED
27242,25925,2025-02-20,4070.89,PENDING
27255,29808,2025-02-20,4777.68,DELIVERED
27263,25764,2025-02-20,103.88,DELIVERED
27266,27019,2025-02-20,3424.46,DELIVERED
27267,26221,2025-02-20,3175.36,SHIPPED
27273,28201,2025-02-20,2646.37,PENDING
27276,29521,2025-02-20,1249.47,DELIVERED
27288,25125,2025-02-20,4452.1,SHIPPED
27292,26241,2025-02-20,4796.13,SHIPPED
27297,27157,2025-02-20,907.17,DELIVERED
27300,27159,2025-02-20,150.41,PENDING
27317,26979,2025-02-20,3894.45,SHIPPED
27319,26160,2025-02-20,1615.98,PENDING
27327,29360,2025-02-20,58.48,DELIVERED
27333,27145,2025-02-20,208.97,DELIVERED
27362,27893,2025-02-20,2045.24,SHIPPED
27369,27631,2025-02-20,3706.77,SHIPPED
27381,28184,2025-02-20,4530.26,DELIVERED
27400,27265,2025-02-20,4785.58,PENDING
27403,29764,2025-02-20,4703.95,PENDING
27409,28209,2025-02-20,2192.3,DELIVERED
27414,26636,2025-02-20,3901.87,DELIVERED
27417,27255,2025-02-20,3326.52,SHIPPED
27430,26116,2025-02-20,1525.36,SHIPPED
27432,26268,2025-02-20,3486.05,SHIPPED
27433,25447,2025-02-20,1545.52,DELIVERED
27437,29487,2025-02-20,443.25,SHIPPED
27454,26745,2025-02-20,1039.85,DELIVERED
27462,25341,2025-02-20,2176.98,PENDING
27472,28002,2025-02-20,2005.45,PENDING
27473,27457,2025-02-20,4237.95,DELIVERED
27486,25171,2025-02-20,48.53,PENDING
27490,29424,2025-02-20,3006.39,PENDING
27491,25307,2025-02-20,2976.49,PENDING
27495,29432,2025-02-20,1516.04,DELIVERED
27506,25723,2025-02-20,3447.86,DELIVERED
27532,26116,2025-02-20,4860.45,DELIVERED
27533,29485,2025-02-20,2400.91,DELIVERED
27543,26373,2025-02-20,4524.71,DELIVERED
27555,29824,2025-02-20,4415.25,DELIVERED
27559,26823,2025-02-20,274.58,DELIVERED
27560,27784,2025-02-20,2025.39,SHIPPED
27561,26061,2025-02-20,2741.64,DELIVERED
27562,29376,2025-02-20,3819.87,DELIVERED
27565,29495,2025-02-20,304.2,DELIVERED
27571,29136,2025-02-20,1756.75,SHIPPED
27590,25293,2025-02-20,4598.81,DELIVERED
27593,28407,2025-02-20,1159.7,DELIVERED
27598,27960,2025-02-20,3652.73,DELIVERED
27603,29698,2025-02-20,382.48,PENDING
27622,28514,2025-02-20,260.33,SHIPPED
27625,27504,2025-02-20,1747.22,PENDING
27639,29833,2025-02-20,2733.17,DELIVERED
27643,28072,2025-02-20,4224.44,DELIVERED
27648,25827,2025-02-20,1242.33,SHIPPED
27651,25333,2025-02-20,3109.47,SHIPPED
27657,29877,2025-02-20,3773.39,DELIVERED
27669,28176,2025-02-20,4510.25,DELIVERED
27676,26741,2025-02-20,3034.39,PENDING
27692,26197,2025-02-20,3287.93,PENDING
27717,26552,2025-02-20,2814.52,PENDING
27725,25179,2025-02-20,952.13,PENDING
27727,28106,2025-02-20,3110.38,SHIPPED
27737,29252,2025-02-20,4871.88,PENDING
27774,27307,2025-02-20,4780.49,DELIVERED
27778,25510,2025-02-20,1430.27,SHIPPED
27779,25157,2025-02-20,3321.07,SHIPPED
27781,28829,2025-02-20,478.68,SHIPPED
27788,26048,2025-02-20,2203.25,DELIVERED
27799,29500,2025-02-20,1273.23,PENDING
27805,26804,2025-02-20,3753.79,PENDING
27808,26427,2025-02-20,131.53,SHIPPED
27817,29876,2025-02-20,4024.18,DELIVERED
27833,25336,2025-02-20,306.17,SHIPPED
27845,25464,2025-02-20,2821.4,DELIVERED
27851,25533,2025-02-20,525.85,SHIPPED
27864,26023,2025-02-20,2211.16,DELIVERED
27867,28860,2025-02-20,1387.98,PENDING
27916,27386,2025-02-20,1152.74,DELIVERED
27936,29551,2025-02-20,1457.3,DELIVERED
27944,27882,2025-02-20,1577.88,DELIVERED
27951,25983,2025-02-20,3371.16,SHIPPED
27955,29908,2025-02-20,4984.09,DELIVERED
27960,27096,2025-02-20,3498.77,SHIPPED
27980,26666,2025-02-20,2085.36,PENDING
27992,29722,2025-02-20,3851.61,DELIVERED
28015,28281,2025-02-20,133.21,SHIPPED
28016,27097,2025-02-20,3902.09,SHIPPED
28022,28129,2025-02-20,3770.51,SHIPPED
28025,25612,2025-02-20,2773.03,DELIVERED
28028,26808,2025-02-20,4876.5,DELIVERED
28029,27851,2025-02-20,856.4,DELIVERED
28038,27345,2025-02-20,2303.74,DELIVERED
28050,28691,2025-02-20,3481.21,SHIPPED
28060,27937,2025-02-20,1768.03,DELIVERED
28064,27455,2025-02-20,532.81,DELIVERED
28070,25641,2025-02-20,3143.03,SHIPPED
28078,29283,2025-02-20,4223.94,SHIPPED
28083,25865,2025-02-20,2057.09,SHIPPED
28094,26548,2025-02-20,3396.15,DELIVERED
28109,29765,2025-02-20,4126.76,PENDING
28124,28515,2025-02-20,3572.23,DELIVERED
28140,27406,2025-02-20,2423.29,DELIVERED
28146,26892,2025-02-20,3083.03,SHIPPED
28152,27509,2025-02-20,2590.93,DELIVERED
28156,27073,2025-02-20,2835.75,DELIVERED
28157,27864,2025-02-20,1069.39,SHIPPED
28163,26077,2025-02-20,3813.14,PENDING
28164,27596,2025-02-20,651.22,PENDING
28170,25579,2025-02-20,3276.74,PENDING
28182,29101,2025-02-20,384.26,DELIVERED
28185,26258,2025-02-20,1945.54,DELIVERED
28186,27366,2025-02-20,3168.36,DELIVERED
28192,28081,2025-02-20,360.4,PENDING
28196,27041,2025-02-20,3781.9,PENDING
28197,25132,2025-02-20,915.8,DELIVERED
28201,29201,2025-02-20,3204.35,DELIVERED
28202,27041,2025-02-20,2375.86,SHIPPED
28205,28328,2025-02-20,3393.72,DELIVERED
28209,26257,2025-02-20,4113.56,PENDING
28215,27230,2025-02-20,1803.23,PENDING
28226,27537,2025-02-20,3056.91,SHIPPED
28246,27252,2025-02-20,2762.96,PENDING
28250,26829,2025-02-20,979.79,PENDING
28253,27720,2025-02-20,4630.67,DELIVERED
28255,25189,2025-02-20,1638.34,SHIPPED
28256,29915,2025-02-20,1412.2,DELIVERED
28263,29593,2025-02-20,1650.35,DELIVERED
28265,25773,2025-02-20,4606.7,PENDING
28268,26249,2025-02-20,2403.43,PENDING
28281,25857,2025-02-20,3372.24,SHIPPED
28283,26744,2025-02-20,4270.44,SHIPPED
28296,25853,2025-02-20,2064.38,DELIVERED
28298,28432,2025-02-20,1671.11,SHIPPED
28306,29162,2025-02-20,110.87,DELIVERED
28312,28372,2025-02-20,1104.42,PENDING
28314,27613,2025-02-20,3737.62,PENDING
28326,27402,2025-02-20,4260.32,DELIVERED
28346,29544,2025-02-20,2064.29,PENDING
28348,29426,2025-02-20,3949.31,SHIPPED
28363,26729,2025-02-20,2943.9,DELIVERED
28368,25924,2025-02-20,1565.37,SHIPPED
28370,27719,2025-02-20,2120.02,PENDING
28371,25097,2025-02-20,3901.01,PENDING
28390,28239,2025-02-20,971.27,PENDING
28393,26412,2025-02-20,1095.37,DELIVERED
28395,26004,2025-02-20,2957.72,SHIPPED
28401,29629,2025-02-20,383.28,SHIPPED
28417,25436,2025-02-20,127.52,SHIPPED
28432,28713,2025-02-20,2525.11,DELIVERED
28447,28965,2025-02-20,4807.63,SHIPPED
28451,25611,2025-02-20,961.19,DELIVERED
28456,25498,2025-02-20,4768.1,SHIPPED
28461,25972,2025-02-20,4006.15,SHIPPED
28483,27869,2025-02-20,2021.21,SHIPPED
28486,25150,2025-02-20,1280.66,SHIPPED
28487,27736,2025-02-20,4006.99,SHIPPED
28491,29398,2025-02-20,3152.77,SHIPPED
28518,25637,2025-02-20,1883.27,PENDING
28535,26352,2025-02-20,253.94,SHIPPED
28544,25592,2025-02-20,4142.45,PENDING
28552,27041,2025-02-20,1956.56,SHIPPED
28554,25277,2025-02-20,807.67,PENDING
28562,27367,2025-02-20,3326.2,PENDING
28566,25671,2025-02-20,598.59,PENDING
28572,28249,2025-02-20,31.76,PENDING
28582,25897,2025-02-20,1117.27,DELIVERED
28591,25365,2025-02-20,3500.93,PENDING
28596,29516,2025-02-20,3464.28,DELIVERED
28597,28251,2025-02-20,3404.12,PENDING
28637,26645,2025-02-20,3868.26,DELIVERED
28640,25164,2025-02-20,3924.86,DELIVERED
28643,28711,2025-02-20,1951.0,SHIPPED
28645,29664,2025-02-20,2332.37,DELIVERED
28659,25463,2025-02-20,2994.07,PENDING
28669,28889,2025-02-20,3109.94,DELIVERED
28693,27411,2025-02-20,244.26,SHIPPED
28696,27856,2025-02-20,10.38,PENDING
28706,28505,2025-02-20,2149.83,DELIVERED
28710,25827,2025-02-20,4997.53,DELIVERED
28714,29923,2025-02-20,2213.06,SHIPPED
28720,28883,2025-02-20,4882.47,DELIVERED
28725,29156,2025-02-20,4802.65,SHIPPED
28738,29203,2025-02-20,4871.37,DELIVERED
28743,28243,2025-02-20,499.58,PENDING
28744,28757,2025-02-20,2518.15,PENDING
28745,27941,2025-02-20,4457.99,PENDING
28751,27739,2025-02-20,3490.53,SHIPPED
28778,28680,2025-02-20,2370.12,PENDING
28784,29569,2025-02-20,4170.17,DELIVERED
28793,28388,2025-02-20,3529.76,DELIVERED
28796,26585,2025-02-20,4486.98,DELIVERED
28805,29032,2025-02-20,529.29,SHIPPED
28807,25626,2025-02-20,1495.35,DELIVERED
28826,27477,2025-02-20,2742.15,DELIVERED
28849,25249,2025-02-20,2178.53,SHIPPED
28854,25031,2025-02-20,469.3,PENDING
28867,26406,2025-02-20,3734.76,SHIPPED
28895,29504,2025-02-20,3650.41,SHIPPED
28906,25328,2025-02-20,2237.07,PENDING
28916,29469,2025-02-20,4150.75,PENDING
28922,28869,2025-02-20,2981.09,DELIVERED
28935,27095,2025-02-20,2159.39,SHIPPED
28957,27177,2025-02-20,3934.94,PENDING
28961,27192,2025-02-20,1924.25,DELIVERED
28985,28732,2025-02-20,1576.55,SHIPPED
28989,28534,2025-02-20,385.21,PENDING
28996,25951,2025-02-20,3260.51,DELIVERED
29031,25088,2025-02-20,3206.97,SHIPPED
29032,26207,2025-02-20,3912.92,SHIPPED
29033,29841,2025-02-20,2224.78,PENDING
29046,25568,2025-02-20,206.24,SHIPPED
29047,28754,2025-02-20,4892.73,SHIPPED
29048,28899,2025-02-20,4610.2,PENDING
29049,28417,2025-02-20,4553.52,SHIPPED
29062,27748,2025-02-20,1102.5,PENDING
29071,25711,2025-02-20,1708.45,DELIVERED
29091,25393,2025-02-20,4670.7,DELIVERED
29092,25420,2025-02-20,3854.07,DELIVERED
29093,27322,2025-02-20,3323.66,PENDING
29114,29226,2025-02-20,25.66,DELIVERED
29146,28943,2025-02-20,2842.91,SHIPPED
29172,29683,2025-02-20,3712.72,SHIPPED
29182,28406,2025-02-20,2756.26,SHIPPED
29206,29946,2025-02-20,2320.25,PENDING
29213,28303,2025-02-20,3267.6,DELIVERED
29222,28654,2025-02-20,2111.09,PENDING
29227,27037,2025-02-20,3052.23,PENDING
29228,27908,2025-02-20,1689.81,PENDING
29244,25594,2025-02-20,780.37,SHIPPED
29253,26144,2025-02-20,1135.68,DELIVERED
29262,28416,2025-02-20,3242.19,SHIPPED
29266,26349,2025-02-20,3045.25,SHIPPED
29270,28155,2025-02-20,3752.56,PENDING
29289,28811,2025-02-20,3178.67,PENDING
29297,25014,2025-02-20,739.24,DELIVERED
29305,29981,2025-02-20,4229.16,DELIVERED
29307,27080,2025-02-20,1809.08,DELIVERED
29309,25964,2025-02-20,1.6,PENDING
29311,29726,2025-02-20,2855.82,PENDING
29313,25318,2025-02-20,2178.7,SHIPPED
29314,28201,2025-02-20,4671.78,SHIPPED
29317,29066,2025-02-20,4377.62,SHIPPED
29318,25838,2025-02-20,400.53,PENDING
29344,29427,2025-02-20,4023.57,DELIVERED
29347,26288,2025-02-20,2524.0,PENDING
29352,29475,2025-02-20,3478.37,SHIPPED
29358,26110,2025-02-20,2071.7,DELIVERED
29368,28827,2025-02-20,937.72,PENDING
29371,27017,2025-02-20,1624.6,SHIPPED
29380,29076,2025-02-20,2974.17,PENDING
29381,27626,2025-02-20,1791.0,PENDING
29398,25532,2025-02-20,4132.93,PENDING
29402,29947,2025-02-20,1644.27,SHIPPED
29413,26989,2025-02-20,435.17,DELIVERED
29414,26449,2025-02-20,422.36,PENDING
29421,27208,2025-02-20,1851.74,SHIPPED
29422,28486,2025-02-20,4467.69,PENDING
29433,28447,2025-02-20,490.43,PENDING
29436,28769,2025-02-20,197.6,SHIPPED
29446,29924,2025-02-20,4797.95,DELIVERED
29447,25132,2025-02-20,2280.02,DELIVERED
29449,27737,2025-02-20,4803.21,PENDING
29453,29328,2025-02-20,1040.62,PENDING
29465,28549,2025-02-20,1294.76,PENDING
29475,28121,2025-02-20,722.69,SHIPPED
29481,26633,2025-02-20,909.78,DELIVERED
29482,25897,2025-02-20,586.93,DELIVERED
29486,27863,2025-02-20,2555.01,DELIVERED
29500,28257,2025-02-20,4233.44,PENDING
29507,26886,2025-02-20,4491.27,PENDING
29526,28488,2025-02-20,4571.41,PENDING
29534,29490,2025-02-20,1532.14,SHIPPED
29547,25449,2025-02-20,3077.4,DELIVERED
29554,27660,2025-02-20,2744.79,DELIVERED
29574,26993,2025-02-20,4590.41,DELIVERED
29576,27716,2025-02-20,457.63,PENDING
29593,25329,2025-02-20,1880.72,SHIPPED
29598,25287,2025-02-20,3693.09,PENDING
29605,26312,2025-02-20,3680.56,PENDING
29640,26935,2025-02-20,69.39,PENDING
29648,29340,2025-02-20,1727.36,SHIPPED
29656,26370,2025-02-20,3396.56,SHIPPED
29675,25063,2025-02-20,4511.26,PENDING
29677,26229,2025-02-20,3417.06,PENDING
29711,29793,2025-02-20,2056.02,PENDING
29712,25902,2025-02-20,4272.56,PENDING
29714,29380,2025-02-20,4656.61,DELIVERED
29725,26983,2025-02-20,2946.64,PENDING
29726,26803,2025-02-20,3478.49,DELIVERED
