order_id,order_date,customer_id,total_amount,order_status,timestamp,source_system
30206,2025-02-26,33482,1504.54,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30207,2025-02-26,26771,3199.46,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30208,2025-02-26,27958,1275.55,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30209,2025-02-26,5090,1643.24,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30210,2025-02-26,13122,330.13,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30211,2025-02-26,13644,1285.53,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30212,2025-02-26,6016,4644.47,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30213,2025-02-26,20581,4907.15,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30214,2025-02-26,23599,3814.89,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30215,2025-02-26,23711,47.62,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30216,2025-02-26,8701,3633.05,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30217,2025-02-26,867,3391.57,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30218,2025-02-26,22107,214.16,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30219,2025-02-26,882,738.26,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30220,2025-02-26,3698,627.76,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30221,2025-02-26,2950,1080.83,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30222,2025-02-26,22902,1817.17,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30223,2025-02-26,24111,1933.69,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30224,2025-02-26,5297,275.26,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30225,2025-02-26,19938,3419.68,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30226,2025-02-26,700,268.05,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30227,2025-02-26,21895,205.94,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30228,2025-02-26,10054,4470.63,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30229,2025-02-26,12305,4552.67,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30230,2025-02-26,31574,2880.05,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30231,2025-02-26,7394,4747.16,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30232,2025-02-26,34246,4842.28,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30233,2025-02-26,2429,3907.51,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30234,2025-02-26,26908,4097.37,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30235,2025-02-26,1396,4633.9,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30236,2025-02-26,2196,450.43,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30237,2025-02-26,9447,2018.6,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30238,2025-02-26,10400,2439.45,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30239,2025-02-26,18534,798.02,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30240,2025-02-26,27353,1861.77,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30241,2025-02-26,6207,3941.27,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30242,2025-02-26,26306,3873.08,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30243,2025-02-26,25740,799.25,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30244,2025-02-26,21126,2546.42,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30245,2025-02-26,34805,4730.13,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30246,2025-02-26,33672,3537.35,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30247,2025-02-26,13838,1828.49,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30248,2025-02-26,10618,906.43,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30249,2025-02-26,21453,3396.52,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30250,2025-02-26,701,2770.32,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30251,2025-02-26,4360,2375.81,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30252,2025-02-26,28070,2551.83,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30253,2025-02-26,31266,2548.97,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30254,2025-02-26,11149,4167.3,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30255,2025-02-26,23797,3671.46,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30256,2025-02-26,21544,1625.64,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30257,2025-02-26,22354,3367.8,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30258,2025-02-26,27709,2351.42,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30259,2025-02-26,7360,1445.78,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30260,2025-02-26,27876,87.91,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30261,2025-02-26,20946,416.35,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30262,2025-02-26,3140,3666.41,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30263,2025-02-26,17134,3116.89,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30264,2025-02-26,25114,1105.42,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30265,2025-02-26,7214,2097.69,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30266,2025-02-26,5175,2615.53,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30267,2025-02-26,15147,1741.79,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30268,2025-02-26,31571,4454.73,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30269,2025-02-26,21464,3445.57,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30270,2025-02-26,7633,2843.87,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30271,2025-02-26,33840,725.49,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30272,2025-02-26,4776,3448.31,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30273,2025-02-26,14631,287.11,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30274,2025-02-26,28450,1272.57,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30275,2025-02-26,21854,2736.52,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30276,2025-02-26,19295,4491.84,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30277,2025-02-26,28130,1163.38,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30278,2025-02-26,12675,1101.49,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30279,2025-02-26,23118,3157.74,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30280,2025-02-26,22476,2484.94,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30281,2025-02-26,14791,1480.16,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30282,2025-02-26,9020,144.22,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30283,2025-02-26,18773,1339.49,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30284,2025-02-26,18517,2025.3,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30285,2025-02-26,7109,3347.12,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30286,2025-02-26,31118,110.01,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30287,2025-02-26,24555,4389.55,CANCELLED,2025-02-26T10:18:49.019-07:00,Orders
30288,2025-02-26,34435,2109.46,PENDING,2025-02-26T10:18:49.019-07:00,Orders
30289,2025-02-26,34475,2725.42,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30290,2025-02-26,34039,61.41,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30291,2025-02-26,13471,416.56,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30292,2025-02-26,1684,1762.28,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
30293,2025-02-26,2102,2501.91,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30294,2025-02-26,26814,1649.64,DELIVERED,2025-02-26T10:18:49.019-07:00,Orders
30295,2025-02-26,24620,909.96,SHIPPED,2025-02-26T10:18:49.019-07:00,Orders
