order_item_id,order_id,product_id,quantity,unit_price
30186,11976,2016,2,119.75
30187,30077,18870,6,12.78
30188,34553,24420,6,280.18
30189,30479,270,2,490.99
30190,7010,13514,2,386.74
30191,5324,5264,5,35.93
30192,24857,8217,2,223.68
30193,30850,31262,8,22.27
30194,17526,14540,4,75.95
30195,1668,17509,3,489.84
30196,4252,1501,7,349.6
30197,4972,15780,8,60.72
30198,645,16640,2,118.96
30199,19723,18656,6,417.15
30200,28140,28157,7,293.26
30201,17753,24274,6,93.32
30202,9910,11238,6,313.12
30203,1731,8695,8,247.23
30204,32280,34848,7,382.07
30205,28415,21312,7,280.34
30206,9128,21298,2,40.55
30207,31320,12060,10,466.92
30208,24792,2107,6,341.33
30209,32252,10521,6,268.42
30210,31153,4408,10,394.22
30211,5802,14708,8,146.88
30212,31256,21314,5,487.37
30213,3735,11286,2,341.28
30214,1238,5077,10,312.68
30215,26360,16968,4,366.63
30216,18993,29915,10,149.71
30217,4828,7180,1,127.64
30218,21172,13698,1,311.95
30219,2515,21352,10,467.35
30220,15081,31561,7,132.31
30221,14960,11550,1,40.03
30222,21054,6291,6,284.32
30223,16779,17394,5,108.94
30224,18558,24080,2,42.65
30225,21247,2570,10,71.28
30226,8552,32716,7,64.9
30227,29582,33145,9,382.26
30228,32691,17268,8,313.76
30229,655,8680,10,336.38
30230,4250,4356,5,406.98
30231,20302,21815,3,103.82
30232,931,19307,5,273.1
30233,11033,28960,1,254.26
30234,18572,32178,10,366.65
30235,5196,21296,7,152.09
30236,22292,23377,2,199.33
30237,6581,9995,1,356.21
30238,19744,6847,8,42.57
30239,1562,34076,3,38.79
30240,19797,10951,1,473.14
30241,5315,2043,9,268.24
30242,3634,8440,6,363.62
30243,29859,15346,3,269.08
30244,9316,9599,8,356.86
30245,31681,913,5,52.87
30246,15888,15120,9,178.25
30247,12415,16528,6,98.97
30248,29464,30221,2,166.8
30249,18575,1146,8,12.86
30250,30803,1224,6,347.8
30251,5392,2732,10,31.39
30252,4827,8537,10,433.99
30253,24087,23146,6,166.14
30254,34173,19281,3,289.53
30255,676,15184,9,298.9
30256,16983,12297,9,489.98
30257,30867,26711,5,176.05
30258,21210,5888,6,293.91
30259,26175,20286,8,246.51
30260,11344,809,6,461.66
30261,31368,23037,3,180.35
30262,28143,10301,3,388.81
30263,15347,10560,6,127.24
30264,32226,11909,1,241.77
30265,24956,15930,7,143.38
30266,9248,27656,9,268.52
30267,31974,33122,6,367.82
30268,32288,13401,10,330.89
30269,21178,27609,9,420.9
30270,17405,4516,8,419.52
30271,29381,24870,5,313.18
30272,20252,25111,5,216.82
30273,937,31012,5,337.93
30274,11616,10141,2,220.82
30275,25031,34881,9,413.55
30276,5180,26495,1,232.94
30277,11130,19938,1,442.31
30278,34167,6174,4,190.12
30279,8687,10058,8,219.25
30280,10305,5724,8,448.84
30281,22042,13341,5,183.63
30282,10625,25770,7,123.54
30283,22086,17154,7,35.92
30284,23685,6918,5,421.43
30285,5524,16401,10,204.14
30286,16854,18019,2,323.84
30287,11530,14374,1,261.38
30288,24425,9541,10,477.09
30289,5093,12315,9,357.49
30290,16669,29003,5,187.77
30291,17040,32895,2,12.63
30292,23851,9688,2,253.29
30293,1437,28999,8,149.39
30294,28458,28256,2,432.36
30295,22020,34791,7,284.97
30296,13469,22591,3,367.38
30297,9661,158,7,148.17
30298,33023,23815,3,494.23
30299,10715,20831,5,133.29
30300,6755,26256,1,57.52
30301,10166,107,2,184.25
30302,2039,13087,5,306.37
30303,7781,33392,1,195.76
30304,32891,2604,9,126.4
30305,27715,22008,5,98.69
30306,1033,25662,7,371.99
30307,2504,34744,4,391.11
30308,28931,33691,2,336.56
30309,26071,24041,10,73.67
30310,32854,32016,3,60.96
30311,9790,10309,10,145.93
30312,14732,13389,1,387.36
30313,8594,21000,1,222.43
30314,18383,5298,3,331.17
30315,143,26229,5,114.12
30316,26929,9593,5,302.93
30317,32223,6749,5,278.93
30318,20120,33351,8,173.64
30319,21379,23299,2,71.04
30320,386,30117,9,188.36
30321,10768,29663,3,257.73
30322,29585,11264,2,402.88
30323,6246,32896,7,288.0
30324,25734,32948,10,466.65
30325,9518,26038,3,488.69
30326,24237,7643,1,184.02
30327,15596,1459,2,324.95
30328,17360,31514,4,252.29
30329,30399,32285,7,489.19
30330,21982,10452,5,67.48
30331,6608,22619,7,91.29
30332,22065,4071,10,472.84
30333,16903,21950,7,322.67
30334,9527,2438,4,67.34
30335,21994,28380,5,97.25
30336,20419,14638,7,387.66
30337,3386,16946,5,421.38
30338,28127,4126,10,385.08
30339,16908,4458,7,183.34
30340,5518,1431,3,192.77
30341,10694,1324,8,32.5
30342,5324,27702,10,310.93
30343,33528,858,1,177.96
30344,32991,6709,9,473.24
30345,33119,16515,10,56.54
30346,8511,15069,1,49.66
30347,32727,3496,8,312.6
30348,19540,17729,5,325.12
30349,118,12285,10,188.24
30350,28388,10958,1,362.06
30351,15422,11486,10,205.36
30352,21759,31957,7,332.34
30353,3757,5833,10,181.63
30354,23004,1052,2,290.65
30355,19738,22314,3,337.0
30356,15556,20200,5,393.93
30357,15288,25887,2,390.55
30358,10900,29464,1,441.36
30359,31295,30130,9,389.7
30360,23628,28987,6,350.39
30361,11353,23888,3,255.38
30362,2268,33907,5,367.06
30363,10485,1512,7,348.95
30364,17797,25360,3,62.02
30365,14100,2301,1,304.86
30366,27488,9000,7,253.71
30367,34986,3017,4,214.48
30368,28427,15779,6,18.39
30369,8730,21503,5,164.01
30370,8391,25331,9,273.47
30371,11037,19198,4,33.41
30372,29303,5094,10,20.58
30373,370,3937,9,421.46
30374,9769,11698,3,198.37
30375,32223,18154,5,497.25
30376,34940,18360,3,181.12
30377,26715,3490,7,368.81
30378,14179,5861,2,176.02
30379,26099,24763,2,200.96
30380,14288,10312,9,184.33
30381,14935,22268,6,246.09
30382,7677,17619,8,473.12
30383,22636,26675,1,62.87
30384,21922,33800,5,351.04
30385,14157,28073,4,397.71
30386,4722,27610,6,286.32
30387,7062,8932,8,26.58
30388,21045,9707,7,115.26
30389,12186,19110,2,357.85
30390,5281,29977,5,475.61
30391,21901,458,8,484.66
30392,19239,34147,4,121.6
30393,11169,6753,7,469.33
30394,32637,29395,3,66.82
30395,26941,2126,10,161.99
30396,12282,11326,1,399.44
30397,24537,6811,5,257.45
30398,4173,14469,8,218.93
30399,6287,19083,9,364.8
30400,7858,31384,3,63.52
30401,31240,31090,5,254.79
30402,12207,32571,4,269.86
30403,6151,22205,5,124.7
30404,1472,5844,6,413.67
30405,3420,727,7,295.22
30406,10083,32547,1,194.52
30407,1263,24330,1,323.27
30408,17793,2528,9,116.89
30409,7844,7203,3,243.2
30410,708,17606,9,230.77
30411,29064,31361,5,460.22
30412,20593,10060,5,377.18
30413,31877,20404,8,296.2
30414,19914,13655,2,163.63
30415,147,29692,8,443.66
30416,27381,14390,3,259.81
30417,17235,9551,9,229.71
30418,11546,17551,7,385.92
30419,20506,32611,9,279.64
30420,32355,3245,8,416.79
30421,1925,16702,8,307.19
30422,3211,3930,8,232.08
30423,22992,25378,7,442.83
30424,18997,22806,7,228.5
30425,3695,27783,3,32.07
30426,15117,2280,8,172.68
30427,28268,12218,5,7.01
30428,22400,27917,10,310.15
30429,12265,10695,8,103.94
30430,14296,23421,6,81.42
30431,9044,13775,5,453.13
30432,31222,21574,4,59.89
30433,19958,31136,6,101.34
30434,22977,12331,5,118.32
30435,21109,30804,1,212.56
30436,9660,29487,1,243.13
30437,16763,10211,2,155.09
30438,29231,13411,9,106.71
30439,12723,28641,8,170.52
30440,23998,25431,6,181.59
30441,29233,17393,10,41.97
30442,24365,24439,8,471.51
30443,9026,5072,9,223.02
30444,3655,31665,2,28.25
30445,27017,32590,1,341.7
30446,4438,818,8,376.44
30447,31669,33737,3,158.15
30448,4823,7034,10,185.26
30449,12616,665,7,155.55
30450,4657,2739,3,255.69
30451,32195,12884,10,192.98
30452,1853,33818,6,67.91
30453,28372,29305,10,193.0
30454,5050,10466,9,200.72
30455,14797,6396,5,468.34
30456,30018,334,4,462.16
30457,752,14142,3,119.39
30458,967,22319,9,142.26
30459,33000,23386,8,443.06
30460,12001,678,5,484.86
30461,12000,26242,1,335.67
30462,21025,8916,2,136.54
30463,32646,14351,4,387.49
30464,29088,3120,5,231.38
30465,4620,13186,1,75.89
30466,14058,17370,7,163.46
30467,30931,1105,5,49.16
30468,4383,9755,1,304.66
30469,19103,11830,3,135.7
30470,34506,28509,9,454.59
30471,23001,32445,7,10.77
30472,26502,4666,7,408.37
30473,12926,32418,9,397.67
30474,21532,22276,5,181.11
30475,10659,215,9,180.78
30476,34086,1178,8,449.35
30477,10430,29888,9,475.62
30478,12021,19516,4,270.38
30479,16100,7900,2,433.66
30480,26176,18048,4,286.49
30481,17713,1199,8,469.09
30482,30339,26245,2,178.38
30483,4308,15192,4,306.78
30484,11293,19234,6,378.98
30485,28678,19507,2,238.99
30486,15341,5755,5,301.5
30487,4068,33607,7,111.23
30488,22133,16463,7,372.12
30489,24471,14848,2,69.95
30490,7844,33861,9,480.27
30491,4268,7769,4,196.89
30492,34705,28004,2,405.14
30493,9043,9635,10,67.21
30494,13641,26868,6,461.95
30495,25044,1322,9,402.27
30496,30197,26543,2,149.56
30497,13318,9765,3,184.43
30498,9814,34081,10,186.75
30499,28966,21817,10,284.36
30500,19602,3346,1,484.72
30501,22261,33087,3,122.78
30502,20733,34739,2,5.31
30503,11675,26242,1,119.09
30504,10753,13576,1,307.29
30505,14137,23354,1,463.63
30506,18710,21655,2,40.95
30507,13873,1172,3,230.96
30508,13215,23558,6,171.82
30509,14218,2145,7,102.16
30510,23963,9073,9,369.44
30511,31189,12177,3,23.58
30512,29980,13248,1,160.9
30513,33968,24047,1,402.88
30514,9834,8911,2,108.34
30515,20095,5335,10,126.16
30516,21662,20837,1,68.35
30517,10156,27557,1,94.53
30518,13170,2382,6,141.66
30519,27213,13041,4,348.07
30520,30469,10194,3,229.72
30521,20142,32086,4,69.01
30522,12526,33279,10,77.14
30523,25943,12515,5,265.63
30524,19591,19218,3,419.14
30525,4634,27056,10,82.53
30526,13824,34918,3,441.38
30527,27183,19935,5,218.59
30528,18991,12382,2,462.84
30529,9764,745,3,489.27
30530,3457,3769,8,251.3
30531,19128,23828,2,242.43
30532,15639,8248,9,415.77
30533,1380,27186,4,375.92
30534,31563,2764,1,29.17
30535,18531,23627,9,163.94
30536,4842,15777,10,170.69
30537,14314,12252,8,147.48
30538,4556,13862,4,33.3
30539,6951,20954,1,25.28
30540,15563,9123,3,424.0
30541,20554,24244,7,394.08
30542,5358,9924,9,308.16
30543,19966,30738,9,448.33
30544,11813,31078,1,235.86
30545,12514,25204,9,60.03
30546,33701,13246,4,23.28
30547,2136,31990,5,92.78
30548,29896,28486,5,443.73
30549,27022,12457,10,176.73
30550,33573,17003,9,200.19
30551,22901,5646,10,20.08
30552,15032,15870,5,312.13
30553,33969,25094,6,218.63
30554,7964,31097,1,234.36
30555,30613,32526,9,152.28
30556,24913,1736,5,189.24
30557,15305,14635,2,300.08
30558,20995,13071,8,478.07
30559,33659,21257,9,381.87
30560,28592,12546,3,360.73
30561,5098,15046,4,380.14
30562,12298,2807,2,434.44
30563,16746,26,1,413.34
30564,28564,8272,6,297.07
30565,3339,30148,1,179.28
30566,6366,18363,7,397.06
30567,12894,22725,5,457.26
30568,6828,12141,7,228.25
30569,32680,3440,5,114.93
30570,25451,27022,7,196.31
30571,16943,10982,6,113.45
30572,28283,14572,4,297.17
30573,14657,3862,6,415.85
30574,14576,21645,8,304.09
30575,8984,31023,4,417.81
30576,824,30777,2,252.45
30577,20284,17503,3,83.9
30578,13757,4120,10,413.08
30579,20461,19155,3,425.83
30580,4274,15826,10,324.68
30581,5854,19395,2,338.47
30582,26628,18572,1,81.06
30583,16668,22426,8,19.7
30584,219,886,1,132.0
30585,28873,14026,6,160.56
30586,9740,4457,9,57.16
30587,1310,16909,10,33.83
30588,29213,13043,4,261.27
30589,14308,16085,4,21.62
30590,6548,20156,8,52.78
30591,28382,1885,9,36.2
30592,29070,34281,4,193.58
30593,11648,26855,10,381.26
30594,25163,25695,5,80.84
30595,34293,15227,5,346.14
30596,33352,30963,6,228.97
30597,1198,1919,7,455.74
30598,10296,14203,9,44.85
30599,7512,4588,4,462.67
30600,11415,15577,7,264.34
30601,29750,12471,3,423.69
30602,8815,23755,10,259.81
30603,32074,16427,3,261.49
30604,24546,29052,5,375.34
30605,9213,17953,3,490.26
30606,31283,18734,7,210.79
30607,25612,16670,6,328.14
30608,9197,28179,3,215.96
30609,26404,5145,10,478.02
30610,27543,9899,5,183.43
30611,3457,15492,7,41.27
30612,23667,8452,7,214.76
30613,32685,18572,3,50.14
30614,24012,5244,9,63.39
30615,15552,32829,10,226.39
30616,453,25739,5,13.35
30617,24927,24120,3,370.4
30618,7686,15043,7,10.71
30619,3524,23468,7,161.96
30620,34035,14536,3,131.29
30621,27780,12156,5,412.54
30622,20502,14962,5,476.94
30623,11791,25913,4,231.72
30624,21036,8644,8,216.32
30625,15897,18930,8,134.4
30626,27379,5134,2,241.05
30627,25104,2886,4,349.27
30628,6859,3661,3,497.23
30629,1898,13791,5,424.49
30630,24741,8538,1,416.39
30631,24401,26515,5,149.02
30632,2850,22309,3,243.93
30633,5965,31777,2,58.08
30634,10585,10057,5,415.29
30635,25932,858,10,450.01
30636,2856,30904,6,47.15
30637,32140,28162,7,24.39
30638,28777,34639,4,328.16
30639,34271,31184,4,105.58
30640,13648,626,3,460.22
30641,17835,10273,1,242.89
30642,34573,21351,5,261.02
30643,8843,31886,9,292.83
30644,9458,11757,8,12.07
30645,30588,11741,3,335.59
30646,22553,18714,4,230.54
30647,2315,14123,3,332.78
30648,26578,12090,9,242.63
30649,29021,23398,8,172.63
30650,18250,2041,5,108.2
30651,19412,17526,7,118.61
30652,6126,33779,3,68.0
30653,3359,30220,4,211.17
30654,2823,929,1,409.15
30655,16220,21820,5,231.04
30656,22667,12531,5,6.35
30657,33337,32662,5,433.24
30658,11578,16563,7,398.74
30659,958,14221,2,350.88
30660,6430,8105,1,360.57
30661,2409,15579,1,275.07
30662,26748,31809,8,96.09
30663,20270,28605,9,271.1
30664,33677,28667,6,38.98
30665,22357,21250,10,144.99
30666,3553,4810,2,256.79
30667,5243,4735,7,357.52
30668,34583,13839,10,39.47
30669,6625,25690,7,68.44
30670,13077,9783,5,495.88
30671,8647,28398,4,365.93
30672,23061,19576,1,377.68
30673,21750,31526,3,192.35
30674,12595,20574,3,309.1
30675,18204,34945,8,438.29
30676,25954,11777,8,160.27
30677,7741,9321,2,215.29
30678,33536,24290,2,18.59
30679,3472,2427,2,73.2
30680,529,34580,2,347.94
30681,10567,28379,3,176.12
30682,34803,20012,8,238.87
30683,28239,5723,6,13.11
30684,8754,26353,2,483.21
30685,8038,24048,6,272.5
30686,12240,19845,4,377.03
30687,11745,12561,8,74.97
30688,10778,7201,8,163.14
30689,29513,12203,7,238.22
30690,22258,23468,5,403.82
30691,2424,24902,2,443.91
30692,27033,8998,6,239.52
30693,4756,33147,2,231.39
30694,15332,33948,6,209.06
30695,5066,15139,3,64.97
30696,28281,23274,6,76.38
30697,23684,5110,9,192.72
30698,1111,12130,9,22.77
30699,31043,23949,6,428.41
30700,14037,20718,1,73.16
30701,2807,16195,3,183.71
30702,16956,30356,5,72.43
30703,19531,20791,9,178.33
30704,1437,34702,4,95.58
30705,4951,341,5,457.03
30706,30293,13243,1,176.52
30707,20561,18720,8,178.03
30708,18304,26259,2,229.68
30709,12338,6497,10,215.25
30710,4657,21622,1,434.82
30711,982,21438,10,345.6
30712,32413,9222,1,160.81
30713,29365,23629,10,269.28
30714,15944,28608,9,124.5
30715,24369,25251,8,297.72
30716,27804,5045,2,244.02
30717,30716,27299,7,141.16
30718,13622,11843,2,335.05
30719,7992,8124,9,223.46
30720,28227,28921,8,314.73
30721,24293,6702,10,373.24
30722,15622,31515,4,282.87
30723,3758,12889,8,410.66
30724,32244,12713,6,463.38
30725,24913,12085,10,268.11
30726,21055,10723,1,149.46
30727,9854,33880,6,476.44
30728,12750,11602,7,106.61
30729,27329,15704,3,482.08
30730,31859,4536,10,110.73
30731,11742,8381,2,459.82
30732,22114,31486,10,247.55
30733,29865,18329,10,34.7
30734,1688,9637,9,205.99
30735,22216,32078,5,115.18
30736,26356,15560,2,64.46
30737,28434,11915,4,166.69
30738,9962,33097,6,346.44
30739,19345,19704,5,79.17
30740,8593,26143,6,355.45
30741,5328,2744,4,485.15
30742,34772,34404,2,438.95
30743,20291,16829,9,57.18
30744,18067,14073,7,112.53
30745,13006,27414,8,177.08
30746,20036,26408,9,204.97
30747,12215,24295,5,451.69
30748,14802,2479,10,122.51
30749,1594,1915,6,389.7
30750,9967,20536,1,296.69
30751,17866,30446,5,283.91
30752,19959,6364,3,279.97
30753,33575,11465,8,47.35
30754,33163,148,3,151.62
30755,10833,18322,5,153.41
30756,9294,1793,9,112.73
30757,11892,3293,9,270.28
30758,25167,26409,6,117.2
30759,147,8058,9,474.09
30760,13290,32995,8,77.56
30761,22461,32031,7,284.11
30762,30901,21946,10,274.73
30763,23656,11692,1,53.3
30764,7978,24173,2,216.07
30765,17274,7823,2,302.36
30766,17,9755,1,359.47
30767,1774,9655,10,151.68
30768,17775,733,5,239.71
30769,34140,23926,8,219.91
30770,31026,28923,7,394.92
30771,27401,3751,5,325.48
30772,31894,4101,3,146.1
30773,12224,7643,7,460.72
30774,15766,15106,5,220.85
30775,18174,12391,5,491.29
30776,23470,9800,1,470.14
30777,7457,26312,1,424.65
30778,27550,5870,6,381.05
30779,28157,7821,5,16.26
30780,9587,22246,6,377.04
30781,4865,25666,10,489.9
30782,20980,586,9,216.04
30783,604,8604,9,17.23
30784,12376,34297,3,287.3
30785,9154,16572,10,316.28
30786,28855,24791,6,198.29
30787,13784,764,4,184.36
30788,16784,31395,8,106.9
30789,4484,21348,5,115.88
30790,23031,6087,8,490.04
30791,15491,23548,3,185.22
30792,9813,8449,5,496.3
30793,14346,4008,5,234.41
30794,9632,28714,9,344.69
30795,31549,14599,8,264.94
30796,23575,13893,3,454.87
30797,22635,17177,6,479.11
30798,23600,2414,2,320.47
30799,11327,12475,9,107.67
30800,2368,3103,10,354.82
30801,14762,14250,1,438.72
30802,30383,10405,5,403.48
30803,21850,21165,3,24.12
30804,34277,17003,5,495.02
30805,5723,18516,5,179.53
30806,23562,20200,6,133.93
30807,20585,28669,5,465.21
30808,24359,21253,10,494.96
30809,30715,33778,5,15.7
30810,20981,10713,3,447.64
30811,20188,26374,3,195.29
30812,31328,11912,4,44.4
30813,23691,13805,8,371.18
30814,30541,30908,3,398.51
30815,31865,12801,3,200.64
30816,31631,3268,9,331.99
30817,27952,5173,10,54.11
30818,15336,10491,3,381.15
30819,24304,17521,10,203.8
30820,21496,1299,1,243.24
30821,20643,5032,6,212.91
30822,31678,983,7,461.91
30823,11087,721,6,182.12
30824,246,12560,3,50.47
30825,22607,29081,5,251.59
30826,25344,10605,4,179.14
30827,24287,2970,7,96.85
30828,21488,8279,5,461.5
30829,11789,10590,1,422.06
30830,14037,16896,9,254.16
30831,12824,25170,9,431.8
30832,21137,19826,2,383.17
30833,10246,30750,3,198.01
30834,8358,8692,5,237.42
30835,27582,22177,1,44.72
30836,20648,25963,2,380.22
30837,19237,18401,9,317.82
30838,2286,12356,5,309.76
30839,5196,1257,6,135.45
30840,3291,7181,5,201.44
30841,2889,27654,6,362.1
30842,4978,13364,3,222.53
30843,18903,34045,5,366.15
30844,9634,1749,10,437.94
30845,5766,9403,1,376.84
30846,33032,24763,8,341.77
30847,13376,32755,1,373.03
30848,26429,3775,10,372.42
30849,22764,31291,2,57.85
30850,2995,6394,9,321.62
30851,13882,24720,5,229.33
30852,15265,14151,8,79.53
30853,18273,5491,2,36.08
30854,26629,3020,10,449.37
30855,30584,25984,5,443.78
30856,20854,1458,10,98.46
30857,5979,5787,10,376.47
30858,5129,28185,4,128.86
30859,8979,29177,1,400.07
30860,34185,26168,4,314.12
30861,17580,6317,9,283.11
30862,11252,24729,7,332.64
30863,9229,6281,6,193.49
30864,26412,28261,1,478.63
30865,2429,13266,10,401.7
30866,31039,2127,8,38.18
30867,32186,9551,4,423.87
30868,32862,7588,6,463.08
30869,24473,17273,9,48.61
30870,5037,31692,4,491.5
30871,12674,12714,7,118.07
30872,28904,29493,6,121.75
30873,64,849,8,407.29
30874,9481,19526,6,298.77
30875,4676,29650,9,236.19
30876,25452,11930,6,226.93
30877,19509,28085,7,363.62
30878,35000,22157,5,402.0
30879,33857,3017,1,139.22
30880,12261,15330,4,46.9
30881,21190,32850,3,121.59
30882,13027,23730,8,45.08
30883,15308,24087,5,421.9
30884,28502,5588,5,102.35
30885,5340,14160,10,471.36
30886,24364,31399,1,244.62
30887,8587,23607,9,97.75
30888,32739,2610,5,176.05
30889,28362,12504,5,145.68
30890,17066,34408,4,406.22
30891,13124,16894,8,73.7
30892,2348,11042,6,151.55
30893,11660,6659,7,254.74
30894,14740,34032,8,198.31
30895,25432,3274,8,164.27
30896,34740,34230,10,237.71
30897,8285,5406,10,255.6
30898,26026,31936,6,207.71
30899,8247,29891,2,263.14
30900,23451,15827,10,301.08
30901,13524,5240,2,30.58
30902,16362,15739,5,180.56
30903,29177,16839,5,192.94
30904,7210,17925,4,477.45
30905,8286,33450,4,222.01
30906,10799,30747,7,258.74
30907,30274,14792,3,36.58
30908,13378,16041,9,237.64
30909,12705,5526,9,396.83
30910,30887,13997,3,349.61
30911,13839,31484,10,276.46
30912,17465,30978,2,367.66
30913,17016,29009,3,34.46
30914,4539,602,7,341.73
30915,29170,17461,1,178.13
30916,32606,8194,5,216.75
30917,9251,5294,5,354.16
30918,10678,444,5,26.44
30919,33708,14648,3,467.35
30920,29543,33282,10,107.73
30921,34657,15425,2,449.19
30922,13028,19329,7,83.34
30923,11416,32129,7,487.85
30924,16633,21041,3,278.65
30925,32424,19732,5,22.61
30926,1698,16417,2,75.98
30927,18048,15340,3,371.16
30928,2886,28927,6,207.21
30929,20742,34697,6,392.87
30930,18723,15048,10,168.31
30931,7557,31324,4,258.05
30932,409,3259,10,218.46
30933,3809,14130,6,475.17
30934,12947,24874,4,20.77
