product_id,product_name,category,price
25176,Product 25176,Sports,336.28
25177,Product 25177,Kitchen,834.79
25178,Product 25178,Wearables,192.47
25179,Product 25179,Kitchen,431.35
25180,Product 25180,Electronics,914.86
25181,Product 25181,Home Decor,912.64
25182,Product 25182,Home Decor,638.06
25183,Product 25183,Home Decor,17.32
25184,Product 25184,Home Decor,504.07
25185,Product 25185,Sports,305.48
25186,Product 25186,Electronics,182.64
25187,Product 25187,Wearables,951.55
25188,Product 25188,Home Decor,132.53
25189,Product 25189,Home Decor,308.21
25190,Product 25190,Wearables,849.67
25191,Product 25191,Home Decor,690.85
25192,Product 25192,Electronics,823.49
25193,Product 25193,Wearables,872.58
25194,Product 25194,Electronics,657.3
25195,Product 25195,Electronics,958.02
25196,Product 25196,Sports,46.26
25197,Product 25197,Home Decor,728.13
25198,Product 25198,Home Decor,768.13
25199,Product 25199,Wearables,747.11
25200,Product 25200,Home Decor,10.97
25201,Product 25201,Electronics,259.68
25202,Product 25202,Wearables,822.28
25203,Product 25203,Wearables,200.08
25204,Product 25204,Wearables,141.4
25205,Product 25205,Wearables,373.65
25206,Product 25206,Electronics,176.68
25207,Product 25207,Wearables,652.86
25208,Product 25208,Sports,998.99
25209,Product 25209,Sports,456.42
25210,Product 25210,Wearables,808.89
25211,Product 25211,Kitchen,633.96
25212,Product 25212,Electronics,224.22
25213,Product 25213,Home Decor,726.05
25214,Product 25214,Electronics,480.15
25215,Product 25215,Electronics,564.54
25216,Product 25216,Electronics,197.4
25217,Product 25217,Electronics,273.61
25218,Product 25218,Electronics,441.97
25219,Product 25219,Electronics,399.5
25220,Product 25220,Sports,648.94
25221,Product 25221,Home Decor,163.83
25222,Product 25222,Sports,669.56
25223,Product 25223,Sports,60.62
25224,Product 25224,Wearables,937.78
25225,Product 25225,Electronics,438.24
25226,Product 25226,Wearables,154.22
25227,Product 25227,Wearables,541.44
25228,Product 25228,Kitchen,882.34
25229,Product 25229,Sports,247.86
25230,Product 25230,Electronics,192.53
25231,Product 25231,Wearables,657.24
25232,Product 25232,Wearables,728.3
25233,Product 25233,Kitchen,577.31
25234,Product 25234,Electronics,358.98
25235,Product 25235,Electronics,755.48
25236,Product 25236,Kitchen,660.41
25237,Product 25237,Electronics,258.89
25238,Product 25238,Kitchen,259.72
25239,Product 25239,Kitchen,161.66
25240,Product 25240,Wearables,35.29
25241,Product 25241,Sports,935.22
25242,Product 25242,Electronics,639.69
25243,Product 25243,Home Decor,802.42
25244,Product 25244,Kitchen,261.76
25245,Product 25245,Wearables,658.99
25246,Product 25246,Kitchen,262.14
25247,Product 25247,Sports,916.66
25248,Product 25248,Sports,702.12
25249,Product 25249,Home Decor,500.49
25250,Product 25250,Home Decor,668.23
25251,Product 25251,Wearables,806.9
25252,Product 25252,Home Decor,319.22
25253,Product 25253,Kitchen,489.38
25254,Product 25254,Wearables,463.02
25255,Product 25255,Home Decor,440.76
25256,Product 25256,Sports,872.28
25257,Product 25257,Wearables,475.58
25258,Product 25258,Kitchen,699.78
25259,Product 25259,Home Decor,359.13
25260,Product 25260,Electronics,587.38
25261,Product 25261,Home Decor,15.44
25262,Product 25262,Home Decor,830.99
25263,Product 25263,Electronics,647.79
25264,Product 25264,Wearables,358.46
25265,Product 25265,Home Decor,785.77
25266,Product 25266,Wearables,750.83
25267,Product 25267,Electronics,172.76
25268,Product 25268,Wearables,226.32
25269,Product 25269,Home Decor,711.09
25270,Product 25270,Sports,462.58
25271,Product 25271,Kitchen,814.91
25272,Product 25272,Wearables,234.5
25273,Product 25273,Home Decor,441.7
25274,Product 25274,Sports,340.25
25275,Product 25275,Wearables,194.57
25276,Product 25276,Kitchen,824.15
25277,Product 25277,Home Decor,400.1
25278,Product 25278,Electronics,947.09
25279,Product 25279,Sports,228.1
25280,Product 25280,Electronics,546.97
25281,Product 25281,Electronics,625.41
25282,Product 25282,Wearables,362.3
25283,Product 25283,Wearables,583.63
25284,Product 25284,Kitchen,881.08
25285,Product 25285,Wearables,201.87
25286,Product 25286,Electronics,539.88
25287,Product 25287,Wearables,80.46
25288,Product 25288,Wearables,759.7
25289,Product 25289,Kitchen,971.25
25290,Product 25290,Sports,420.15
25291,Product 25291,Kitchen,175.63
25292,Product 25292,Wearables,773.09
25293,Product 25293,Sports,123.92
25294,Product 25294,Kitchen,92.87
25295,Product 25295,Electronics,996.02
25296,Product 25296,Sports,563.53
25297,Product 25297,Sports,459.15
25298,Product 25298,Kitchen,570.28
25299,Product 25299,Kitchen,820.49
25300,Product 25300,Kitchen,701.54
25301,Product 25301,Electronics,459.87
25302,Product 25302,Kitchen,638.25
25303,Product 25303,Electronics,694.7
25304,Product 25304,Electronics,487.0
25305,Product 25305,Home Decor,818.8
25306,Product 25306,Kitchen,467.8
25307,Product 25307,Kitchen,550.45
25308,Product 25308,Home Decor,683.54
25309,Product 25309,Sports,412.2
25310,Product 25310,Electronics,44.92
25311,Product 25311,Kitchen,633.96
25312,Product 25312,Wearables,181.07
25313,Product 25313,Sports,740.65
25314,Product 25314,Sports,474.16
25315,Product 25315,Electronics,178.48
25316,Product 25316,Sports,115.01
25317,Product 25317,Home Decor,45.86
25318,Product 25318,Kitchen,241.89
25319,Product 25319,Wearables,633.92
25320,Product 25320,Electronics,519.38
25321,Product 25321,Home Decor,284.29
25322,Product 25322,Wearables,544.65
25323,Product 25323,Home Decor,311.8
25324,Product 25324,Sports,254.03
25325,Product 25325,Wearables,97.79
25326,Product 25326,Home Decor,230.73
25327,Product 25327,Wearables,484.27
25328,Product 25328,Sports,901.1
25329,Product 25329,Electronics,148.41
25330,Product 25330,Electronics,528.2
25331,Product 25331,Sports,751.51
25332,Product 25332,Home Decor,529.53
25333,Product 25333,Electronics,946.7
25334,Product 25334,Sports,474.93
25335,Product 25335,Wearables,573.54
25336,Product 25336,Wearables,219.34
25337,Product 25337,Wearables,657.76
25338,Product 25338,Kitchen,501.02
25339,Product 25339,Kitchen,418.02
25340,Product 25340,Wearables,957.86
25341,Product 25341,Sports,456.99
25342,Product 25342,Home Decor,218.49
25343,Product 25343,Sports,473.51
25344,Product 25344,Wearables,119.58
25345,Product 25345,Kitchen,372.79
25346,Product 25346,Sports,91.97
25347,Product 25347,Home Decor,904.5
25348,Product 25348,Kitchen,347.67
25349,Product 25349,Home Decor,932.59
25350,Product 25350,Wearables,187.25
25351,Product 25351,Wearables,279.92
25352,Product 25352,Kitchen,546.34
25353,Product 25353,Home Decor,643.86
25354,Product 25354,Electronics,860.79
25355,Product 25355,Home Decor,288.09
25356,Product 25356,Kitchen,627.22
25357,Product 25357,Home Decor,223.42
25358,Product 25358,Home Decor,46.97
25359,Product 25359,Wearables,127.29
25360,Product 25360,Wearables,324.55
25361,Product 25361,Kitchen,985.66
25362,Product 25362,Home Decor,63.74
25363,Product 25363,Sports,417.45
25364,Product 25364,Wearables,495.77
25365,Product 25365,Wearables,584.17
25366,Product 25366,Wearables,284.29
25367,Product 25367,Wearables,714.42
25368,Product 25368,Wearables,622.43
25369,Product 25369,Home Decor,712.85
25370,Product 25370,Wearables,530.36
25371,Product 25371,Home Decor,895.38
25372,Product 25372,Home Decor,729.58
25373,Product 25373,Kitchen,417.18
25374,Product 25374,Electronics,701.86
25375,Product 25375,Electronics,113.77
25376,Product 25376,Home Decor,725.62
25377,Product 25377,Electronics,375.94
25378,Product 25378,Electronics,137.1
25379,Product 25379,Wearables,907.91
25380,Product 25380,Electronics,276.32
25381,Product 25381,Electronics,775.4
25382,Product 25382,Wearables,838.95
25383,Product 25383,Electronics,600.66
25384,Product 25384,Sports,539.61
25385,Product 25385,Home Decor,884.02
25386,Product 25386,Kitchen,156.27
25387,Product 25387,Electronics,647.23
25388,Product 25388,Home Decor,724.61
25389,Product 25389,Electronics,854.18
25390,Product 25390,Electronics,444.26
25391,Product 25391,Sports,970.38
25392,Product 25392,Sports,64.17
25393,Product 25393,Electronics,632.04
25394,Product 25394,Electronics,874.34
25395,Product 25395,Wearables,638.84
25396,Product 25396,Electronics,976.88
25397,Product 25397,Sports,708.15
25398,Product 25398,Wearables,471.65
25399,Product 25399,Kitchen,463.4
25400,Product 25400,Kitchen,189.37
25401,Product 25401,Wearables,25.8
25402,Product 25402,Home Decor,918.52
25403,Product 25403,Home Decor,198.23
25404,Product 25404,Home Decor,837.91
25405,Product 25405,Wearables,168.5
25406,Product 25406,Electronics,897.29
25407,Product 25407,Electronics,780.9
25408,Product 25408,Home Decor,274.06
25409,Product 25409,Home Decor,206.91
25410,Product 25410,Wearables,742.07
25411,Product 25411,Sports,55.23
25412,Product 25412,Kitchen,175.57
25413,Product 25413,Sports,988.17
25414,Product 25414,Wearables,816.86
25415,Product 25415,Home Decor,272.88
25416,Product 25416,Wearables,288.06
25417,Product 25417,Home Decor,320.51
25418,Product 25418,Electronics,205.93
25419,Product 25419,Kitchen,530.97
25420,Product 25420,Electronics,538.72
25421,Product 25421,Home Decor,470.43
25422,Product 25422,Kitchen,474.04
25423,Product 25423,Sports,766.72
25424,Product 25424,Wearables,456.45
25425,Product 25425,Kitchen,906.36
25426,Product 25426,Sports,783.69
25427,Product 25427,Wearables,710.9
25428,Product 25428,Wearables,625.48
25429,Product 25429,Home Decor,675.12
25430,Product 25430,Electronics,584.44
25431,Product 25431,Wearables,515.57
25432,Product 25432,Kitchen,284.74
25433,Product 25433,Kitchen,508.2
25434,Product 25434,Sports,331.65
25435,Product 25435,Kitchen,217.85
25436,Product 25436,Sports,648.31
25437,Product 25437,Wearables,142.96
25438,Product 25438,Electronics,921.64
25439,Product 25439,Home Decor,279.31
25440,Product 25440,Sports,344.09
25441,Product 25441,Home Decor,670.18
25442,Product 25442,Electronics,102.6
25443,Product 25443,Electronics,429.68
25444,Product 25444,Electronics,632.53
25445,Product 25445,Kitchen,202.04
25446,Product 25446,Sports,115.95
25447,Product 25447,Sports,457.55
25448,Product 25448,Sports,667.91
25449,Product 25449,Electronics,981.58
25450,Product 25450,Home Decor,185.42
25451,Product 25451,Kitchen,806.1
25452,Product 25452,Home Decor,428.26
25453,Product 25453,Kitchen,705.55
25454,Product 25454,Kitchen,687.42
25455,Product 25455,Home Decor,121.33
25456,Product 25456,Sports,994.88
25457,Product 25457,Sports,723.84
25458,Product 25458,Kitchen,262.22
25459,Product 25459,Home Decor,676.96
25460,Product 25460,Electronics,390.91
25461,Product 25461,Electronics,869.94
25462,Product 25462,Wearables,66.32
25463,Product 25463,Electronics,156.16
25464,Product 25464,Home Decor,422.94
25465,Product 25465,Wearables,879.66
25466,Product 25466,Wearables,270.02
25467,Product 25467,Home Decor,843.25
25468,Product 25468,Home Decor,355.35
25469,Product 25469,Home Decor,815.33
25470,Product 25470,Electronics,890.62
25471,Product 25471,Wearables,392.67
25472,Product 25472,Kitchen,976.69
25473,Product 25473,Electronics,812.12
25474,Product 25474,Kitchen,87.08
25475,Product 25475,Electronics,198.39
25476,Product 25476,Electronics,868.61
25477,Product 25477,Kitchen,940.12
25478,Product 25478,Wearables,171.19
25479,Product 25479,Wearables,60.12
25480,Product 25480,Kitchen,346.38
25481,Product 25481,Sports,746.87
25482,Product 25482,Sports,888.09
25483,Product 25483,Electronics,150.51
25484,Product 25484,Kitchen,549.68
25485,Product 25485,Home Decor,953.55
25486,Product 25486,Electronics,273.58
25487,Product 25487,Sports,318.11
25488,Product 25488,Home Decor,999.82
25489,Product 25489,Wearables,841.48
25490,Product 25490,Wearables,421.28
25491,Product 25491,Sports,403.66
25492,Product 25492,Kitchen,803.06
25493,Product 25493,Kitchen,146.21
25494,Product 25494,Electronics,229.56
25495,Product 25495,Wearables,453.84
25496,Product 25496,Sports,654.12
25497,Product 25497,Sports,966.03
25498,Product 25498,Sports,615.63
25499,Product 25499,Home Decor,755.12
25500,Product 25500,Wearables,608.77
25501,Product 25501,Kitchen,47.4
25502,Product 25502,Wearables,693.48
25503,Product 25503,Wearables,301.24
25504,Product 25504,Kitchen,676.14
25505,Product 25505,Home Decor,370.92
25506,Product 25506,Home Decor,727.55
25507,Product 25507,Electronics,701.41
25508,Product 25508,Kitchen,67.73
25509,Product 25509,Electronics,470.5
25510,Product 25510,Electronics,656.72
25511,Product 25511,Wearables,126.57
25512,Product 25512,Home Decor,16.54
25513,Product 25513,Sports,276.46
25514,Product 25514,Sports,423.53
25515,Product 25515,Sports,888.44
25516,Product 25516,Kitchen,531.96
25517,Product 25517,Sports,187.58
25518,Product 25518,Sports,904.02
25519,Product 25519,Home Decor,94.37
25520,Product 25520,Wearables,273.29
25521,Product 25521,Electronics,855.27
25522,Product 25522,Sports,626.44
25523,Product 25523,Kitchen,905.98
25524,Product 25524,Kitchen,743.94
25525,Product 25525,Wearables,849.62
25526,Product 25526,Sports,868.57
25527,Product 25527,Sports,11.99
25528,Product 25528,Home Decor,649.54
25529,Product 25529,Home Decor,313.73
25530,Product 25530,Home Decor,555.4
25531,Product 25531,Sports,678.61
25532,Product 25532,Wearables,117.23
25533,Product 25533,Electronics,90.9
25534,Product 25534,Electronics,940.42
25535,Product 25535,Wearables,487.1
25536,Product 25536,Wearables,529.55
25537,Product 25537,Kitchen,249.91
25538,Product 25538,Home Decor,780.55
25539,Product 25539,Electronics,507.33
25540,Product 25540,Home Decor,912.07
25541,Product 25541,Sports,411.96
25542,Product 25542,Home Decor,497.6
25543,Product 25543,Kitchen,669.15
25544,Product 25544,Kitchen,305.51
25545,Product 25545,Wearables,304.47
25546,Product 25546,Electronics,594.58
25547,Product 25547,Kitchen,353.77
25548,Product 25548,Electronics,372.12
25549,Product 25549,Wearables,152.11
25550,Product 25550,Sports,878.8
25551,Product 25551,Electronics,22.81
25552,Product 25552,Home Decor,351.71
25553,Product 25553,Sports,603.5
25554,Product 25554,Kitchen,124.22
25555,Product 25555,Wearables,430.38
25556,Product 25556,Home Decor,167.4
25557,Product 25557,Electronics,425.79
25558,Product 25558,Home Decor,363.32
25559,Product 25559,Electronics,139.61
25560,Product 25560,Home Decor,642.86
25561,Product 25561,Home Decor,52.1
25562,Product 25562,Kitchen,989.17
25563,Product 25563,Wearables,552.33
25564,Product 25564,Wearables,444.25
25565,Product 25565,Wearables,803.62
25566,Product 25566,Electronics,801.61
25567,Product 25567,Sports,851.23
25568,Product 25568,Sports,115.82
25569,Product 25569,Wearables,649.91
25570,Product 25570,Home Decor,199.78
25571,Product 25571,Home Decor,260.4
25572,Product 25572,Wearables,485.65
25573,Product 25573,Electronics,218.08
25574,Product 25574,Wearables,313.43
25575,Product 25575,Home Decor,381.61
25576,Product 25576,Kitchen,560.24
25577,Product 25577,Wearables,248.56
25578,Product 25578,Wearables,14.51
25579,Product 25579,Wearables,440.07
25580,Product 25580,Sports,704.9
25581,Product 25581,Wearables,700.21
25582,Product 25582,Kitchen,931.24
25583,Product 25583,Kitchen,905.83
25584,Product 25584,Wearables,256.1
25585,Product 25585,Kitchen,70.24
25586,Product 25586,Sports,812.13
25587,Product 25587,Wearables,514.12
25588,Product 25588,Kitchen,883.0
25589,Product 25589,Wearables,78.43
25590,Product 25590,Wearables,351.87
25591,Product 25591,Home Decor,53.28
25592,Product 25592,Wearables,20.64
25593,Product 25593,Wearables,330.41
25594,Product 25594,Kitchen,540.86
25595,Product 25595,Kitchen,483.65
25596,Product 25596,Kitchen,779.13
25597,Product 25597,Kitchen,315.08
25598,Product 25598,Kitchen,660.45
25599,Product 25599,Kitchen,866.79
25600,Product 25600,Wearables,707.31
25601,Product 25601,Electronics,499.61
25602,Product 25602,Electronics,224.3
25603,Product 25603,Kitchen,553.22
25604,Product 25604,Wearables,54.61
25605,Product 25605,Electronics,916.45
25606,Product 25606,Wearables,465.81
25607,Product 25607,Kitchen,780.26
25608,Product 25608,Wearables,54.78
25609,Product 25609,Kitchen,711.17
25610,Product 25610,Home Decor,192.16
25611,Product 25611,Home Decor,259.21
25612,Product 25612,Electronics,261.13
25613,Product 25613,Home Decor,162.64
25614,Product 25614,Kitchen,289.85
25615,Product 25615,Kitchen,101.5
25616,Product 25616,Sports,751.13
25617,Product 25617,Home Decor,884.96
25618,Product 25618,Home Decor,80.85
25619,Product 25619,Home Decor,843.89
25620,Product 25620,Kitchen,338.75
25621,Product 25621,Sports,142.74
25622,Product 25622,Kitchen,503.67
25623,Product 25623,Home Decor,154.59
25624,Product 25624,Sports,115.71
25625,Product 25625,Wearables,62.5
25626,Product 25626,Kitchen,191.41
25627,Product 25627,Home Decor,645.1
25628,Product 25628,Home Decor,715.16
25629,Product 25629,Sports,143.06
25630,Product 25630,Sports,221.58
25631,Product 25631,Sports,40.73
25632,Product 25632,Sports,994.85
25633,Product 25633,Electronics,845.11
25634,Product 25634,Kitchen,74.53
25635,Product 25635,Home Decor,640.64
25636,Product 25636,Kitchen,594.98
25637,Product 25637,Wearables,499.82
25638,Product 25638,Electronics,770.95
25639,Product 25639,Electronics,327.12
25640,Product 25640,Wearables,73.05
25641,Product 25641,Home Decor,409.18
25642,Product 25642,Kitchen,939.91
25643,Product 25643,Wearables,595.77
25644,Product 25644,Wearables,555.3
25645,Product 25645,Kitchen,465.83
25646,Product 25646,Sports,909.76
25647,Product 25647,Kitchen,178.95
25648,Product 25648,Electronics,408.81
25649,Product 25649,Electronics,77.16
25650,Product 25650,Electronics,464.67
25651,Product 25651,Electronics,882.42
25652,Product 25652,Wearables,478.96
25653,Product 25653,Kitchen,461.45
25654,Product 25654,Kitchen,414.51
25655,Product 25655,Wearables,231.95
25656,Product 25656,Home Decor,155.88
25657,Product 25657,Wearables,416.11
25658,Product 25658,Home Decor,184.46
25659,Product 25659,Wearables,274.77
25660,Product 25660,Electronics,897.28
25661,Product 25661,Home Decor,7.77
25662,Product 25662,Home Decor,653.42
25663,Product 25663,Wearables,729.15
25664,Product 25664,Home Decor,460.35
25665,Product 25665,Electronics,264.3
25666,Product 25666,Sports,654.56
25667,Product 25667,Wearables,457.03
25668,Product 25668,Wearables,467.49
25669,Product 25669,Wearables,169.64
25670,Product 25670,Sports,697.04
25671,Product 25671,Electronics,924.12
25672,Product 25672,Wearables,842.14
25673,Product 25673,Kitchen,891.88
25674,Product 25674,Sports,334.1
25675,Product 25675,Wearables,273.9
25676,Product 25676,Sports,748.27
25677,Product 25677,Wearables,604.36
25678,Product 25678,Kitchen,508.67
25679,Product 25679,Sports,682.27
25680,Product 25680,Wearables,53.8
25681,Product 25681,Electronics,786.02
25682,Product 25682,Electronics,357.9
25683,Product 25683,Home Decor,261.21
25684,Product 25684,Kitchen,950.38
25685,Product 25685,Electronics,274.0
25686,Product 25686,Sports,119.23
25687,Product 25687,Home Decor,621.89
25688,Product 25688,Sports,849.54
25689,Product 25689,Wearables,124.06
25690,Product 25690,Sports,224.47
25691,Product 25691,Wearables,759.79
25692,Product 25692,Electronics,897.55
25693,Product 25693,Electronics,370.25
25694,Product 25694,Home Decor,92.58
25695,Product 25695,Sports,310.75
25696,Product 25696,Electronics,925.25
25697,Product 25697,Electronics,420.88
25698,Product 25698,Home Decor,442.95
25699,Product 25699,Wearables,17.66
25700,Product 25700,Electronics,234.96
25701,Product 25701,Sports,83.99
25702,Product 25702,Sports,685.38
25703,Product 25703,Electronics,15.2
25704,Product 25704,Kitchen,811.67
25705,Product 25705,Kitchen,955.73
25706,Product 25706,Sports,320.56
25707,Product 25707,Kitchen,79.66
25708,Product 25708,Home Decor,952.88
25709,Product 25709,Electronics,103.05
25710,Product 25710,Sports,407.95
25711,Product 25711,Kitchen,690.63
25712,Product 25712,Home Decor,501.5
25713,Product 25713,Sports,177.34
25714,Product 25714,Sports,875.89
25715,Product 25715,Home Decor,765.19
25716,Product 25716,Wearables,48.04
25717,Product 25717,Sports,163.81
25718,Product 25718,Sports,525.78
25719,Product 25719,Sports,134.06
25720,Product 25720,Wearables,315.13
25721,Product 25721,Sports,703.32
25722,Product 25722,Home Decor,575.27
25723,Product 25723,Sports,6.87
25724,Product 25724,Kitchen,76.08
25725,Product 25725,Electronics,287.71
25726,Product 25726,Sports,8.26
25727,Product 25727,Home Decor,107.25
25728,Product 25728,Electronics,497.39
25729,Product 25729,Home Decor,58.84
25730,Product 25730,Sports,17.21
25731,Product 25731,Kitchen,166.56
25732,Product 25732,Electronics,112.39
25733,Product 25733,Electronics,282.12
25734,Product 25734,Electronics,128.09
25735,Product 25735,Kitchen,133.69
25736,Product 25736,Wearables,66.78
25737,Product 25737,Wearables,363.35
25738,Product 25738,Sports,359.91
25739,Product 25739,Home Decor,154.9
25740,Product 25740,Electronics,957.02
25741,Product 25741,Sports,420.09
25742,Product 25742,Sports,656.11
25743,Product 25743,Home Decor,849.1
25744,Product 25744,Home Decor,848.2
25745,Product 25745,Electronics,531.74
25746,Product 25746,Home Decor,487.48
25747,Product 25747,Kitchen,835.98
25748,Product 25748,Wearables,412.86
25749,Product 25749,Electronics,626.78
25750,Product 25750,Kitchen,677.42
25751,Product 25751,Electronics,564.82
25752,Product 25752,Electronics,435.72
25753,Product 25753,Sports,350.18
25754,Product 25754,Sports,68.0
25755,Product 25755,Kitchen,139.41
25756,Product 25756,Home Decor,538.25
25757,Product 25757,Home Decor,149.45
25758,Product 25758,Home Decor,361.62
25759,Product 25759,Home Decor,810.08
25760,Product 25760,Kitchen,758.5
25761,Product 25761,Kitchen,288.89
25762,Product 25762,Wearables,41.32
25763,Product 25763,Electronics,980.12
25764,Product 25764,Home Decor,995.88
25765,Product 25765,Home Decor,817.53
25766,Product 25766,Home Decor,58.34
25767,Product 25767,Wearables,896.81
